category_a_id,category_a_key,category_a,pool_a,category_b_id,category_b_key,category_b,pool_b,overlap_count,overlap_words,overlap_share_a,overlap_share_b,severity,recommended_action
602,medical_specialties,MEDICAL SPECIALTIES,15,603,hospital_departments,HOSPITAL DEPARTMENTS,15,5,cardiology | oncology | pediatrics | radiology | surgery,0.3333,0.3333,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
598,medical_tools,MEDICAL TOOLS,19,599,first_aid,FIRST AID,17,5,gauze | sling | splint | thermometer | tweezers,0.2632,0.2941,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
21,money_actions,MONEY ACTIONS,16,128,money_words,MONEY WORDS,27,5,bill | budget | deposit | refund | tip,0.3125,0.1852,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
229,music_class_things,MUSIC CLASS,14,235,percussion,PERCUSSION INSTRUMENTS,14,5,drum | maraca | tambourine | triangle | xylophone,0.3571,0.3571,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
237,music_genres,MUSIC GENRES,20,250,dance_styles,DANCE STYLES,18,5,disco | folk | hip hop | jazz | swing,0.25,0.2778,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
642,nature_names,NATURE NAMES,18,662,flowers,FLOWERS,25,5,Daisy | Jasmine | Lily | rose | Violet,0.2778,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
695,night_sky_things,NIGHT SKY,14,887,solar_system_words,SOLAR SYSTEM,14,5,comet | eclipse | meteor | moon | planet,0.3571,0.3571,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
695,night_sky_things,NIGHT SKY,14,850,things_in_the_sky_science,ASTRONOMY WORDS,16,5,comet | constellation | eclipse | galaxy | satellite,0.3571,0.3125,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
916,olympic_sports,OLYMPIC SPORTS,25,926,martial_arts,MARTIAL ARTS,14,5,boxing | fencing | judo | taekwondo | wrestling,0.2,0.3571,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
916,olympic_sports,OLYMPIC SPORTS,25,924,water_sports,WATER SPORTS,15,5,canoeing | diving | rowing | sailing | swimming,0.2,0.3333,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
869,onomatopoeia,SOUND WORDS,25,871,water_sounds,WATER SOUNDS,14,5,drip | hiss | plop | splash | whoosh,0.2,0.3571,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
190,opposites,OPPOSITES,25,505,words_before_side,___ SIDE,18,5,dark | down | in | out | up,0.2,0.2778,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
332,pantry_staples,PANTRY STAPLES,20,853,experiments,DISSOLVING THINGS,14,5,baking soda | coffee | honey | salt | sugar,0.25,0.3571,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
332,pantry_staples,PANTRY STAPLES,20,576,liquids,LIQUIDS,20,5,broth | coffee | oil | tea | vinegar,0.25,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
30,pets,PETS,20,69,exotic_pets,EXOTIC PETS,12,5,chinchilla | ferret | hedgehog | iguana | parrot,0.25,0.4167,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
30,pets,PETS,20,40,rodents,RODENTS,16,5,chinchilla | gerbil | guinea pig | hamster | mouse,0.25,0.3125,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
449,photography_terms,CAMERA SETTINGS,13,963,photography_words,PHOTOGRAPHY WORDS,18,5,aperture | exposure | flash | focus | Zoom,0.3846,0.2778,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
299,pie_ingredients,PIE INGREDIENTS,25,320,ice_cream_flavors,ICE CREAM,20,5,cherry | chocolate | lemon | peach | vanilla,0.2,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
303,pizza_toppings,PIZZA TOPPINGS,25,1078,cured_meats,CURED MEATS,12,5,bacon | ham | pepperoni | salami | sausage,0.2,0.4167,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
25,quiet_actions,SILENT ACTIONS,14,93,body_movements,BODY MOVEMENTS,20,5,blink | breathe | nod | wave | wink,0.3571,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
373,quiet_places,QUIET PLACES,12,760,kinds_of_buildings,KINDS OF BUILDINGS,25,5,church | hospital | library | museum | theater,0.4167,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
38,reptiles,REPTILES,18,906,lizards,LIZARDS,11,5,chameleon | gecko | iguana | monitor | skink,0.2778,0.4545,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
363,rivers,RIVERS,16,749,great_lakes_and_us_water,US WATERS,15,5,Colorado | Hudson | Mississippi | Missouri | Rio Grande,0.3125,0.3333,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
788,round_things,ROUND THINGS,26,1005,things_that_spin,SPINNING THINGS,18,5,coin | dial | globe | tire | wheel,0.1923,0.2778,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
305,salad_ingredients,SALAD INGREDIENTS,25,673,garden_plants,GARDEN PLANTS,20,5,carrot | cucumber | lettuce | pepper | tomato,0.2,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
305,salad_ingredients,SALAD INGREDIENTS,25,667,things_with_seeds,THINGS WITH SEEDS,25,5,avocado | corn | cucumber | pepper | tomato,0.2,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
706,saltwater_fish,SALTWATER FISH,15,709,fish_species,FISH,25,5,cod | grouper | mackerel | snapper | tuna,0.3333,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
344,sandwich_breads,SANDWICH BREADS,14,1077,world_breads,WORLD BREADS,16,5,ciabatta | focaccia | pita | rye | sourdough,0.3571,0.3125,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
304,sandwich_fillings,SANDWICH FILLINGS,25,1078,cured_meats,CURED MEATS,12,5,bacon | corned beef | ham | pastrami | salami,0.2,0.4167,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
304,sandwich_fillings,SANDWICH FILLINGS,25,306,soup_ingredients,SOUP INGREDIENTS,25,5,bacon | chicken | ham | onion | tomato,0.2,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
304,sandwich_fillings,SANDWICH FILLINGS,25,329,things_you_spread,SPREADS,16,5,hummus | jelly | mayo | mustard | peanut butter,0.2,0.3125,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
456,school_jobs,SCHOOL JOBS,18,479,people_who_help,HELPING PROFESSIONS,14,5,aide | coach | counselor | nurse | teacher,0.2778,0.3571,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
212,school_supplies,SCHOOL SUPPLIES,25,222,writing_tools,WRITING TOOLS,15,5,crayon | highlighter | marker | pen | pencil,0.2,0.3333,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
711,sea_mammals,SEA MAMMALS,14,905,whale_types,WHALE TYPES,12,5,beluga | blue whale | humpback | narwhal | orca,0.3571,0.4167,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
431,sewing_and_repair,HOME REPAIR,18,997,adhesives,GLUES AND TAPES,15,5,caulk | glue | putty | sealant | tape,0.2778,0.3333,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
437,storage_containers,CONTAINERS,20,622,things_you_recycle,TRASH ITEMS,14,5,bag | box | carton | envelope | jar,0.25,0.3571,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
252,storybook_characters,TALE CHARACTERS,20,386,royalty,ROYAL WORDS,20,5,king | knight | Prince | princess | queen,0.25,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
233,string_instruments,STRING INSTRUMENTS,14,257,instruments_you_strum,THINGS WITH STRINGS,15,5,banjo | cello | guitar | harp | violin,0.3571,0.3333,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
915,team_sports,TEAM SPORTS,18,932,sports_balls,BALLS,14,5,baseball | basketball | football | softball | volleyball,0.2778,0.3571,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
888,telescope_words,TELESCOPE WORDS,14,963,photography_words,PHOTOGRAPHY WORDS,18,5,aperture | filter | focus | lens | tripod,0.3571,0.2778,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
422,things_in_a_garage,GARAGE THINGS,20,990,garden_tools,GARDEN TOOLS,20,5,hose | lawnmower | rake | shovel | wheelbarrow,0.25,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
566,things_made_of_glass,GLASS THINGS,15,808,things_that_break,FRAGILE THINGS,14,5,bulb | mirror | ornament | screen | vase,0.3333,0.3571,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
681,things_that_grow,GROWING THINGS,18,780,plant_parts,PLANT PARTS,16,5,bud | flower | leaf | root | vine,0.2778,0.3125,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
428,things_that_plug_in,PLUGGED IN,20,964,home_electronics,HOME ELECTRONICS,15,5,blender | microwave | radio | television | vacuum,0.25,0.3333,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
427,things_with_buttons,THINGS WITH BUTTONS,18,964,home_electronics,HOME ELECTRONICS,15,5,blender | doorbell | microwave | radio | thermostat,0.2778,0.3333,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
427,things_with_buttons,THINGS WITH BUTTONS,18,966,screens,THINGS WITH SCREENS,16,5,calculator | camera | microwave | phone | watch,0.2778,0.3125,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
384,transportation_history,HISTORIC TRANSPORT,15,1029,vehicles,VEHICLES,25,5,canoe | ferry | sled | trolley | wagon,0.3333,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
384,transportation_history,HISTORIC TRANSPORT,15,1092,world_transport,WORLD TRANSPORT,14,5,camel | canoe | ferry | rickshaw | sled,0.3333,0.3571,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
434,trash_and_recycling,TRASH THINGS,16,622,things_you_recycle,TRASH ITEMS,14,5,bag | bottle | can | newspaper | wrapper,0.3125,0.3571,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
661,tree_parts,TREE PARTS,20,780,plant_parts,PLANT PARTS,16,5,bark | bud | leaf | root | seed,0.25,0.3125,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
661,tree_parts,TREE PARTS,20,677,things_in_the_forest,FOREST THINGS,20,5,acorn | bark | branch | leaf | stump,0.25,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
291,vegetables,VEGETABLES,25,791,green_things,GREEN THINGS,20,5,broccoli | cucumber | lettuce | pea | spinach,0.2,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
291,vegetables,VEGETABLES,25,303,pizza_toppings,PIZZA TOPPINGS,25,5,artichoke | broccoli | onion | spinach | tomato,0.2,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
291,vegetables,VEGETABLES,25,667,things_with_seeds,THINGS WITH SEEDS,25,5,bean | corn | cucumber | squash | tomato,0.2,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
1029,vehicles,VEHICLES,25,1092,world_transport,WORLD TRANSPORT,14,5,canoe | ferry | moped | sled | tram,0.2,0.3571,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
409,video_gaming,GAMING SETUP,14,954,computer_parts,COMPUTER PARTS,20,5,cable | keyboard | monitor | mouse | webcam,0.3571,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
601,vitamins_and_minerals,VITAMINS AND MINERALS,15,847,elements,CHEMICAL ELEMENTS,20,5,calcium | iron | potassium | sodium | zinc,0.3333,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
679,water_states,FORMS OF WATER,18,837,states_of_matter,STATES OF MATTER,12,5,ice | mist | slush | steam | vapor,0.2778,0.4167,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
2,ways_of_moving,WAYS OF MOVING,26,55,animal_verbs,ANIMAL MOVEMENTS,18,5,crawl | dart | hop | leap | swim,0.1923,0.2778,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
19,weather_actions,WEATHER ACTIONS,15,679,water_states,FORMS OF WATER,18,5,drizzle | hail | rain | sleet | snow,0.3333,0.2778,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
450,weather_forecast_terms,FORECAST TERMS,14,838,weather_science,WEATHER SCIENCE,14,5,dew point | forecast | front | precipitation | pressure,0.3571,0.3571,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
664,weather_words,WEATHER WORDS,25,665,storms,STORMS,15,5,blizzard | downpour | gale | hurricane | tornado,0.2,0.3333,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
41,wild_cats,WILD CATS,13,66,wild_cats_small,SMALL CATS,9,5,bobcat | caracal | lynx | ocelot | serval,0.3846,0.5556,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
497,words_before_light,___ LIGHT,20,680,light_sources,LIGHT SOURCES,20,5,candle | fire | moon | star | sun,0.25,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
161,accessories,ACCESSORIES,18,282,bags,BAGS AND CASES,15,4,backpack | clutch | purse | wallet,0.2222,0.2667,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
161,accessories,ACCESSORIES,18,169,things_you_tie,TIED THINGS,14,4,belt | bowtie | scarf | tie,0.2222,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
148,american_east_cities,EAST COAST,15,361,us_cities,US CITIES,20,4,Baltimore | Boston | Philadelphia | Portland,0.2667,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
39,amphibians_and_bugs,AMPHIBIANS,7,50,pond_animals,POND ANIMALS,18,4,frog | newt | salamander | tadpole,0.5714,0.2222,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
20,animal_actions,ANIMAL ACTIONS,16,672,seasons_and_nature,SEASONAL WORDS,18,4,hibernate | migrate | molt | shed,0.25,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
44,animal_homes,ANIMAL HOMES,20,270,farm_buildings,FARM BUILDINGS,15,4,barn | coop | pen | stable,0.2,0.2667,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
44,animal_homes,ANIMAL HOMES,20,366,things_on_a_farm,FARM THINGS,20,4,barn | coop | pen | stable,0.2,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
57,antelope_and_grazers,GRAZING ANIMALS,14,902,deer_family,DEER FAMILY,14,4,antelope | elk | gazelle | impala,0.2857,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
227,art_class_things,ART CLASS,18,410,crafting_materials,CRAFT MATERIALS,18,4,clay | glitter | glue | paint,0.2222,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
72,art_tools,ART TOOLS,16,1002,art_supplies,ART SUPPLIES,20,4,brush | canvas | charcoal | pencil,0.25,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
145,asian_cities,ASIAN CITIES,20,751,world_cities,WORLD CITIES,25,4,Jakarta | Mumbai | Osaka | Shanghai,0.2,0.16,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
435,baby_things,BABY THINGS,18,610,pregnancy_words,BIRTH WORDS,15,4,cradle | crib | formula | stroller,0.2222,0.2667,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
300,baking_ingredients,BAKING INGREDIENTS,25,307,dairy_products,DAIRY PRODUCTS,20,4,butter | buttermilk | cream | milk,0.16,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
300,baking_ingredients,BAKING INGREDIENTS,25,794,sticky_things,STICKY THINGS,18,4,frosting | honey | molasses | syrup,0.16,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
300,baking_ingredients,BAKING INGREDIENTS,25,330,things_that_melt,MELTING THINGS,18,4,butter | chocolate | frosting | sugar,0.16,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
300,baking_ingredients,BAKING INGREDIENTS,25,792,white_things,WHITE THINGS,20,4,flour | milk | salt | sugar,0.16,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
261,barn_things,BARN THINGS,16,366,things_on_a_farm,FARM THINGS,20,4,bale | gate | hay | trough,0.25,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
414,bathroom_items,BATHROOM ITEMS,25,1003,cleaning_tools,CLEANING TOOLS,16,4,brush | plunger | sponge | toothbrush,0.16,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
276,beauty_tools,BEAUTY TOOLS,15,1020,barbershop_words,BARBERSHOP WORDS,14,4,brush | comb | mirror | razor,0.2667,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
417,bedroom_things,BEDROOM THINGS,21,418,living_room_things,LIVING ROOM,20,4,blanket | curtain | lamp | rug,0.1905,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
27,birds,BIRDS,26,897,birds_of_prey,BIRDS OF PREY,13,4,eagle | falcon | hawk | owl,0.1538,0.3077,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
27,birds,BIRDS,26,896,songbirds,SONGBIRDS,17,4,canary | cardinal | robin | sparrow,0.1538,0.2353,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
27,birds,BIRDS,26,62,waterfowl,WATERFOWL,14,4,duck | goose | pelican | swan,0.1538,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
238,board_games,BOARD GAMES,19,936,board_and_card_games,GAMES OF SKILL,14,4,backgammon | checkers | chess | dominoes,0.2105,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
93,body_movements,BODY MOVEMENTS,20,859,dance_moves,DANCE MOVES,15,4,jump | kick | twist | wave,0.2,0.2667,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
561,body_of_water_types,WATER FEATURES,14,668,bodies_of_water,BODIES OF WATER,25,4,canal | pond | pool | reservoir,0.2857,0.16,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
301,breakfast_foods,BREAKFAST FOODS,25,336,egg_and_dairy_dishes,BRUNCH DISHES,14,4,french toast | omelet | scone | waffle,0.16,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
301,breakfast_foods,BREAKFAST FOODS,25,303,pizza_toppings,PIZZA TOPPINGS,25,4,bacon | egg | ham | sausage,0.16,0.16,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
8,building_actions,BUILDING ACTIONS,18,989,hand_tools,HAND TOOLS,25,4,drill | hammer | level | saw,0.2222,0.16,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
457,building_trades,BUILDING TRADES,18,476,jobs_with_tools,JOBS WITH TOOLS,15,4,carpenter | electrician | plumber | welder,0.2222,0.2667,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
319,cake_types,CAKE TYPES,20,506,words_before_cake,___ CAKE,18,4,carrot | pound | sponge | wedding,0.2,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
318,candy,CANDY,20,794,sticky_things,STICKY THINGS,18,4,caramel | gum | marshmallow | taffy,0.2,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
1031,car_parts,CAR PARTS,25,1036,parts_of_a_bike,BICYCLE PARTS,18,4,brake | seat | tire | wheel,0.16,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
13,carrying_actions,CARRYING ACTIONS,15,845,magnets_and_forces,FORCES,13,4,drag | lift | pull | push,0.2667,0.3077,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
244,circus_words,CIRCUS WORDS,18,474,circus_and_fair_jobs,CIRCUS JOBS,12,4,acrobat | clown | juggler | ringmaster,0.2222,0.3333,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
357,city_words,CITY WORDS,20,1037,road_things,ROAD THINGS,20,4,bridge | curb | intersection | sidewalk,0.2,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
357,city_words,CITY WORDS,20,762,streets_and_roads,KINDS OF ROADS,18,4,alley | avenue | boulevard | street,0.2,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
214,classroom_things,CLASSROOM THINGS,20,426,things_on_a_wall,WALL THINGS,20,4,calendar | clock | poster | whiteboard,0.2,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
156,clothing_items,CLOTHING ITEMS,25,158,winter_clothing,WINTER CLOTHING,18,4,coat | glove | scarf | sweater,0.16,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
163,clothing_parts,GARMENT PARTS,17,171,sewing_words,SEWING WORDS,16,4,cuff | hem | lining | seam,0.2353,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
666,cloud_and_sky,SKY WORDS,20,680,light_sources,LIGHT SOURCES,20,4,lightning | moon | star | sun,0.2,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
316,cold_drinks,COLD DRINKS,18,341,drink_mixers,DRINK MIXERS,14,4,cola | ginger ale | juice | lemonade,0.2222,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
316,cold_drinks,COLD DRINKS,18,576,liquids,LIQUIDS,20,4,juice | milk | soda | water,0.2222,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
371,cold_places,COLD PLACES,14,795,cold_things,COLD THINGS,18,4,freezer | glacier | iceberg | refrigerator,0.2857,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
797,colors,COLORS,25,1055,rice_types,RICE TYPES,13,4,black | Brown | red | white,0.16,0.3077,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
313,condiments,CONDIMENTS,20,1072,sauces,SAUCES,18,4,aioli | pesto | ranch | salsa,0.2,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
313,condiments,CONDIMENTS,20,329,things_you_spread,SPREADS,16,4,honey | jam | mayo | mustard,0.2,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
74,crafts,CRAFTS,15,255,art_forms,ART FORMS,16,4,calligraphy | origami | pottery | weaving,0.2667,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
307,dairy_products,DAIRY PRODUCTS,20,330,things_that_melt,MELTING THINGS,18,4,butter | cheese | gelato | ice cream,0.2,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
262,dairy_words,DAIRY FARM,14,307,dairy_products,DAIRY PRODUCTS,20,4,cheese | cream | curd | milk,0.2857,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
80,decorative_things,DECORATIONS,18,418,living_room_things,LIVING ROOM,20,4,curtain | painting | rug | vase,0.2222,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
80,decorative_things,DECORATIONS,18,248,party_things,PARTY THINGS,20,4,balloon | banner | candle | streamer,0.2222,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
348,dessert_toppings,DESSERT TOPPINGS,14,794,sticky_things,STICKY THINGS,18,4,caramel | frosting | marshmallow | syrup,0.2857,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
317,desserts,DESSERTS,25,1063,french_dishes,FRENCH DISHES,18,4,eclair | macaron | mousse | souffle,0.16,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
582,disney_characters,DISNEY CHARACTERS,20,583,fairy_tales,FAIRY TALES,15,4,Cinderella | Pinocchio | Rapunzel | Snow White,0.2,0.2667,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
387,exploration_words,AGE OF EXPLORATION,15,721,navigation_tools,NAVIGATION TOOLS,14,4,compass | map | sextant | telescope,0.2667,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
572,fabric_types,FABRIC TYPES,20,798,soft_things,SOFT THINGS,18,4,cotton | silk | velvet | wool,0.2,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
162,fabrics,FABRICS,20,798,soft_things,SOFT THINGS,18,4,cotton | silk | velvet | wool,0.2,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
736,famous_americans,FAMOUS AMERICANS,18,739,inventors,INVENTORS,14,4,Edison | ford | Franklin | Wright,0.2222,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
258,famous_composers,COMPOSERS,14,595,famous_musicians,MUSIC LEGENDS,14,4,Bach | Beethoven | Chopin | Mozart,0.2857,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
480,famous_job_titles,LEADERSHIP TITLES,16,729,titles_of_address,TITLES,18,4,captain | chief | coach | dean,0.25,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
360,famous_landmarks,FAMOUS LANDMARKS,15,391,ancient_wonders,WORLD WONDERS,11,4,Colosseum | Great Wall | Stonehenge | Taj Mahal,0.2667,0.3636,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
360,famous_landmarks,FAMOUS LANDMARKS,15,750,us_landmarks,US LANDMARKS,15,4,Golden Gate | Mount Rushmore | Statue of Liberty | White House,0.2667,0.2667,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
26,farm_animals,FARM ANIMALS,20,68,animal_names_male_female,ANIMAL GENDERS,18,4,bull | cow | hen | rooster,0.2,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
26,farm_animals,FARM ANIMALS,20,27,birds,BIRDS,26,4,chicken | duck | goose | turkey,0.2,0.1538,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
26,farm_animals,FARM ANIMALS,20,311,meats,MEATS,25,4,chicken | duck | lamb | turkey,0.2,0.16,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
