word_id,word,normalized,is_proper_noun,familiarity_score,playable_category_count,theme_count,categories,recommended_action
6899,Kate,kate,1,0.62,2,2,short_names:SHORT NAMES | nicknames:NICKNAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4335,Kenya,kenya,1,0.59,2,2,african_countries:AFRICAN COUNTRIES | place_names_as_names:PLACE NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1667,Kodak,kodak,1,0.466,2,2,camera_and_electronics:ELECTRONICS BRANDS | famous_brands:FAMOUS BRANDS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5944,Korean,korean,1,0.641,2,2,languages:LANGUAGES | nationalities:NATIONALITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4456,Leaning Tower,leaning tower,1,0.541,2,2,famous_landmarks:FAMOUS LANDMARKS | famous_towers:FAMOUS TOWERS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1612,Lego,lego,1,0.547,2,2,toy_brands:TOY BRANDS | famous_brands:FAMOUS BRANDS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1552,Levi,levi,1,0.506,2,2,clothing_brands:CLOTHING BRANDS | famous_brands:FAMOUS BRANDS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6859,Lewis,lewis,1,0.64,2,2,common_surnames:COMMON SURNAMES | explorers:EXPLORERS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6991,Liam,liam,1,0.561,2,2,irish_names:IRISH NAMES | boys_names:BOYS NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5546,London Bridge,london bridge,1,0.664,2,2,famous_bridges:FAMOUS BRIDGES | nursery_rhymes:NURSERY RHYMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5557,Louvre,louvre,1,0.449,2,2,famous_museums:FAMOUS MUSEUMS | famous_buildings:FAMOUS BUILDINGS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4753,Machu Picchu,machu picchu,1,0.329,2,2,ancient_wonders:WORLD WONDERS | world_heritage:ANCIENT SITES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4519,Madagascar,madagascar,1,0.484,2,2,islands:ISLANDS | island_nations:ISLAND NATIONS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2123,Maldives,maldives,1,0.479,2,2,resort_towns:RESORT DESTINATIONS | island_nations:ISLAND NATIONS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1999,Manchester,manchester,1,0.647,2,2,european_cities:EUROPEAN CITIES | world_cities:WORLD CITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6723,Mars,mars,1,0.61,2,2,roman_gods:ROMAN GODS | planets:PLANETS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1993,Marseille,marseille,1,0.463,2,2,european_cities:EUROPEAN CITIES | world_cities:WORLD CITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1518,McDonalds,mcdonalds,1,0.484,2,2,fast_food_chains:FAST FOOD | famous_brands:FAMOUS BRANDS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6942,Meg,meg,1,0.507,2,2,nicknames_for_names:NAME SHORTENINGS | nicknames:NICKNAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2098,Memphis,memphis,1,0.556,2,2,southern_cities:SOUTHERN CITIES | us_cities:US CITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
9714,Merlot,merlot,1,0.393,2,2,grape_varieties:GRAPE VARIETIES | wines_and_drinks:WINE & BEER,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2107,Miami,miami,1,0.639,2,2,southern_cities:SOUTHERN CITIES | us_cities:US CITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5925,Mike,mike,1,0.686,2,2,alphabet_code:RADIO ALPHABET | nicknames:NICKNAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1982,Milan,milan,1,0.579,2,2,european_cities:EUROPEAN CITIES | world_cities:WORLD CITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1494,Milky Way,milky way,1,0.5,2,2,candy_brands:CANDY BRANDS | night_sky_things:NIGHT SKY,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2124,Monaco,monaco,1,0.521,2,2,resort_towns:RESORT DESTINATIONS | countries_more:MORE COUNTRIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4327,Mongolia,mongolia,1,0.477,2,2,asian_countries:ASIAN COUNTRIES | countries_more:MORE COUNTRIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4253,Montana,montana,1,0.579,2,2,us_states:US STATES | sports_legends:SPORTS LEGENDS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7089,Morgan,morgan,1,0.631,2,2,unisex_names:UNISEX NAMES | horse_breeds:HORSE BREEDS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4455,Mount Rushmore,mount rushmore,1,0.396,2,2,famous_landmarks:FAMOUS LANDMARKS | us_landmarks:US LANDMARKS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
3361,Mozart,mozart,1,0.489,2,2,famous_composers:COMPOSERS | famous_musicians:MUSIC LEGENDS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2008,Mumbai,mumbai,1,0.566,2,2,asian_cities:ASIAN CITIES | world_cities:WORLD CITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1981,Munich,munich,1,0.564,2,2,european_cities:EUROPEAN CITIES | world_cities:WORLD CITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1626,Mustang,mustang,1,0.511,2,2,car_models:CAR MODELS | horse_breeds:HORSE BREEDS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1985,Naples,naples,1,0.519,2,2,european_cities:EUROPEAN CITIES | world_cities:WORLD CITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4322,Nepal,nepal,1,0.547,2,2,asian_countries:ASIAN COUNTRIES | countries_more:MORE COUNTRIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6721,Neptune,neptune,1,0.48,2,2,roman_gods:ROMAN GODS | planets:PLANETS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4248,Nevada,nevada,1,0.577,2,2,us_states:US STATES | us_states_more:MORE STATES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7309,Niagara,niagara,1,0.503,2,2,waterfalls:WATERFALLS | canadian_places:CANADIAN PLACES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1550,Nike,nike,1,0.554,2,2,clothing_brands:CLOTHING BRANDS | famous_brands:FAMOUS BRANDS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5592,Notre Dame,notre dame,1,0.499,2,2,universities:UNIVERSITIES | famous_buildings:FAMOUS BUILDINGS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5926,November,november,1,0.729,2,2,alphabet_code:RADIO ALPHABET | months:MONTHS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6730,Odin,odin,1,0.461,2,2,norse_gods:NORSE GODS | scandinavian_names:SCANDINAVIAN NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4246,Ohio,ohio,1,0.659,2,2,us_states:US STATES | great_lakes_and_us_water:US WATERS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6765,Olympus,olympus,1,0.464,2,2,legendary_places:LEGENDARY PLACES | world_mountains:FAMOUS MOUNTAINS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1712,Omega,omega,1,0.54,2,2,watch_and_luxury:LUXURY BRANDS | greek_letters:GREEK LETTERS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7323,Ontario,ontario,1,0.601,2,2,world_lakes:LAKES | great_lakes_and_us_water:US WATERS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1743,Oracle,oracle,1,0.529,2,2,tech_companies:TECH COMPANIES | fortune_telling:FORTUNE TELLING,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4250,Oregon,oregon,1,0.614,2,2,us_states:US STATES | us_states_more:MORE STATES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1682,Oreo,oreo,1,0.423,2,2,snack_brands:SNACK BRANDS | pet_names:PET NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2007,Osaka,osaka,1,0.509,2,2,asian_cities:ASIAN CITIES | world_cities:WORLD CITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5927,Oscar,oscar,1,0.616,2,2,alphabet_code:RADIO ALPHABET | awards:AWARDS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4273,Ottawa,ottawa,1,0.569,2,2,world_capitals:WORLD CAPITALS | canadian_places:CANADIAN PLACES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
8155,Passover,passover,1,0.454,2,2,religious_holidays:RELIGIOUS HOLIDAYS | holidays:HOLIDAYS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6900,Paul,paul,1,0.719,2,2,short_names:SHORT NAMES | bible_figures:BIBLE FIGURES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7589,Peg,peg,1,0.499,2,2,nicknames:NICKNAMES | things_that_stick_out:HAMMERED THINGS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7883,Pentagon,pentagon,1,0.529,2,2,famous_buildings:FAMOUS BUILDINGS | shapes:SHAPES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1476,Pepsi,pepsi,1,0.491,2,2,soda_brands:SODA BRANDS | famous_brands:FAMOUS BRANDS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6744,Perseus,perseus,1,0.391,2,2,greek_heroes:MYTHOLOGICAL HEROES | constellations:CONSTELLATIONS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4754,Petra,petra,1,0.467,2,2,ancient_wonders:WORLD WONDERS | world_heritage:ANCIENT SITES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2056,Philadelphia,philadelphia,1,0.631,2,2,american_east_cities:EAST COAST | us_cities:US CITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4324,Philippines,philippines,1,0.613,2,2,asian_countries:ASIAN COUNTRIES | island_nations:ISLAND NATIONS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1671,Pioneer,pioneer,1,0.559,2,2,camera_and_electronics:ELECTRONICS BRANDS | spacecraft:SPACECRAFT,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6171,Psalms,psalms,1,0.474,2,2,bible_books:BIBLE BOOKS | religious_books:SACRED TEXTS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5929,Quebec,quebec,1,0.567,2,2,alphabet_code:RADIO ALPHABET | canadian_places:CANADIAN PLACES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6865,Rachel,rachel,1,0.593,2,2,biblical_names:BIBLICAL NAMES | girls_names:GIRLS NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7308,Rainier,rainier,1,0.41,2,2,volcanoes:VOLCANOES | world_mountains:FAMOUS MOUNTAINS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2108,Raleigh,raleigh,1,0.513,2,2,southern_cities:SOUTHERN CITIES | state_capitals:STATE CAPITALS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4476,Rhine,rhine,1,0.469,2,2,rivers:RIVERS | world_rivers:WORLD RIVERS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2063,Richmond,richmond,1,0.589,2,2,american_east_cities:EAST COAST | state_capitals:STATE CAPITALS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
9718,Riesling,riesling,1,0.367,2,2,grape_varieties:GRAPE VARIETIES | wines_and_drinks:WINE & BEER,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4484,Rio Grande,rio grande,1,0.546,2,2,rivers:RIVERS | great_lakes_and_us_water:US WATERS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2041,Rio de Janeiro,rio de janeiro,1,0.493,2,2,south_american_cities:LATIN CITIES | world_cities:WORLD CITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2128,Riyadh,riyadh,1,0.443,2,2,capital_cities_more:MORE CAPITALS | middle_east_places:MIDDLE EAST,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6857,Robinson,robinson,1,0.601,2,2,common_surnames:COMMON SURNAMES | sports_legends:SPORTS LEGENDS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6443,Rocky,rocky,1,0.594,2,2,famous_movies:FAMOUS MOVIES | pet_names:PET NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5940,Russian,russian,1,0.716,2,2,languages:LANGUAGES | nationalities:NATIONALITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2072,Sacramento,sacramento,1,0.551,2,2,american_west_cities:WEST COAST | state_capitals:STATE CAPITALS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4530,Sahara,sahara,1,0.486,2,2,deserts_and_wild_places:DESERTS | world_deserts_and_seas:WORLD REGIONS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7093,Sam,sam,1,0.663,2,2,unisex_names:UNISEX NAMES | nicknames:NICKNAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1596,Samsung,samsung,1,0.589,2,2,appliance_brands:APPLIANCE BRANDS | tech_companies:TECH COMPANIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6867,Samuel,samuel,1,0.599,2,2,biblical_names:BIBLICAL NAMES | boys_names:BOYS NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2044,Santiago,santiago,1,0.523,2,2,south_american_cities:LATIN CITIES | world_cities:WORLD CITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6864,Sarah,sarah,1,0.64,2,2,biblical_names:BIBLICAL NAMES | girls_names:GIRLS NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6729,Saturn,saturn,1,0.506,2,2,roman_gods:ROMAN GODS | planets:PLANETS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2059,Savannah,savannah,1,0.517,2,2,american_east_cities:EAST COAST | place_names_as_names:PLACE NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2069,Seattle,seattle,1,0.627,2,2,american_west_cities:WEST COAST | us_cities:US CITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2005,Shanghai,shanghai,1,0.577,2,2,asian_cities:ASIAN CITIES | world_cities:WORLD CITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6841,Smith,smith,1,0.699,2,2,common_surnames:COMMON SURNAMES | nature_surnames:SURNAMES FROM TRADES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1528,Sonic,sonic,1,0.561,2,2,fast_food_chains:FAST FOOD | video_game_classics:RETRO GAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1663,Sony,sony,1,0.599,2,2,camera_and_electronics:ELECTRONICS BRANDS | tech_companies:TECH COMPANIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5549,Space Needle,space needle,1,0.566,2,2,famous_towers:FAMOUS TOWERS | us_landmarks:US LANDMARKS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1571,Spirit,spirit,1,0.684,2,2,airlines:AIRLINES | heaven_and_afterlife:AFTERLIFE WORDS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1477,Sprite,sprite,1,0.456,2,2,soda_brands:SODA BRANDS | magic_creatures:MAGICAL BEINGS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4450,Statue of Liberty,statue of liberty,1,0.557,2,2,famous_landmarks:FAMOUS LANDMARKS | us_landmarks:US LANDMARKS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6943,Sue,sue,1,0.603,2,2,nicknames_for_names:NAME SHORTENINGS | nicknames:NICKNAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7318,Superior,superior,1,0.637,2,2,world_lakes:LAKES | great_lakes_and_us_water:US WATERS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5948,Swedish,swedish,1,0.601,2,2,languages:LANGUAGES | nationalities:NATIONALITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6963,Sydney,sydney,1,0.647,2,2,place_names_as_names:PLACE NAMES | world_cities:WORLD CITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4524,Tahiti,tahiti,1,0.434,2,2,islands:ISLANDS | oceania_places:OCEANIA PLACES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1535,Target,target,1,0.689,2,2,retail_stores:RETAIL STORES | archery_words:ARCHERY WORDS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6945,Ted,ted,1,0.609,2,2,nicknames_for_names:NAME SHORTENINGS | nicknames:NICKNAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6417,Tempest,tempest,1,0.47,2,2,shakespeare_plays:SHAKESPEARE PLAYS | storms:STORMS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1752,Tesla,tesla,1,0.539,2,2,tech_companies:TECH COMPANIES | inventors:INVENTORS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4475,Thames,thames,1,0.533,2,2,rivers:RIVERS | world_rivers:WORLD RIVERS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6850,Thomas,thomas,1,0.691,2,2,common_surnames:COMMON SURNAMES | boys_names:BOYS NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6854,Thompson,thompson,1,0.611,2,2,common_surnames:COMMON SURNAMES | grape_varieties:GRAPE VARIETIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6967,Trenton,trenton,1,0.47,2,2,place_names_as_names:PLACE NAMES | state_capitals:STATE CAPITALS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4580,Troy,troy,1,0.564,2,2,ancient_civilizations:ANCIENT CIVILIZATIONS | legendary_places:LEGENDARY PLACES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4251,Utah,utah,1,0.604,2,2,us_states:US STATES | us_states_more:MORE STATES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1983,Venice,venice,1,0.561,2,2,european_cities:EUROPEAN CITIES | world_cities:WORLD CITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6724,Venus,venus,1,0.544,2,2,roman_gods:ROMAN GODS | planets:PLANETS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7297,Vesuvius,vesuvius,1,0.381,2,2,volcanoes:VOLCANOES | world_mountains:FAMOUS MOUNTAINS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4320,Vietnam,vietnam,1,0.616,2,2,asian_countries:ASIAN COUNTRIES | wars:FAMOUS WARS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1718,Visa,visa,1,0.59,2,2,bank_brands:BANK BRANDS | travel_documents:TRAVEL THINGS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4477,Volga,volga,1,0.394,2,2,rivers:RIVERS | world_rivers:WORLD RIVERS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1589,Whirlpool,whirlpool,1,0.427,2,2,appliance_brands:APPLIANCE BRANDS | sea_myths:SEA LEGENDS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5933,Whiskey,whiskey,1,0.54,2,2,alphabet_code:RADIO ALPHABET | world_teas_and_drinks:TRADITIONAL DRINKS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4457,White House,white house,1,0.757,2,2,famous_landmarks:FAMOUS LANDMARKS | us_landmarks:US LANDMARKS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7701,Whitney,whitney,1,0.531,2,2,inventors:INVENTORS | world_mountains:FAMOUS MOUNTAINS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6929,William,william,1,0.697,2,2,royal_names:ROYAL NAMES | boys_names:BOYS NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6878,Willow,willow,1,0.527,2,2,nature_names:NATURE NAMES | trees:TREES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1557,Wrangler,wrangler,1,0.417,2,2,clothing_brands:CLOTHING BRANDS | jobs_with_animals:JOBS WITH ANIMALS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4479,Yangtze,yangtze,1,0.386,2,2,rivers:RIVERS | world_rivers:WORLD RIVERS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7337,Yellowstone,yellowstone,1,0.469,2,2,national_parks_us:NATIONAL PARKS | us_landmarks:US LANDMARKS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7338,Yosemite,yosemite,1,0.469,2,2,national_parks_us:NATIONAL PARKS | us_landmarks:US LANDMARKS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5642,Zeppelin,zeppelin,1,0.47,2,2,famous_ships_planes:FAMOUS AIRCRAFT | aircraft:AIRCRAFT,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
9719,Zinfandel,zinfandel,1,0.31,2,2,grape_varieties:GRAPE VARIETIES | wines_and_drinks:WINE & BEER,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2380,alpha,alpha,1,0.607,2,2,greek_letters:GREEK LETTERS | alphabet_code:RADIO ALPHABET,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
3257,avatar,avatar,1,0.527,2,2,video_game_words:GAMING WORDS | famous_movies:FAMOUS MOVIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
791,beagle,beagle,1,0.437,2,2,dog_breeds:DOG BREEDS | historic_ships:FAMOUS SHIPS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6579,cancer,cancer,1,0.704,2,2,diseases:DISEASES | zodiac_signs:ZODIAC SIGNS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4694,chandler,chandler,1,0.536,2,2,old_professions:HISTORIC TRADES | nature_surnames:SURNAMES FROM TRADES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4703,duke,duke,1,0.636,2,2,royalty:ROYAL WORDS | universities:UNIVERSITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4710,empire,empire,1,0.649,2,2,royalty:ROYAL WORDS | apple_varieties:APPLE VARIETIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
3288,foxtrot,foxtrot,1,0.371,2,2,dance_styles:DANCE STYLES | alphabet_code:RADIO ALPHABET,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4651,gladiator,gladiator,1,0.456,2,2,roman_things:ANCIENT ROME | famous_movies:FAMOUS MOVIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
3131,gospel,gospel,1,0.597,2,2,music_genres:MUSIC GENRES | religious_books:SACRED TEXTS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
242,mash,mash,1,0.507,2,2,cooking_actions:COOKING ACTIONS | classic_tv_shows:CLASSIC TV,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2369,mittens,mittens,1,0.411,2,2,kids_clothing:KIDS CLOTHING | pet_names:PET NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
3146,othello,othello,1,0.427,2,2,board_games:BOARD GAMES | shakespeare_plays:SHAKESPEARE PLAYS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2495,panama,panama,1,0.551,2,2,world_hats:WORLD HATS | latin_american_countries:LATIN AMERICA,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
