category_id,category_key,label,theme,rule,relation_type,base_difficulty,total_links,approved_count,alternative_count,hard_only_count,rejected_count,playable_count,normal_pool_count,hard_share_playable,recommended_tier,severity,flags
727,girls_names,GIRLS NAMES,people,Common first names given to girls in the United States,is_a,0.2,25,21,4,0,0,25,25,0.0,normal_pool_available,,
15,giving_and_taking,GIVING AND TAKING,actions,Verbs about transferring something to or from someone,does_action,0.35,16,15,1,0,0,16,16,0.0,normal_pool_available,,
923,golf_words,GOLF WORDS,sports,Words used to describe play and equipment in golf,found_in,0.3,18,10,8,0,0,18,18,0.0,normal_pool_available,,
544,government_branches,GOVERNMENT WORDS,law,Words for the parts and workings of government,found_in,0.35,18,11,7,0,0,18,18,0.0,normal_pool_available,,
470,government_jobs,GOVERNMENT JOBS,jobs,Jobs held by people who work for a government,is_a,0.3,15,12,3,0,0,15,15,0.0,normal_pool_available,,
217,grades_and_marks,GRADING WORDS,education,Words used to grade and evaluate students,found_in,0.3,18,15,3,0,0,18,18,0.0,normal_pool_available,,
298,grains_and_beans,GRAINS AND BEANS,food,"Grains, beans and other dried staples cooked as food",is_a,0.3,15,13,2,0,0,15,15,0.0,normal_pool_available,,
1050,grape_varieties,GRAPE VARIETIES,varieties,Varieties of grape used for wine and eating,is_a,0.4,13,9,0,4,0,13,9,0.3077,normal_pool_available,,
784,grasses,GRASSES,plants,Kinds of grass and grain plants,is_a,0.4,14,0,8,6,0,14,8,0.4286,usable_with_constraints,P2,NO_APPROVED_WORDS
749,great_lakes_and_us_water,US WATERS,places,Famous lakes and rivers in the United States,is_a,0.4,15,8,6,1,0,15,14,0.0667,normal_pool_available,,
1064,greek_dishes,GREEK DISHES,world_food,Dishes from Greek cuisine,is_a,0.35,15,3,3,8,1,14,6,0.5714,hard_only_or_manual_review,P1,FEWER_THAN_4_APPROVED | MAJORITY_HARD_ONLY
625,greek_gods,GREEK GODS,mythology,Gods and goddesses of Greek mythology,is_a,0.3,15,9,3,3,0,15,12,0.2,normal_pool_available,,
628,greek_heroes,MYTHOLOGICAL HEROES,mythology,Heroes of classical mythology,is_a,0.35,12,11,1,0,0,12,12,0.0,normal_pool_available,,
177,greek_letters,GREEK LETTERS,culture,Letters of the Greek alphabet,is_a,0.35,24,21,1,2,0,24,22,0.0833,normal_pool_available,,
791,green_things,GREEN THINGS,properties,Everyday things that are typically green in color,has_property,0.3,20,0,20,0,0,20,20,0.0,usable_with_constraints,P2,NO_APPROVED_WORDS
531,greetings_and_farewells,GREETINGS,language,Words and phrases used to greet or say goodbye,is_a,0.25,15,11,4,0,0,15,15,0.0,normal_pool_available,,
730,groups_of_people,GROUPS OF PEOPLE,people,Words for gatherings of people,is_a,0.3,20,15,5,0,0,20,20,0.0,normal_pool_available,,
228,gym_class_things,GYM CLASS,education,Things used in a school gym class,found_in,0.25,16,5,11,0,0,16,16,0.0,normal_pool_available,,
917,gym_equipment,GYM EQUIPMENT,sports,Equipment used for exercise in a fitness gym,used_in,0.25,19,13,4,2,0,19,17,0.1053,normal_pool_available,,
942,gymnastics_events,GYMNASTICS EVENTS,sports_world,Events and moves in gymnastics,is_a,0.4,14,3,9,2,0,14,12,0.1429,usable_with_constraints,P2,FEWER_THAN_4_APPROVED
92,hair_words,HAIR WORDS,body,Words for hairstyles and things done to hair,found_in,0.3,20,9,7,4,0,20,16,0.2,normal_pool_available,,
277,hairstyles,HAIRSTYLES,fashion,Ways of styling hair,is_a,0.3,18,11,3,4,0,18,14,0.2222,normal_pool_available,,
982,halloween_things,HALLOWEEN THINGS,time,Things associated with Halloween,found_in,0.2,20,11,9,0,0,20,20,0.0,normal_pool_available,,
6,hand_actions,HAND ACTIONS,actions,Actions performed with the hands,does_action,0.3,20,5,15,0,0,20,20,0.0,normal_pool_available,,
89,hand_parts,HAND PARTS,body,Parts of the human hand,part_of,0.3,15,12,3,0,0,15,15,0.0,normal_pool_available,,
989,hand_tools,HAND TOOLS,tools,Tools held in the hand and used for building or repair work,is_a,0.15,25,16,8,1,0,25,24,0.04,normal_pool_available,,
719,harbor_things,HARBOR THINGS,ocean,Things found in a harbor or marina,found_in,0.3,16,9,7,0,0,16,16,0.0,normal_pool_available,,
799,hard_things,HARD THINGS,properties,Things that feel hard and solid to the touch,has_property,0.35,18,0,17,1,0,18,17,0.0556,usable_with_constraints,P2,NO_APPROVED_WORDS
263,harvest_words,HARVEST WORDS,farming,Words used at harvest time,found_in,0.35,15,11,2,2,0,15,13,0.1333,normal_pool_available,,
160,hats,HATS,clothing,Things worn on the head,is_a,0.25,18,15,3,0,0,18,18,0.0,normal_pool_available,,
828,heaven_and_afterlife,AFTERLIFE WORDS,religion,Words about what religions say comes after death,is_a,0.4,13,0,11,2,0,13,11,0.1538,usable_with_constraints,P2,NO_APPROVED_WORDS
800,heavy_things,HEAVY THINGS,properties,Things that are hard to lift because of their weight,has_property,0.35,16,0,10,6,0,16,10,0.375,usable_with_constraints,P2,NO_APPROVED_WORDS
1046,heavy_trucks,TRUCKS,transport,Kinds of truck used to move goods and materials,is_a,0.3,14,14,0,0,0,14,14,0.0,normal_pool_available,,
769,herbs,COOKING HERBS,plants,Leafy plants grown to flavor food,is_a,0.3,15,9,2,4,0,15,11,0.2667,normal_pool_available,,
767,high_places,HIGH PLACES,places,Places high above the ground,has_property,0.35,15,0,12,3,0,15,12,0.2,usable_with_constraints,P2,NO_APPROVED_WORDS
397,hiking_words,HIKING WORDS,hobbies,Things involved in hiking a trail,found_in,0.3,16,7,8,1,0,16,15,0.0625,normal_pool_available,,
383,historic_documents,HISTORIC DOCUMENTS,history,Famous documents from history,is_a,0.35,8,8,0,0,0,8,8,0.0,usable_with_constraints,P2,THIN_LT_12_PLAYABLE
473,historic_jobs,BYGONE JOBS,jobs,Jobs that were common in the past but are rare today,is_a,0.4,15,0,0,15,0,15,0,1.0,blocked_for_normal_levels,P0,NO_NORMAL_WORDS | NO_APPROVED_WORDS | MAJORITY_HARD_ONLY
392,historic_ships,FAMOUS SHIPS,history,Ships famous from history,is_a,0.4,11,7,3,1,0,11,10,0.0909,usable_with_constraints,P2,THIN_LT_12_PLAYABLE
987,historical_eras,HISTORICAL ERAS,time,Named periods of human history,is_a,0.35,14,13,1,0,0,14,14,0.0,normal_pool_available,,
411,hobby_verbs,HOBBY ACTIVITIES,hobbies,Activities people do as a hobby,is_a,0.3,20,4,15,1,0,20,19,0.05,normal_pool_available,,
921,hockey_words,HOCKEY WORDS,sports,Words used to describe plays and gear in ice hockey,found_in,0.35,18,9,7,2,0,18,16,0.1111,normal_pool_available,,
977,holidays,HOLIDAYS,time,Holidays widely celebrated in the United States,is_a,0.2,20,17,1,2,0,20,18,0.1,normal_pool_available,,
964,home_electronics,HOME ELECTRONICS,technology,Electronic devices used in a home,is_a,0.25,15,8,6,1,0,15,14,0.0667,normal_pool_available,,
424,home_rooms,HOUSE ROOMS,home,Rooms and spaces inside an ordinary house,part_of,0.15,20,11,8,1,0,20,19,0.05,normal_pool_available,,
1057,honey_and_syrups,SYRUPS AND SWEETENERS,varieties,Sweet syrups and sweeteners used in food,is_a,0.4,13,12,1,0,0,13,13,0.0,normal_pool_available,,
894,horse_breeds,HORSE BREEDS,species,Breeds of horse,is_a,0.4,14,5,3,6,0,14,8,0.4286,normal_pool_available,,
43,horse_words,HORSE WORDS,animals,Words for kinds of horses and horse gear,found_in,0.35,20,16,3,1,0,20,19,0.05,normal_pool_available,,
603,hospital_departments,HOSPITAL DEPARTMENTS,medicine,Departments and units inside a hospital,part_of,0.35,15,11,4,0,0,15,15,0.0,normal_pool_available,,
98,hospital_things,HOSPITAL THINGS,body,Things and places found in a hospital,found_in,0.25,18,8,10,0,0,18,18,0.0,normal_pool_available,,
315,hot_drinks,HOT DRINKS,food,Drinks normally served hot,is_a,0.15,18,15,2,1,0,18,17,0.0556,normal_pool_available,,
370,hot_places,HOT PLACES,geography,Places that are typically hot,has_property,0.35,15,0,14,1,0,15,14,0.0667,usable_with_constraints,P2,NO_APPROVED_WORDS
796,hot_things,HOT THINGS,properties,Things that are hot by their physical nature,has_property,0.3,18,0,16,2,0,18,16,0.1111,usable_with_constraints,P2,NO_APPROVED_WORDS
114,hotel_chains,HOTEL CHAINS,brands,Major hotel chains,is_a,0.4,12,11,0,1,0,12,11,0.0833,normal_pool_available,,
1043,hotel_words,HOTEL WORDS,transport,Things and roles found at a hotel,found_in,0.25,18,11,5,2,0,18,16,0.1111,normal_pool_available,,
768,houseplants,HOUSEPLANTS,plants,Plants commonly kept indoors in pots,is_a,0.3,18,10,5,3,0,18,15,0.1667,normal_pool_available,,
614,hygiene,HYGIENE THINGS,medicine,Things used to keep the body clean,used_in,0.25,16,8,8,0,0,16,16,0.0,normal_pool_available,,
320,ice_cream_flavors,ICE CREAM,food,Flavors of ice cream sold in American shops,is_a,0.25,20,14,6,0,0,20,20,0.0,normal_pool_available,,
95,illnesses,ILLNESSES,body,Common illnesses an average person can name,is_a,0.25,18,12,5,1,0,18,17,0.0556,normal_pool_available,,
1065,indian_dishes,INDIAN DISHES,world_food,Dishes from Indian cuisine,is_a,0.35,16,8,0,8,0,16,8,0.5,normal_pool_available,,
389,industrial_revolution,INDUSTRIAL AGE,history,Things associated with the industrial revolution,found_in,0.4,14,0,8,6,0,14,8,0.4286,usable_with_constraints,P2,NO_APPROVED_WORDS
648,initials_and_titles,NAME PARTS,names,Parts that make up a person full name,part_of,0.4,12,8,4,0,0,12,12,0.0,normal_pool_available,,
604,injuries,INJURIES,medicine,Kinds of physical injury,is_a,0.25,18,14,4,0,0,18,18,0.0,normal_pool_available,,
29,insects,INSECTS,animals,Insects and other small bugs an average person recognizes,is_a,0.15,25,20,2,3,0,25,22,0.12,normal_pool_available,,
259,instruments_in_an_orchestra,ORCHESTRA SECTIONS,entertainment,Sections and roles in a symphony orchestra,part_of,0.4,12,0,6,5,1,11,6,0.4545,hard_only_or_manual_review,P1,NO_APPROVED_WORDS | THIN_LT_12_PLAYABLE
257,instruments_you_strum,THINGS WITH STRINGS,entertainment,Objects that have strings as an essential part,has_property,0.4,15,0,13,2,0,15,13,0.1333,usable_with_constraints,P2,NO_APPROVED_WORDS
579,insulating_materials,INSULATING MATERIALS,materials,Materials used to keep heat or sound in or out,used_in,0.45,13,0,8,5,0,13,8,0.3846,usable_with_constraints,P2,NO_APPROVED_WORDS
142,insurance_and_legal,CONTRACT WORDS,business,Words used in contracts and agreements,found_in,0.4,14,0,12,2,0,14,12,0.1429,usable_with_constraints,P2,NO_APPROVED_WORDS
88,internal_organs,INTERNAL ORGANS,body,Organs inside the human body,part_of,0.25,20,13,7,0,0,20,20,0.0,normal_pool_available,,
956,internet_words,INTERNET WORDS,technology,Words used about the internet,found_in,0.25,20,16,4,0,0,20,20,0.0,normal_pool_available,,
842,inventions,INVENTIONS,science,Famous inventions that changed everyday life,is_a,0.25,18,6,12,0,0,18,18,0.0,normal_pool_available,,
739,inventors,INVENTORS,people,Famous inventors,is_a,0.35,14,9,4,1,0,14,13,0.0714,normal_pool_available,,
651,irish_names,IRISH NAMES,names_world,First names of Irish origin,is_a,0.4,16,16,0,0,0,16,16,0.0,normal_pool_available,,
265,irrigation,IRRIGATION THINGS,farming,Things used to water crops,used_in,0.4,14,0,9,5,0,14,9,0.3571,usable_with_constraints,P2,NO_APPROVED_WORDS
1082,island_nations,ISLAND NATIONS,world_more,Countries made up of islands,is_a,0.45,15,14,1,0,0,15,15,0.0,normal_pool_available,,
368,islands,ISLANDS,geography,Well known islands around the world,is_a,0.35,15,13,2,0,0,15,15,0.0,normal_pool_available,,
324,italian_dishes,ITALIAN DISHES,food,Dishes from Italian cuisine widely eaten in the United States,is_a,0.3,20,11,0,9,0,20,11,0.45,normal_pool_available,,
652,italian_names,ITALIAN NAMES,names_world,First names common in Italy,is_a,0.4,16,16,0,0,0,16,16,0.0,normal_pool_available,,
1066,japanese_dishes,JAPANESE DISHES,world_food,Dishes from Japanese cuisine,is_a,0.3,16,7,1,8,0,16,8,0.5,normal_pool_available,,
655,japanese_names,JAPANESE NAMES,names_world,First names common in Japan,is_a,0.45,15,12,0,3,0,15,12,0.2,normal_pool_available,,
59,jellyfish_and_soft,SOFT CREATURES,animals_more,Soft bodied sea creatures without bones,is_a,0.45,11,0,4,7,0,11,4,0.6364,hard_only_or_manual_review,P1,NO_APPROVED_WORDS | THIN_LT_12_PLAYABLE | MAJORITY_HARD_ONLY
159,jewelry,JEWELRY,clothing,Decorative items worn on the body as jewelry,is_a,0.2,18,8,10,0,0,18,18,0.0,normal_pool_available,,
85,jewelry_making,JEWELRY SUPPLIES,art,Things used to make jewelry,used_in,0.4,14,0,10,4,0,14,10,0.2857,usable_with_constraints,P2,NO_APPROVED_WORDS
288,jewelry_stones,JEWELRY STONES,fashion,Stones set into jewelry,is_a,0.35,15,13,2,0,0,15,15,0.0,normal_pool_available,,
134,job_hunting,JOB HUNTING,business,Words used when looking for a job,found_in,0.35,16,12,4,0,0,16,16,0.0,normal_pool_available,,
475,jobs_that_wear_uniforms,UNIFORMED JOBS,jobs,Jobs where a uniform is normally worn to work,has_property,0.35,16,0,10,6,0,16,10,0.375,usable_with_constraints,P2,NO_APPROVED_WORDS
471,jobs_with_animals,JOBS WITH ANIMALS,jobs,Jobs held by people who work with animals,is_a,0.3,15,9,4,2,0,15,13,0.1333,normal_pool_available,,
476,jobs_with_tools,JOBS WITH TOOLS,jobs,Jobs where hand tools are used every day,has_property,0.35,15,0,6,9,0,15,6,0.6,hard_only_or_manual_review,P1,NO_APPROVED_WORDS | MAJORITY_HARD_ONLY
16,joining_actions,JOINING ACTIONS,actions,Actions that join two things together,does_action,0.35,16,9,7,0,0,16,16,0.0,normal_pool_available,,
861,juggling_words,JUGGLING WORDS,skills,Words used in juggling,found_in,0.5,13,0,9,4,0,13,9,0.3077,usable_with_constraints,P2,NO_APPROVED_WORDS
35,jungle_animals,JUNGLE ANIMALS,animals,Animals that live in tropical jungles and rainforests,found_in,0.2,20,7,11,2,0,20,18,0.1,normal_pool_available,,
175,kids_clothing,KIDS CLOTHING,clothing,Clothing made especially for babies and children,is_a,0.3,12,4,4,4,0,12,8,0.3333,normal_pool_available,,
760,kinds_of_buildings,KINDS OF BUILDINGS,places,Kinds of building found in towns and cities,is_a,0.2,25,10,15,0,0,25,25,0.0,normal_pool_available,,
419,kitchen_appliances,KITCHEN APPLIANCES,home,Electric machines used in a kitchen,found_in,0.2,20,16,4,0,0,20,20,0.0,normal_pool_available,,
448,kitchen_brigade,KITCHEN SLANG,jargon,Terms used in a restaurant kitchen,found_in,0.45,14,0,1,13,0,14,1,0.9286,blocked_for_normal_levels,P0,CANNOT_BUILD_NORMAL_QUARTET | NO_APPROVED_WORDS | MAJORITY_HARD_ONLY
1001,kitchen_gadgets,KITCHEN GADGETS,tools,Small specialized gadgets used in a kitchen,is_a,0.3,16,7,4,4,1,15,11,0.2667,normal_pool_available,,
455,kitchen_jobs,KITCHEN JOBS,jobs,Jobs held by people who work in a restaurant kitchen or food service,is_a,0.3,18,13,3,2,0,18,16,0.1111,normal_pool_available,,
868,kitchen_skills,KITCHEN SKILLS,skills,Practical skills used in cooking,is_a,0.35,14,6,2,6,0,14,8,0.4286,normal_pool_available,,
872,kitchen_sounds,KITCHEN SOUNDS,sounds,Sounds heard in a kitchen,does_action,0.45,14,0,7,7,0,14,7,0.5,hard_only_or_manual_review,P1,NO_APPROVED_WORDS
413,kitchen_tools,KITCHEN TOOLS,home,Handheld tools and utensils used to prepare food in a kitchen,used_in,0.15,26,19,6,1,0,26,25,0.0385,normal_pool_available,,
376,knights_and_armor,KNIGHT THINGS,history,Things a medieval knight used or wore,found_in,0.3,16,9,5,2,0,16,14,0.125,normal_pool_available,,
395,knitting_words,KNITTING WORDS,hobbies,Things used in knitting and crochet,found_in,0.4,14,0,7,7,0,14,7,0.5,hard_only_or_manual_review,P1,NO_APPROVED_WORDS
854,knots,KNOTS,skills,Named knots tied in rope,is_a,0.45,13,0,0,13,0,13,0,1.0,blocked_for_normal_levels,P0,NO_NORMAL_WORDS | NO_APPROVED_WORDS | MAJORITY_HARD_ONLY
843,lab_actions,SCIENCE ACTIONS,science,Things a scientist does in an experiment,does_action,0.35,16,8,8,0,0,16,16,0.0,normal_pool_available,,
833,lab_equipment,LAB EQUIPMENT,science,Equipment found in a school science laboratory,found_in,0.35,20,10,8,2,0,20,18,0.1,normal_pool_available,,
355,landforms,LANDFORMS,geography,Natural features of the land surface,is_a,0.3,25,14,11,0,0,25,25,0.0,normal_pool_available,,
1024,landscaping_words,LANDSCAPING WORDS,trades,Things a landscaper works with,found_in,0.35,15,6,9,0,0,15,15,0.0,normal_pool_available,,
535,languages,LANGUAGES,language,Languages spoken around the world,is_a,0.25,20,19,1,0,0,20,20,0.0,normal_pool_available,,
354,latin_american_countries,LATIN AMERICA,geography,Countries of Central and South America,is_a,0.3,18,18,0,0,0,18,18,0.0,normal_pool_available,,
178,latin_phrases,LATIN PHRASES,culture,Latin phrases used in everyday English,is_a,0.45,15,0,0,15,0,15,0,1.0,blocked_for_normal_levels,P0,NO_NORMAL_WORDS | NO_APPROVED_WORDS | MAJORITY_HARD_ONLY
172,laundry_care,LAUNDRY CARE,clothing,Things done to clothes to keep them clean and neat,does_action,0.35,14,5,9,0,0,14,14,0.0,normal_pool_available,,
423,laundry_things,LAUNDRY THINGS,home,Things used to wash and dry clothes,used_in,0.25,16,12,3,1,0,16,15,0.0625,normal_pool_available,,
464,law_jobs,LAW JOBS,jobs,Jobs held by people who work in the legal system,is_a,0.3,14,10,4,0,0,14,14,0.0,normal_pool_available,,
786,leaf_shapes,LEAF WORDS,plants,Words describing leaves and how they grow,found_in,0.45,14,0,7,7,0,14,7,0.5,hard_only_or_manual_review,P1,NO_APPROVED_WORDS
296,leafy_greens,LEAFY GREENS,food,Vegetables eaten for their leaves,is_a,0.3,12,8,2,2,0,12,10,0.1667,normal_pool_available,,
221,learning_actions,LEARNING ACTIONS,education,Things students do while learning,does_action,0.3,16,7,9,0,0,16,16,0.0,normal_pool_available,,
542,legal_documents,LEGAL DOCUMENTS,law,Documents used in legal matters,is_a,0.35,16,10,6,0,0,16,16,0.0,normal_pool_available,,
444,legal_terms,COURT TERMS,jargon,Terms used in legal proceedings,is_a,0.45,14,0,8,6,0,14,8,0.4286,usable_with_constraints,P2,NO_APPROVED_WORDS
631,legendary_places,LEGENDARY PLACES,mythology,Places known only from myth and legend,is_a,0.4,12,10,2,0,0,12,12,0.0,normal_pool_available,,
1054,lettuce_and_greens,SALAD GREENS,varieties,Varieties of lettuce and salad green,is_a,0.4,13,4,4,3,2,11,8,0.2727,usable_with_constraints,P2,THIN_LT_12_PLAYABLE
220,library_words,LIBRARY WORDS,education,Things and rules found in a library,found_in,0.3,18,13,5,0,0,18,18,0.0,normal_pool_available,,
731,life_stages,STAGES OF LIFE,people,Words for the stages of a human life,is_a,0.25,15,12,2,1,0,15,14,0.0667,normal_pool_available,,
680,light_sources,LIGHT SOURCES,nature,Things that give off light,does_action,0.3,20,14,4,2,0,20,18,0.1,normal_pool_available,,
801,light_things,LIGHT THINGS,properties,Things that weigh almost nothing,has_property,0.35,16,0,11,5,0,16,11,0.3125,usable_with_constraints,P2,NO_APPROVED_WORDS
432,lighting,LIGHTING,home,Devices that light a home,is_a,0.25,16,12,1,3,0,16,13,0.1875,normal_pool_available,,
576,liquids,LIQUIDS,materials,Common liquids found around a home,is_a,0.25,20,3,17,0,0,20,20,0.0,usable_with_constraints,P2,FEWER_THAN_4_APPROVED
269,livestock,LIVESTOCK,farming,Animals raised for food or farm work,is_a,0.25,17,11,6,0,0,17,17,0.0,normal_pool_available,,
418,living_room_things,LIVING ROOM,home,Objects normally found in a living room,found_in,0.2,20,5,15,0,0,20,20,0.0,normal_pool_available,,
906,lizards,LIZARDS,species,Kinds of lizard,is_a,0.35,11,8,0,3,0,11,8,0.2727,usable_with_constraints,P2,THIN_LT_12_PLAYABLE
1022,locksmith_words,LOCKS & KEYS,trades,Things involved with locks and keys,found_in,0.4,15,11,3,1,0,15,14,0.0667,normal_pool_available,,
816,long_thin_things,THIN THINGS,properties,Everyday things that are long and thin,has_property,0.35,16,0,11,5,0,16,11,0.3125,usable_with_constraints,P2,NO_APPROVED_WORDS
877,loud_noises,LOUD NOISES,sounds,Words for very loud noises,is_a,0.35,14,0,12,2,0,14,12,0.1429,usable_with_constraints,P2,NO_APPROVED_WORDS
802,loud_things,LOUD THINGS,properties,Things that make a loud noise,has_property,0.35,16,0,14,2,0,16,14,0.125,usable_with_constraints,P2,NO_APPROVED_WORDS
870,machine_sounds,MACHINE SOUNDS,sounds,Sounds that machines make,does_action,0.4,16,0,8,8,0,16,8,0.5,usable_with_constraints,P2,NO_APPROVED_WORDS
594,magazines,MAGAZINE TYPES,media,Kinds of magazine sold at a newsstand,is_a,0.35,15,0,15,0,0,15,15,0.0,usable_with_constraints,P2,NO_APPROVED_WORDS
630,magic_creatures,MAGICAL BEINGS,mythology,Magical beings from folklore,is_a,0.25,16,11,5,0,0,16,16,0.0,normal_pool_available,,
632,magic_objects,MAGIC OBJECTS,mythology,Objects with magical powers in stories,is_a,0.3,16,9,6,1,0,16,15,0.0625,normal_pool_available,,
412,magic_tricks,MAGIC PROPS,hobbies,Props used in performing magic tricks,used_in,0.4,14,0,6,8,0,14,6,0.5714,hard_only_or_manual_review,P1,NO_APPROVED_WORDS | MAJORITY_HARD_ONLY
249,magic_words,MAGIC SHOW,entertainment,Things used in a stage magic performance,found_in,0.35,18,4,14,0,0,18,18,0.0,normal_pool_available,,
845,magnets_and_forces,FORCES,science,Physical forces studied in science class,is_a,0.4,13,0,11,2,0,13,11,0.1538,usable_with_constraints,P2,NO_APPROVED_WORDS
141,mail_words,MAIL WORDS,business,Things involved in sending mail,found_in,0.3,16,14,2,0,0,16,16,0.0,normal_pool_available,,
275,makeup,MAKEUP,fashion,Cosmetics applied to the face,is_a,0.3,14,12,2,0,0,14,14,0.0,normal_pool_available,,
191,manners,MANNERS WORDS,culture,Words used when teaching good manners,is_a,0.35,14,5,9,0,0,14,14,0.0,normal_pool_available,,
358,map_words,MAP WORDS,geography,Words used to read and describe a map,found_in,0.3,20,12,8,0,0,20,20,0.0,normal_pool_available,,
56,marsupials,MARSUPIALS,animals_more,Animals that carry young in a pouch,is_a,0.4,10,7,1,1,1,9,8,0.1111,usable_with_constraints,P2,THIN_LT_12_PLAYABLE
926,martial_arts,MARTIAL ARTS,sports,Fighting sports and self defense disciplines,is_a,0.3,14,10,2,2,0,14,12,0.1429,normal_pool_available,,
1017,masonry_words,MASONRY WORDS,trades,Things a mason works with,found_in,0.45,14,0,9,5,0,14,9,0.3571,usable_with_constraints,P2,NO_APPROVED_WORDS
836,math_operations,MATH OPERATIONS,science,Operations performed on numbers,does_action,0.25,15,10,5,0,0,15,15,0.0,normal_pool_available,,
835,math_words,MATH WORDS,science,Words used in school mathematics,found_in,0.3,20,17,3,0,0,20,20,0.0,normal_pool_available,,
971,measurement_devices,MEASURING DEVICES,technology,Devices that measure and display a reading,is_a,0.35,14,3,7,4,0,14,10,0.2857,usable_with_constraints,P2,FEWER_THAN_4_APPROVED
994,measuring_tools,MEASURING TOOLS,tools,"Tools used to measure size, weight or amount",used_in,0.3,16,9,7,0,0,16,16,0.0,normal_pool_available,,
311,meats,MEATS,food,Kinds of meat sold at an American butcher counter,is_a,0.2,25,18,7,0,0,25,25,0.0,normal_pool_available,,
467,media_jobs,MEDIA JOBS,jobs,Jobs held by people who produce news and broadcasts,is_a,0.3,14,10,4,0,0,14,14,0.0,normal_pool_available,,
454,medical_jobs,MEDICAL JOBS,jobs,Jobs held by people who treat patients or work in healthcare,is_a,0.2,20,15,4,1,0,20,19,0.05,normal_pool_available,,
443,medical_procedures,MEDICAL PROCEDURES,jargon,Procedures performed by doctors,is_a,0.4,16,11,5,0,0,16,16,0.0,normal_pool_available,,
602,medical_specialties,MEDICAL SPECIALTIES,medicine,Branches of medical practice,is_a,0.4,15,12,1,2,0,15,13,0.1333,normal_pool_available,,
598,medical_tools,MEDICAL TOOLS,medicine,Instruments a doctor or nurse uses,used_in,0.3,20,9,9,1,1,19,18,0.0526,normal_pool_available,,
97,medicine_cabinet,MEDICINE CABINET,body,Things kept in a home medicine cabinet,found_in,0.25,16,9,5,2,0,16,14,0.125,normal_pool_available,,
600,medicine_forms,FORMS OF MEDICINE,medicine,Forms in which medicine is taken,is_a,0.35,15,6,7,2,0,15,13,0.1333,normal_pool_available,,
1060,melons_and_squash,MELONS & SQUASH,varieties,Varieties of melon and squash,is_a,0.35,13,5,5,2,1,12,10,0.1667,normal_pool_available,,
832,metals,METALS,science,Metals and metal alloys used in everyday objects,is_a,0.25,20,16,4,0,0,20,20,0.0,normal_pool_available,,
323,mexican_dishes,MEXICAN DISHES,food,Dishes from Mexican cuisine widely eaten in the United States,is_a,0.3,20,6,3,10,1,19,9,0.5263,hard_only_or_manual_review,P1,MAJORITY_HARD_ONLY
849,microscope_things,TINY THINGS,science,Things too small to see with the naked eye,has_property,0.4,14,0,11,3,0,14,11,0.2143,usable_with_constraints,P2,NO_APPROVED_WORDS
757,middle_east_places,MIDDLE EAST,places,Countries and cities of the Middle East,is_a,0.4,16,15,1,0,0,16,16,0.0,normal_pool_available,,
1069,middle_eastern_dishes,MIDDLE EASTERN,world_food,Dishes from Middle Eastern cuisine,is_a,0.35,14,6,0,5,3,11,6,0.4545,hard_only_or_manual_review,P1,THIN_LT_12_PLAYABLE
150,midwest_cities,MIDWEST CITIES,cities,Cities in the American Midwest,is_a,0.35,15,13,2,0,0,15,15,0.0,normal_pool_available,,
546,military_branches,MILITARY BRANCHES,law,Branches of the armed forces,is_a,0.3,12,11,1,0,0,12,12,0.0,normal_pool_available,,
469,military_ranks,MILITARY RANKS,jobs,Ranks held by members of the armed forces,is_a,0.35,14,14,0,0,0,14,14,0.0,normal_pool_available,,
547,military_things,MILITARY EQUIPMENT,law,Equipment used by the armed forces,used_in,0.3,19,6,13,0,0,19,19,0.0,normal_pool_available,,
548,military_words,MILITARY WORDS,law,Words used in military life,found_in,0.35,16,10,5,1,0,16,15,0.0625,normal_pool_available,,
573,minerals,MINERALS,materials,Minerals found in the earth,is_a,0.4,14,5,4,5,0,14,9,0.3571,normal_pool_available,,
1062,mint_and_herbs_varieties,HERB VARIETIES,varieties,Varieties of mint and other kitchen herbs,is_a,0.45,13,0,7,6,0,13,7,0.4615,hard_only_or_manual_review,P1,NO_APPROVED_WORDS
401,model_building,MODEL KITS,hobbies,Things used to build scale models,used_in,0.4,14,0,7,7,0,14,7,0.5,hard_only_or_manual_review,P1,NO_APPROVED_WORDS
829,monastery_life,MONASTERY THINGS,religion,Things found in a monastery,found_in,0.45,14,0,9,5,0,14,9,0.3571,usable_with_constraints,P2,NO_APPROVED_WORDS
21,money_actions,MONEY ACTIONS,actions,Actions people do with money,does_action,0.3,16,15,1,0,0,16,16,0.0,normal_pool_available,,
128,money_words,MONEY WORDS,business,"Everyday English words for money, payments and personal finance",is_a,0.25,27,26,1,0,0,27,27,0.0,normal_pool_available,,
903,monkeys_and_apes,MONKEYS AND APES,species,Kinds of monkey and ape,is_a,0.3,14,8,0,6,0,14,8,0.4286,normal_pool_available,,
633,monsters,SCARY CREATURES,mythology,Frightening creatures from stories and folklore,is_a,0.25,15,11,4,0,0,15,15,0.0,normal_pool_available,,
974,months,MONTHS,time,Months of the Gregorian calendar year,is_a,0.1,11,11,0,0,0,11,11,0.0,usable_with_constraints,P2,THIN_LT_12_PLAYABLE
883,moons,MOONS,space,Named moons of the solar system,is_a,0.45,14,7,1,6,0,14,8,0.4286,normal_pool_available,,
