category_key,label,quartet_id,tier,tiers,position,rank_avg,words
accessories,ACCESSORIES,190,easy,easy,0.000,0.194,watch | belt | purse | gloves
marsupials,MARSUPIALS,7145,hard,hard,1.000,0.571,opossum | kangaroo | wombat | wallaby
martial_arts,MARTIAL ARTS,7146,easy,easy,0.000,0.136,fencing | boxing | wrestling | karate
martial_arts,MARTIAL ARTS,7147,easy,easy,0.083,0.341,judo | boxing | kung fu | sumo
martial_arts,MARTIAL ARTS,7148,easy,easy,0.167,0.455,wrestling | taekwondo | kung fu | kickboxing
martial_arts,MARTIAL ARTS,7155,easy,easy,0.250,0.568,fencing | judo | kickboxing | capoeira
martial_arts,MARTIAL ARTS,7149,easy,"easy,medium",0.333,0.568,judo | wrestling | aikido | muay thai
martial_arts,MARTIAL ARTS,7151,medium,medium,0.417,0.568,fencing | taekwondo | sumo | muay thai
martial_arts,MARTIAL ARTS,7157,medium,medium,0.500,0.591,karate | aikido | kickboxing | sumo
martial_arts,MARTIAL ARTS,7150,medium,medium,0.583,0.614,boxing | kickboxing | muay thai | kendo
martial_arts,MARTIAL ARTS,7152,medium,medium,0.667,0.614,fencing | kung fu | aikido | kendo
martial_arts,MARTIAL ARTS,7153,medium,medium,0.750,0.614,judo | taekwondo | karate | kendo
martial_arts,MARTIAL ARTS,7158,hard,hard,0.833,0.614,karate | kung fu | muay thai | capoeira
martial_arts,MARTIAL ARTS,7154,hard,hard,0.917,0.659,boxing | taekwondo | aikido | capoeira
martial_arts,MARTIAL ARTS,7156,hard,hard,1.000,0.659,wrestling | sumo | capoeira | kendo
math_operations,MATH OPERATIONS,7165,easy,easy,0.000,0.312,round | average | add | double
math_operations,MATH OPERATIONS,7166,easy,easy,0.083,0.396,Square | average | count | factor
math_operations,MATH OPERATIONS,7170,easy,easy,0.167,0.417,cube | sum | factor | double
math_operations,MATH OPERATIONS,7172,easy,easy,0.250,0.438,calculate | count | cube | add
math_operations,MATH OPERATIONS,7177,easy,"easy,medium",0.333,0.438,add | multiply | factor | estimate
math_operations,MATH OPERATIONS,7173,medium,medium,0.417,0.458,average | cube | divide | estimate
math_operations,MATH OPERATIONS,7176,medium,medium,0.500,0.458,count | multiply | divide | double
math_operations,MATH OPERATIONS,7175,medium,medium,0.583,0.479,calculate | average | sum | multiply
math_operations,MATH OPERATIONS,7168,medium,medium,0.667,0.521,Square | sum | add | divide
math_operations,MATH OPERATIONS,7167,medium,medium,0.750,0.542,round | count | sum | estimate
math_operations,MATH OPERATIONS,7169,hard,hard,0.833,0.583,calculate | Square | estimate | double
math_operations,MATH OPERATIONS,7171,hard,hard,0.917,0.646,round | calculate | divide | factor
math_operations,MATH OPERATIONS,7174,hard,hard,1.000,0.896,round | Square | cube | multiply
math_words,MATH WORDS,7178,easy,easy,0.000,0.079,average | percent | product | area
math_words,MATH WORDS,7179,easy,easy,0.053,0.197,prime | angle | area | volume
math_words,MATH WORDS,7180,easy,easy,0.105,0.263,average | prime | sum | ratio
math_words,MATH WORDS,7181,easy,easy,0.158,0.316,percent | sum | square root | volume
math_words,MATH WORDS,7186,easy,easy,0.211,0.329,percent | angle | ratio | variable
math_words,MATH WORDS,7182,easy,"easy,medium",0.263,0.342,prime | product | square root | variable
math_words,MATH WORDS,7183,easy,"easy,medium",0.316,0.355,average | variable | diameter | volume
math_words,MATH WORDS,7189,easy,"easy,medium",0.368,0.355,ratio | square root | diameter | area
math_words,MATH WORDS,7190,medium,medium,0.421,0.355,product | remainder | ratio | volume
math_words,MATH WORDS,7188,medium,medium,0.474,0.368,sum | product | angle | diameter
math_words,MATH WORDS,7187,medium,medium,0.526,0.382,average | angle | equation | square root
math_words,MATH WORDS,7185,medium,medium,0.579,0.395,prime | percent | equation | diameter
math_words,MATH WORDS,7184,medium,medium,0.632,0.408,sum | equation | variable | area
math_words,MATH WORDS,7191,medium,medium,0.684,0.553,average | fraction | remainder | radius
math_words,MATH WORDS,7192,medium,medium,0.737,0.618,percent | remainder | integer | perimeter
math_words,MATH WORDS,7196,hard,hard,0.789,0.618,product | equation | radius | perimeter
math_words,MATH WORDS,7193,hard,hard,0.842,0.684,prime | fraction | decimal | perimeter
math_words,MATH WORDS,7197,hard,hard,0.895,0.697,equation | decimal | integer | volume
math_words,MATH WORDS,7194,hard,hard,0.947,0.711,percent | decimal | exponent | radius
math_words,MATH WORDS,7195,hard,hard,1.000,0.737,fraction | angle | exponent | integer
meals_of_the_day,MEALS OF THE DAY,7198,easy,easy,0.000,0.250,snack | lunch | breakfast | dinner
meals_of_the_day,MEALS OF THE DAY,30,medium,medium,0.500,0.292,dessert | lunch | breakfast | dinner
meals_of_the_day,MEALS OF THE DAY,7199,hard,hard,1.000,0.667,dessert | lunch | brunch | supper
measurement_devices,MEASURING DEVICES,7201,easy,easy,0.000,0.429,scale | thermometer | barometer | sundial
measurement_devices,MEASURING DEVICES,7200,easy,easy,0.083,0.536,scale | gauge | meter | altimeter
measurement_devices,MEASURING DEVICES,7206,easy,easy,0.167,0.536,thermometer | stopwatch | gauge | voltmeter
measurement_devices,MEASURING DEVICES,7202,easy,easy,0.250,0.571,scale | stopwatch | speedometer | tachometer
measurement_devices,MEASURING DEVICES,7207,easy,"easy,medium",0.333,0.643,gauge | sundial | speedometer | odometer
measurement_devices,MEASURING DEVICES,7208,medium,medium,0.417,0.643,gauge | barometer | seismograph | tachometer
measurement_devices,MEASURING DEVICES,7203,medium,medium,0.500,0.714,scale | seismograph | odometer | voltmeter
measurement_devices,MEASURING DEVICES,7211,medium,medium,0.583,0.714,thermometer | seismograph | speedometer | altimeter
measurement_devices,MEASURING DEVICES,7205,medium,medium,0.667,0.750,barometer | speedometer | meter | voltmeter
measurement_devices,MEASURING DEVICES,7210,medium,medium,0.750,0.750,stopwatch | barometer | odometer | altimeter
measurement_devices,MEASURING DEVICES,7204,hard,hard,0.833,0.786,thermometer | odometer | meter | tachometer
measurement_devices,MEASURING DEVICES,7209,hard,hard,0.917,0.929,stopwatch | seismograph | sundial | meter
measurement_devices,MEASURING DEVICES,7212,hard,hard,1.000,1.000,sundial | altimeter | voltmeter | tachometer
measuring_tools,MEASURING TOOLS,7213,easy,easy,0.000,0.135,scale | gauge | tape measure | meter
measuring_tools,MEASURING TOOLS,7214,easy,easy,0.083,0.269,scale | thermometer | ruler | measuring cup
measuring_tools,MEASURING TOOLS,7215,easy,easy,0.167,0.365,measuring cup | barometer | tape measure | yardstick
measuring_tools,MEASURING TOOLS,7216,easy,easy,0.250,0.481,ruler | tape measure | speedometer | caliper
measuring_tools,MEASURING TOOLS,7224,easy,"easy,medium",0.333,0.481,thermometer | meter | caliper | yardstick
measuring_tools,MEASURING TOOLS,7220,medium,medium,0.417,0.500,ruler | barometer | odometer | meter
measuring_tools,MEASURING TOOLS,7221,medium,medium,0.500,0.500,stopwatch | measuring cup | speedometer | meter
measuring_tools,MEASURING TOOLS,7217,medium,medium,0.583,0.519,scale | stopwatch | barometer | caliper
measuring_tools,MEASURING TOOLS,7222,medium,medium,0.667,0.538,gauge | measuring cup | odometer | caliper
measuring_tools,MEASURING TOOLS,7223,medium,medium,0.750,0.538,ruler | stopwatch | gauge | yardstick
measuring_tools,MEASURING TOOLS,7225,hard,hard,0.833,0.577,thermometer | protractor | gauge | barometer
measuring_tools,MEASURING TOOLS,7218,hard,hard,0.917,0.577,scale | speedometer | odometer | yardstick
measuring_tools,MEASURING TOOLS,7219,hard,hard,1.000,0.577,thermometer | stopwatch | tape measure | odometer
meats,MEATS,7227,easy,easy,0.000,0.143,liver | bacon | ground beef | hot dog
meats,MEATS,7228,easy,easy,0.053,0.214,chicken | lamb | ham | ground beef
meats,MEATS,7238,easy,easy,0.105,0.250,lamb | liver | beef | pork
meats,MEATS,7237,easy,easy,0.158,0.262,beef | bacon | ham | steak
meats,MEATS,7231,easy,easy,0.211,0.274,roast | pork | ham | hot dog
meats,MEATS,7226,easy,"easy,medium",0.263,0.286,turkey | chicken | beef | hot dog
meats,MEATS,7232,easy,"easy,medium",0.316,0.286,roast | chicken | liver | steak
meats,MEATS,7234,easy,"easy,medium",0.368,0.286,chicken | pork | bacon | ribs
meats,MEATS,7230,medium,medium,0.421,0.310,roast | beef | ribs | ground beef
meats,MEATS,7235,medium,medium,0.474,0.357,chop | lamb | steak | hot dog
meats,MEATS,7239,medium,medium,0.526,0.440,sausage | ribs | bologna | hot dog
meats,MEATS,7229,medium,medium,0.579,0.476,turkey | pork | steak | ground beef
meats,MEATS,7240,medium,medium,0.632,0.488,chop | chicken | sausage | jerky
meats,MEATS,7233,medium,medium,0.684,0.500,turkey | liver | ham | ribs
meats,MEATS,7236,medium,medium,0.737,0.524,turkey | roast | lamb | bacon
meats,MEATS,7244,hard,hard,0.789,0.571,pepperoni | veal | hot dog | jerky
meats,MEATS,7243,hard,hard,0.842,0.595,beef | sausage | veal | brisket
meats,MEATS,7245,hard,hard,0.895,0.595,chop | beef | pepperoni | venison
meats,MEATS,7241,hard,hard,0.947,0.762,turkey | chop | veal | bologna
meats,MEATS,7242,hard,hard,1.000,0.821,turkey | sausage | pepperoni | salami
media_jobs,MEDIA JOBS,7246,easy,easy,0.000,0.125,editor | producer | reporter | journalist
media_jobs,MEDIA JOBS,7247,easy,easy,0.083,0.312,anchor | photographer | editor | publisher
media_jobs,MEDIA JOBS,7248,easy,easy,0.167,0.438,photographer | producer | critic | blogger
media_jobs,MEDIA JOBS,7249,easy,easy,0.250,0.500,photographer | journalist | broadcaster | correspondent
media_jobs,MEDIA JOBS,7251,easy,"easy,medium",0.333,0.500,anchor | reporter | correspondent | critic
media_jobs,MEDIA JOBS,7252,medium,medium,0.417,0.521,producer | columnist | correspondent | publisher
media_jobs,MEDIA JOBS,7258,medium,medium,0.500,0.542,journalist | cameraman | publisher | critic
media_jobs,MEDIA JOBS,7253,medium,medium,0.583,0.562,reporter | broadcaster | publisher | blogger
media_jobs,MEDIA JOBS,7254,medium,medium,0.667,0.583,anchor | journalist | columnist | blogger
media_jobs,MEDIA JOBS,7255,medium,medium,0.750,0.583,editor | broadcaster | columnist | critic
media_jobs,MEDIA JOBS,7256,hard,hard,0.833,0.604,editor | correspondent | cameraman | blogger
media_jobs,MEDIA JOBS,7257,hard,hard,0.917,0.604,anchor | producer | broadcaster | cameraman
media_jobs,MEDIA JOBS,7250,hard,hard,1.000,0.625,photographer | reporter | columnist | cameraman
medical_jobs,MEDICAL JOBS,7259,easy,easy,0.000,0.083,nurse | doctor | surgeon | therapist
medical_jobs,MEDICAL JOBS,7260,easy,easy,0.059,0.208,doctor | dentist | vet | psychiatrist
medical_jobs,MEDICAL JOBS,7261,easy,easy,0.118,0.278,nurse | pharmacist | vet | orderly
medical_jobs,MEDICAL JOBS,7268,easy,easy,0.176,0.347,surgeon | dentist | pharmacist | paramedic
medical_jobs,MEDICAL JOBS,7262,easy,easy,0.235,0.361,doctor | paramedic | midwife | orderly
medical_jobs,MEDICAL JOBS,7263,easy,"easy,medium",0.294,0.361,nurse | dentist | midwife | pediatrician
medical_jobs,MEDICAL JOBS,7269,easy,"easy,medium",0.353,0.361,surgeon | psychiatrist | orderly | pediatrician
medical_jobs,MEDICAL JOBS,7270,medium,medium,0.412,0.361,pharmacist | midwife | therapist | psychiatrist
medical_jobs,MEDICAL JOBS,7271,medium,medium,0.471,0.375,surgeon | midwife | vet | cardiologist
medical_jobs,MEDICAL JOBS,7272,medium,medium,0.529,0.375,dentist | therapist | orderly | cardiologist
medical_jobs,MEDICAL JOBS,7273,medium,medium,0.588,0.389,paramedic | therapist | vet | pediatrician
medical_jobs,MEDICAL JOBS,7265,medium,medium,0.647,0.403,nurse | paramedic | psychiatrist | cardiologist
medical_jobs,MEDICAL JOBS,7264,medium,medium,0.706,0.431,doctor | pharmacist | pediatrician | cardiologist
medical_jobs,MEDICAL JOBS,7266,hard,hard,0.765,0.625,doctor | optometrist | chiropractor | nutritionist
medical_jobs,MEDICAL JOBS,7275,hard,hard,0.824,0.653,surgeon | radiologist | hygienist | nutritionist
medical_jobs,MEDICAL JOBS,7267,hard,hard,0.882,0.694,nurse | radiologist | optometrist | anesthesiologist
medical_jobs,MEDICAL JOBS,7276,hard,hard,0.941,0.694,therapist | radiologist | chiropractor | podiatrist
medical_jobs,MEDICAL JOBS,7274,hard,hard,1.000,0.708,doctor | anesthesiologist | hygienist | podiatrist
medical_procedures,MEDICAL PROCEDURES,7277,easy,easy,0.000,0.100,cast | X-ray | surgery | therapy
medical_procedures,MEDICAL PROCEDURES,7278,easy,easy,0.077,0.250,cast | scan | screening | injection
medical_procedures,MEDICAL PROCEDURES,7279,easy,easy,0.154,0.350,transplant | screening | surgery | stitches
medical_procedures,MEDICAL PROCEDURES,7280,easy,easy,0.231,0.367,scan | transplant | X-ray | vaccination
medical_procedures,MEDICAL PROCEDURES,7281,easy,"easy,medium",0.308,0.433,transplant | injection | therapy | ultrasound
medical_procedures,MEDICAL PROCEDURES,7282,easy,"easy,medium",0.385,0.433,screening | vaccination | therapy | anesthesia
medical_procedures,MEDICAL PROCEDURES,7283,medium,medium,0.462,0.450,scan | surgery | anesthesia | ultrasound
medical_procedures,MEDICAL PROCEDURES,7287,medium,medium,0.538,0.450,cast | stitches | vaccination | ultrasound
medical_procedures,MEDICAL PROCEDURES,7285,medium,medium,0.615,0.450,surgery | biopsy | injection | vaccination
medical_procedures,MEDICAL PROCEDURES,7284,medium,medium,0.692,0.467,X-ray | screening | biopsy | ultrasound
medical_procedures,MEDICAL PROCEDURES,7286,hard,hard,0.769,0.467,X-ray | injection | stitches | anesthesia
medical_procedures,MEDICAL PROCEDURES,7288,hard,hard,0.846,0.500,scan | stitches | dialysis | therapy
medical_procedures,MEDICAL PROCEDURES,7289,hard,hard,0.923,0.500,cast | transplant | biopsy | anesthesia
medical_procedures,MEDICAL PROCEDURES,7290,hard,hard,1.000,0.700,cast | transfusion | dialysis | checkup
medical_specialties,MEDICAL SPECIALTIES,7291,easy,easy,0.000,0.125,surgery | anesthesia | psychiatry | pathology
medical_specialties,MEDICAL SPECIALTIES,7292,easy,easy,0.077,0.312,surgery | pediatrics | neurology | oncology
medical_specialties,MEDICAL SPECIALTIES,7295,easy,easy,0.154,0.458,oncology | radiology | obstetrics | pathology
medical_specialties,MEDICAL SPECIALTIES,7293,easy,easy,0.231,0.500,surgery | cardiology | radiology | immunology
medical_specialties,MEDICAL SPECIALTIES,7296,easy,"easy,medium",0.308,0.521,pediatrics | dermatology | psychiatry | radiology
medical_specialties,MEDICAL SPECIALTIES,7297,easy,"easy,medium",0.385,0.542,anesthesia | pediatrics | obstetrics | immunology
medical_specialties,MEDICAL SPECIALTIES,7298,medium,medium,0.462,0.562,cardiology | oncology | psychiatry | urology
medical_specialties,MEDICAL SPECIALTIES,7300,medium,medium,0.538,0.562,pediatrics | cardiology | pathology | geriatrics
medical_specialties,MEDICAL SPECIALTIES,7303,medium,medium,0.615,0.562,neurology | urology | pathology | immunology
medical_specialties,MEDICAL SPECIALTIES,7299,medium,medium,0.692,0.604,anesthesia | cardiology | dermatology | neurology
medical_specialties,MEDICAL SPECIALTIES,7304,hard,hard,0.769,0.625,neurology | psychiatry | obstetrics | geriatrics
medical_specialties,MEDICAL SPECIALTIES,7294,hard,hard,0.846,0.688,surgery | dermatology | obstetrics | urology
medical_specialties,MEDICAL SPECIALTIES,7301,hard,hard,0.923,0.708,anesthesia | radiology | urology | geriatrics
medical_specialties,MEDICAL SPECIALTIES,7302,hard,hard,1.000,0.729,dermatology | oncology | immunology | geriatrics
medical_tools,MEDICAL TOOLS,7306,easy,easy,0.000,0.188,IV | syringe | sling | catheter
medical_tools,MEDICAL TOOLS,7305,easy,easy,0.062,0.297,needle | monitor | IV | clamp
medical_tools,MEDICAL TOOLS,7314,easy,easy,0.125,0.328,needle | thermometer | gauze | catheter
medical_tools,MEDICAL TOOLS,7315,easy,easy,0.188,0.344,needle | tweezers | syringe | gurney
medical_tools,MEDICAL TOOLS,7317,easy,easy,0.250,0.344,gurney | clamp | catheter | ventilator
medical_tools,MEDICAL TOOLS,7316,easy,"easy,medium",0.312,0.359,needle | scalpel | sling | ventilator
medical_tools,MEDICAL TOOLS,7318,easy,"easy,medium",0.375,0.359,thermometer | syringe | scalpel | clamp
medical_tools,MEDICAL TOOLS,7309,medium,medium,0.438,0.375,thermometer | tweezers | IV | ventilator
medical_tools,MEDICAL TOOLS,7319,medium,medium,0.500,0.375,gauze | tweezers | sling | clamp
medical_tools,MEDICAL TOOLS,7310,medium,medium,0.562,0.422,gauze | IV | scalpel | gurney
medical_tools,MEDICAL TOOLS,7307,medium,medium,0.625,0.500,monitor | thermometer | gurney | sling
medical_tools,MEDICAL TOOLS,7308,medium,medium,0.688,0.578,monitor | gauze | syringe | ventilator
medical_tools,MEDICAL TOOLS,7312,medium,medium,0.750,0.609,stethoscope | IV | splint | defibrillator
medical_tools,MEDICAL TOOLS,7311,hard,hard,0.812,0.656,monitor | tweezers | scalpel | catheter
medical_tools,MEDICAL TOOLS,7320,hard,hard,0.875,0.688,needle | splint | forceps | speculum
medical_tools,MEDICAL TOOLS,7321,hard,hard,0.938,0.734,stethoscope | clamp | speculum | tourniquet
medical_tools,MEDICAL TOOLS,7313,hard,hard,1.000,0.953,monitor | forceps | tourniquet | defibrillator
medicine_cabinet,MEDICINE CABINET,7322,easy,easy,0.000,0.100,vitamin | alcohol | eye drops | ice pack
medicine_cabinet,MEDICINE CABINET,7323,easy,easy,0.077,0.300,aspirin | cough syrup | alcohol | sunscreen
medicine_cabinet,MEDICINE CABINET,7324,easy,easy,0.154,0.383,bandage | thermometer | cough syrup | ice pack
medicine_cabinet,MEDICINE CABINET,7325,easy,easy,0.231,0.450,aspirin | bandage | ointment | eye drops
medicine_cabinet,MEDICINE CABINET,7333,easy,"easy,medium",0.308,0.500,bandage | vitamin | gauze | sunscreen
medicine_cabinet,MEDICINE CABINET,7327,easy,"easy,medium",0.385,0.517,thermometer | cotton swab | sunscreen | eye drops
medicine_cabinet,MEDICINE CABINET,7326,medium,medium,0.462,0.533,thermometer | ointment | gauze | alcohol
medicine_cabinet,MEDICINE CABINET,7328,medium,medium,0.538,0.533,aspirin | gauze | cotton swab | ice pack
medicine_cabinet,MEDICINE CABINET,7334,medium,medium,0.615,0.533,ointment | cough syrup | vitamin | cotton swab
medicine_cabinet,MEDICINE CABINET,7331,medium,medium,0.692,0.550,cough syrup | gauze | tweezers | eye drops
medicine_cabinet,MEDICINE CABINET,7335,hard,hard,0.769,0.550,aspirin | thermometer | vitamin | painkiller
medicine_cabinet,MEDICINE CABINET,7329,hard,hard,0.846,0.567,ointment | sunscreen | ice pack | painkiller
medicine_cabinet,MEDICINE CABINET,7330,hard,hard,0.923,0.600,bandage | alcohol | cotton swab | painkiller
medicine_cabinet,MEDICINE CABINET,7332,hard,hard,1.000,0.733,antacid | tweezers | alcohol | lozenge
medicine_forms,FORMS OF MEDICINE,7337,easy,easy,0.000,0.273,spray | drop | pill | tablet
medicine_forms,FORMS OF MEDICINE,7336,easy,easy,0.083,0.318,cream | powder | drop | patch
medicine_forms,FORMS OF MEDICINE,7340,easy,easy,0.167,0.455,powder | gel | syrup | tablet
medicine_forms,FORMS OF MEDICINE,7344,easy,easy,0.250,0.500,ointment | patch | injection | tablet
medicine_forms,FORMS OF MEDICINE,7339,easy,"easy,medium",0.333,0.523,syrup | drop | injection | capsule
medicine_forms,FORMS OF MEDICINE,7341,medium,medium,0.417,0.523,gel | patch | pill | capsule
medicine_forms,FORMS OF MEDICINE,7345,medium,medium,0.500,0.523,powder | injection | pill | inhaler
medicine_forms,FORMS OF MEDICINE,7346,medium,medium,0.583,0.523,spray | ointment | powder | capsule
medicine_forms,FORMS OF MEDICINE,7347,medium,medium,0.667,0.545,spray | syrup | patch | inhaler
medicine_forms,FORMS OF MEDICINE,7338,medium,medium,0.750,0.614,cream | spray | gel | injection
medicine_forms,FORMS OF MEDICINE,7348,hard,hard,0.833,0.636,ointment | gel | drop | inhaler
medicine_forms,FORMS OF MEDICINE,7342,hard,hard,0.917,0.773,cream | ointment | syrup | pill
medicine_forms,FORMS OF MEDICINE,7343,hard,hard,1.000,0.795,cream | tablet | capsule | inhaler
medicines,MEDICINES,7349,easy,easy,0.000,0.250,injection | pill | vaccine | insulin
medicines,MEDICINES,149,medium,medium,0.500,0.458,injection | vaccine | antibiotic | insulin
medicines,MEDICINES,7350,hard,hard,1.000,0.625,ointment | syrup | pill | antibiotic
medieval_fair,MEDIEVAL FAIR,7351,easy,easy,0.000,0.375,falconer | jester | banquet | bard
melons_and_squash,MELONS & SQUASH,7352,easy,easy,0.000,0.188,watermelon | pumpkin | spaghetti | hubbard
melons_and_squash,MELONS & SQUASH,7353,medium,medium,0.500,0.469,zucchini | pumpkin | acorn | butternut
melons_and_squash,MELONS & SQUASH,7354,hard,hard,1.000,0.625,cantaloupe | spaghetti | acorn | honeydew
metals,METALS,7355,easy,easy,0.000,0.092,lead | gold | silver | steel
metals,METALS,7356,easy,easy,0.050,0.184,iron | lead | bronze | copper
metals,METALS,7357,easy,easy,0.100,0.250,iron | tin | brass | gold
metals,METALS,7362,easy,easy,0.150,0.316,bronze | brass | silver | platinum
metals,METALS,7359,easy,easy,0.200,0.329,gold | aluminum | platinum | copper
metals,METALS,7364,easy,easy,0.250,0.342,tin | silver | chrome | copper
metals,METALS,7360,easy,"easy,medium",0.300,0.355,iron | platinum | steel | chrome
metals,METALS,7365,easy,"easy,medium",0.350,0.368,tin | bronze | aluminum | steel
metals,METALS,7367,easy,"easy,medium",0.400,0.368,lead | brass | aluminum | chrome
metals,METALS,7358,medium,medium,0.450,0.447,iron | mercury | silver | aluminum
metals,METALS,7363,medium,medium,0.500,0.461,mercury | brass | steel | copper
metals,METALS,7366,medium,medium,0.550,0.474,lead | mercury | tin | platinum
metals,METALS,7361,medium,medium,0.600,0.487,mercury | bronze | gold | chrome
metals,METALS,7368,medium,medium,0.650,0.513,lead | nickel | titanium | zinc
metals,METALS,7369,medium,medium,0.700,0.579,cobalt | nickel | gold | magnesium
metals,METALS,168,medium,medium,0.750,0.618,lead | cobalt | titanium | chromium
metals,METALS,7370,hard,hard,0.800,0.632,silver | zinc | magnesium | tungsten
metals,METALS,7373,hard,hard,0.850,0.658,cobalt | chromium | steel | zinc
metals,METALS,7374,hard,hard,0.900,0.658,nickel | silver | chromium | pewter
metals,METALS,7371,hard,hard,0.950,0.671,iron | cobalt | titanium | tungsten
metals,METALS,7372,hard,hard,1.000,0.684,titanium | steel | magnesium | pewter
mexican_dishes,MEXICAN DISHES,7375,easy,easy,0.000,0.219,salsa | taco | burrito | nacho
mexican_dishes,MEXICAN DISHES,7376,easy,easy,0.071,0.438,tortilla | taco | guacamole | queso
mexican_dishes,MEXICAN DISHES,7380,easy,easy,0.143,0.625,salsa | tortilla | quesadilla | churro
mexican_dishes,MEXICAN DISHES,7377,easy,easy,0.214,0.656,salsa | flan | tamale | guacamole
mexican_dishes,MEXICAN DISHES,7385,easy,"easy,medium",0.286,0.656,tortilla | flan | burrito | fajita
mexican_dishes,MEXICAN DISHES,7382,easy,"easy,medium",0.357,0.688,tortilla | enchilada | tamale | nacho
mexican_dishes,MEXICAN DISHES,7378,medium,medium,0.429,0.719,burrito | quesadilla | enchilada | guacamole
mexican_dishes,MEXICAN DISHES,7381,medium,medium,0.500,0.719,taco | quesadilla | tamale | fajita
mexican_dishes,MEXICAN DISHES,7383,medium,medium,0.571,0.719,salsa | enchilada | fajita | queso
mexican_dishes,MEXICAN DISHES,7384,medium,medium,0.643,0.719,burrito | tamale | churro | queso
mexican_dishes,MEXICAN DISHES,7379,medium,medium,0.714,0.750,flan | taco | enchilada | churro
mexican_dishes,MEXICAN DISHES,7388,hard,hard,0.786,0.750,horchata | taco | empanada | carnitas
mexican_dishes,MEXICAN DISHES,7387,hard,hard,0.857,0.781,fajita | nacho | guacamole | churro
mexican_dishes,MEXICAN DISHES,7389,hard,hard,0.929,0.781,salsa | tostada | pozole | empanada
mexican_dishes,MEXICAN DISHES,7386,hard,hard,1.000,0.812,flan | quesadilla | nacho | queso
middle_east_places,MIDDLE EAST,7403,easy,easy,0.000,0.100,Israel | Iran | Jordan | Iraq
middle_east_places,MIDDLE EAST,7404,easy,easy,0.071,0.350,Israel | Syria | Bahrain | Jerusalem
middle_east_places,MIDDLE EAST,7407,easy,easy,0.143,0.383,Jordan | Syria | Qatar | Kuwait
middle_east_places,MIDDLE EAST,7414,easy,easy,0.214,0.383,Lebanon | Iraq | Kuwait | Jerusalem
middle_east_places,MIDDLE EAST,7408,easy,"easy,medium",0.286,0.400,Iran | Qatar | Jerusalem | Baghdad
middle_east_places,MIDDLE EAST,7413,easy,"easy,medium",0.357,0.400,Syria | Iraq | Yemen | Baghdad
middle_east_places,MIDDLE EAST,7405,medium,medium,0.429,0.433,Riyadh | Iran | Lebanon | Syria
middle_east_places,MIDDLE EAST,7415,medium,medium,0.500,0.433,Israel | Lebanon | Yemen | Damascus
middle_east_places,MIDDLE EAST,7406,medium,medium,0.571,0.483,Riyadh | Jordan | Yemen | Jerusalem
middle_east_places,MIDDLE EAST,7409,medium,medium,0.643,0.483,Iran | Yemen | Kuwait | Bahrain
middle_east_places,MIDDLE EAST,7410,medium,medium,0.714,0.500,Jordan | Lebanon | Bahrain | Baghdad
middle_east_places,MIDDLE EAST,7416,hard,hard,0.786,0.550,Israel | Oman | Kuwait | Baghdad
middle_east_places,MIDDLE EAST,7411,hard,hard,0.857,0.567,Riyadh | Israel | Qatar | Tehran
middle_east_places,MIDDLE EAST,7417,hard,hard,0.929,0.650,Iran | Oman | Damascus | Tehran
middle_east_places,MIDDLE EAST,7412,hard,hard,1.000,0.717,Riyadh | Iraq | Bahrain | Damascus
middle_eastern_dishes,MIDDLE EASTERN,7418,easy,easy,0.000,0.350,hummus | pita | kebab | falafel
middle_eastern_dishes,MIDDLE EASTERN,7419,hard,hard,1.000,0.650,couscous | kebab | shawarma | lentil soup
midwest_cities,MIDWEST CITIES,7420,easy,easy,0.000,0.107,Chicago | Detroit | Kansas City | St Louis
midwest_cities,MIDWEST CITIES,7421,easy,easy,0.083,0.268,Milwaukee | Chicago | Cleveland | Columbus
midwest_cities,MIDWEST CITIES,7422,easy,easy,0.167,0.375,Detroit | Cleveland | Minneapolis | Cincinnati
midwest_cities,MIDWEST CITIES,7423,easy,easy,0.250,0.429,Cleveland | Indianapolis | Omaha | St Louis
midwest_cities,MIDWEST CITIES,7428,easy,"easy,medium",0.333,0.446,Columbus | St Louis | Cincinnati | Wichita
midwest_cities,MIDWEST CITIES,7427,medium,medium,0.417,0.446,Milwaukee | Indianapolis | Kansas City | Cincinnati
midwest_cities,MIDWEST CITIES,7429,medium,medium,0.500,0.464,Milwaukee | Minneapolis | St Louis | Toledo
midwest_cities,MIDWEST CITIES,7432,medium,medium,0.583,0.464,Minneapolis | Columbus | Kansas City | Omaha
midwest_cities,MIDWEST CITIES,7424,medium,medium,0.667,0.482,Detroit | Indianapolis | Columbus | Toledo
midwest_cities,MIDWEST CITIES,7431,medium,medium,0.750,0.500,Chicago | Omaha | Cincinnati | Toledo
midwest_cities,MIDWEST CITIES,7430,hard,hard,0.833,0.518,Chicago | Minneapolis | Indianapolis | Wichita
midwest_cities,MIDWEST CITIES,7425,hard,hard,0.917,0.536,Cleveland | Kansas City | Toledo | Wichita
midwest_cities,MIDWEST CITIES,7426,hard,hard,1.000,0.536,Milwaukee | Detroit | Omaha | Wichita
military_branches,MILITARY BRANCHES,7433,easy,easy,0.000,0.227,coast guard | army | navy | air force
military_branches,MILITARY BRANCHES,7434,easy,easy,0.125,0.341,navy | national guard | space force | reserves
military_branches,MILITARY BRANCHES,7435,easy,easy,0.250,0.500,coast guard | space force | infantry | artillery
