category_a,category_b,conflict_type,origin,overlap_count,overlap_words,severity,note
cloud_and_sky,weather_words,do_not_pair,derived,4,cloud | fog | lightning | sun,P1,общих играбельных слов 4; пулы 20 и 26
cloud_formations,cloud_types,do_not_pair,derived,4,cirrus | cumulus | nimbus | stratus,P0,общих играбельных слов 4; пулы 6 и 4
cloud_formations,clouds,do_not_pair,derived,4,cirrus | cumulus | nimbus | stratus,P0,общих играбельных слов 4; пулы 6 и 4
cloud_formations,types_of_clouds,do_not_pair,derived,4,cirrus | cumulus | nimbus | stratus,P0,общих играбельных слов 4; пулы 6 и 5
cloud_types,clouds,do_not_pair,derived,4,cirrus | cumulus | nimbus | stratus,P0,общих играбельных слов 4; пулы 4 и 4
cloud_types,types_of_clouds,do_not_pair,derived,4,cirrus | cumulus | nimbus | stratus,P0,общих играбельных слов 4; пулы 4 и 5
clouds,types_of_clouds,do_not_pair,derived,4,cirrus | cumulus | nimbus | stratus,P0,общих играбельных слов 4; пулы 4 и 5
coat,sewing_patterns,do_not_pair,derived,4,collar | cuff | lapel | lining,P0,общих играбельных слов 4; пулы 4 и 15
cocktail_garnishes,fruit_trees,do_not_pair,derived,4,cherry | lemon | lime | olive,P0,общих играбельных слов 4; пулы 6 и 19
cocktail_ingredients,cocktail_spirits,do_not_pair,derived,4,gin | rum | vodka | whiskey,P0,общих играбельных слов 4; пулы 14 и 4
cocktail_ingredients,distilled_spirits,do_not_pair,derived,4,gin | rum | vodka | whiskey,P0,общих играбельных слов 4; пулы 14 и 4
cocktail_ingredients,spirits,do_not_pair,derived,4,gin | rum | vodka | whiskey,P0,общих играбельных слов 4; пулы 14 и 4
cocktail_spirits,distilled_spirits,do_not_pair,derived,4,gin | rum | vodka | whiskey,P0,общих играбельных слов 4; пулы 4 и 4
cocktail_spirits,spirits,do_not_pair,derived,4,gin | rum | vodka | whiskey,P0,общих играбельных слов 4; пулы 4 и 4
codes,communication_codes,do_not_pair,derived,4,binary | braille | cipher | morse,P0,общих играбельных слов 4; пулы 4 и 5
coding_concepts,computer_programming_terms,do_not_pair,derived,4,array | function | loop | variable,P0,общих играбельных слов 4; пулы 4 и 4
coding_concepts,programming_concept,do_not_pair,derived,4,array | function | loop | variable,P0,общих играбельных слов 4; пулы 4 и 4
coding_concepts,programming_words,do_not_pair,derived,4,array | function | loop | variable,P0,общих играбельных слов 4; пулы 4 и 18
coffee,coffee_orders,do_not_pair,derived,4,cappuccino | espresso | latte | mocha,P0,общих играбельных слов 4; пулы 19 и 4
coffee,coffee_types,do_not_pair,derived,4,cappuccino | espresso | latte | mocha,P0,общих играбельных слов 4; пулы 19 и 4
coffee_drinks,coffee_machine,do_not_pair,derived,4,americano | cappuccino | espresso | macchiato,P0,общих играбельных слов 4; пулы 14 и 4
coffee_drinks,coffee_orders,do_not_pair,derived,4,cappuccino | espresso | latte | mocha,P0,общих играбельных слов 4; пулы 14 и 4
coffee_drinks,coffee_types,do_not_pair,derived,4,cappuccino | espresso | latte | mocha,P0,общих играбельных слов 4; пулы 14 и 4
coffee_machine,hot_drinks,do_not_pair,derived,4,americano | cappuccino | espresso | macchiato,P0,общих играбельных слов 4; пулы 4 и 19
coffee_orders,coffee_shop_orders,do_not_pair,derived,4,cappuccino | espresso | latte | mocha,P0,общих играбельных слов 4; пулы 4 и 5
coffee_orders,coffee_types,do_not_pair,derived,4,cappuccino | espresso | latte | mocha,P0,общих играбельных слов 4; пулы 4 и 4
coffee_orders,hot_drinks,do_not_pair,derived,4,cappuccino | espresso | latte | mocha,P0,общих играбельных слов 4; пулы 4 и 19
coffee_shop_orders,coffee_types,do_not_pair,derived,4,cappuccino | espresso | latte | mocha,P0,общих играбельных слов 4; пулы 5 и 4
coffee_types,hot_drinks,do_not_pair,derived,4,cappuccino | espresso | latte | mocha,P0,общих играбельных слов 4; пулы 4 и 19
cold,temperature_words,do_not_pair,derived,4,chilly | freezing | frosty | icy,P0,общих играбельных слов 4; пулы 4 и 16
cold_blooded_animals,pets,do_not_pair,derived,4,fish | lizard | snake | turtle,P0,общих играбельных слов 4; пулы 5 и 25
cold_blooded_animals,reptile,do_not_pair,derived,4,crocodile | lizard | snake | turtle,P0,общих играбельных слов 4; пулы 5 и 7
cold_blooded_animals,reptiles,do_not_pair,derived,4,crocodile | lizard | snake | turtle,P0,общих играбельных слов 4; пулы 5 и 22
cold_drinks,drink_mixers,do_not_pair,derived,4,cola | ginger ale | juice | lemonade,P1,общих играбельных слов 4; пулы 18 и 14
cold_drinks,drinks,do_not_pair,derived,4,juice | milk | soda | water,P1,общих играбельных слов 4; пулы 18 и 9
cold_drinks,liquids,do_not_pair,derived,4,juice | milk | soda | water,P1,общих играбельных слов 4; пулы 18 и 20
cold_drinks,non_alcoholic_beverages,do_not_pair,derived,4,iced tea | lemonade | milkshake | smoothie,P0,общих играбельных слов 4; пулы 18 и 4
cold_drinks,refreshing_drinks,do_not_pair,derived,4,coconut water | juice | lemonade | soda,P1,общих играбельных слов 4; пулы 18 и 8
cold_places,cold_things,do_not_pair,derived,4,freezer | glacier | iceberg | refrigerator,P1,общих играбельных слов 4; пулы 14 и 20
cold_places,landforms,do_not_pair,derived,4,cave | glacier | mountain | tundra,P1,общих играбельных слов 4; пулы 14 и 33
cold_things,desserts,do_not_pair,derived,4,ice | ice cream | popsicle | sorbet,P1,общих играбельных слов 4; пулы 20 и 31
cold_things,frozen_things,do_not_pair,derived,4,ice cream | ice cube | icicle | snowball,P0,общих играбельных слов 4; пулы 20 и 4
cold_things,north_pole,do_not_pair,derived,4,glacier | ice | iceberg | permafrost,P1,общих играбельных слов 4; пулы 20 и 7
cold_things,seasons_winter,do_not_pair,derived,4,blizzard | frost | icicle | snow,P1,общих играбельных слов 4; пулы 20 и 16
cold_things,weather_actions,do_not_pair,derived,4,freeze | hail | sleet | snow,P1,общих играбельных слов 4; пулы 20 и 15
college_reqs,school_subjects,do_not_pair,derived,4,art classes | history | math | science,P0,общих играбельных слов 4; пулы 4 и 33
college_subjects,school_subjects,do_not_pair,derived,4,astronomy | biology | calculus | history,P1,общих играбельных слов 4; пулы 8 и 33
cologne,perfume,do_not_pair,derived,4,bottle | fragrance | scent | spray,P1,общих играбельных слов 4; пулы 12 и 8
color,colors,do_not_pair,derived,4,blue | pink | turquoise | yellow,P1,общих играбельных слов 4; пулы 10 и 35
color_shades,color_words_advanced,do_not_pair,derived,4,cobalt | crimson | ivory | scarlet,P0,общих играбельных слов 4; пулы 4 и 20
colors,printer_colors,do_not_pair,derived,4,black | cyan | magenta | yellow,P0,общих играбельных слов 4; пулы 35 и 4
colors,rice_types,do_not_pair,derived,4,black | brown | red | white,P1,общих играбельных слов 4; пулы 35 и 13
colors,shades_of_red,do_not_pair,derived,4,crimson | mahogany | maroon | vermillion,P1,общих играбельных слов 4; пулы 35 и 8
colosseum,roman_things,do_not_pair,derived,4,arena | chariot | emperor | gladiator,P0,общих играбельных слов 4; пулы 6 и 15
combat_sports,fighting,do_not_pair,derived,4,boxing | judo | taekwondo | wrestling,P0,общих играбельных слов 4; пулы 7 и 4
combat_sports,sports,do_not_pair,derived,4,boxing | fencing | judo | karate,P1,общих играбельных слов 4; пулы 7 и 22
comedy,comedy_types,do_not_pair,derived,4,improv | sitcom | sketch | standup,P0,общих играбельных слов 4; пулы 11 и 4
comedy_words,kinds_of_humor,do_not_pair,derived,4,joke | parody | pun | satire,P1,общих играбельных слов 4; пулы 15 и 7
comic_book_characters,superheroes,do_not_pair,derived,4,batman | hulk | wolverine | wonder woman,P0,общих играбельных слов 4; пулы 4 и 20
comic_book_heroes,superheroes,do_not_pair,derived,4,batman | flash | superman | wonder woman,P0,общих играбельных слов 4; пулы 4 и 20
comic_book_publishers,comic_book_universes,do_not_pair,derived,4,dark horse | dc | image | marvel,P0,общих играбельных слов 4; пулы 6 и 4
common_symptoms,symptoms,do_not_pair,derived,4,cough | fatigue | fever | nausea,P0,общих играбельных слов 4; пулы 4 и 17
common_toys,toys,do_not_pair,derived,4,blocks | puzzle | teddy bear | yo yo,P0,общих играбельных слов 4; пулы 4 и 28
communication_systems,signals_and_codes,do_not_pair,derived,4,braille | morse code | semaphore | sign language,P0,общих играбельных слов 4; пулы 6 и 11
commute,vehicles,do_not_pair,derived,4,bus | car | subway | train,P0,общих играбельных слов 4; пулы 4 и 33
compass,compass_points,do_not_pair,derived,4,east | north | south | west,P0,общих играбельных слов 4; пулы 18 и 4
compass,directions,do_not_pair,derived,4,east | north | south | west,P1,общих играбельных слов 4; пулы 18 и 21
compass_points,directions,do_not_pair,derived,4,east | north | south | west,P0,общих играбельных слов 4; пулы 4 и 21
compass_points,map_words,do_not_pair,derived,4,east | north | south | west,P0,общих играбельных слов 4; пулы 4 и 23
competitive_sports,olympic_events,do_not_pair,derived,4,archery | gymnastics | swimming | wrestling,P0,общих играбельных слов 4; пулы 4 и 13
competitive_sports,olympic_sports,do_not_pair,derived,4,archery | gymnastics | swimming | wrestling,P0,общих играбельных слов 4; пулы 4 и 34
composer,famous_musicians,do_not_pair,derived,4,bach | beethoven | chopin | mozart,P0,общих играбельных слов 4; пулы 5 и 14
computer_commands,editing,do_not_pair,derived,4,copy | delete | paste | save,P0,общих играбельных слов 4; пулы 5 и 6
computer_programming,programming_words,do_not_pair,derived,4,debug | function | loop | variable,P1,общих играбельных слов 4; пулы 8 и 18
computer_programming_languages,programming_language,do_not_pair,derived,4,java | python | ruby | swift,P0,общих играбельных слов 4; пулы 4 и 7
computer_programming_languages,programming_languages,do_not_pair,derived,4,java | python | ruby | swift,P0,общих играбельных слов 4; пулы 4 и 7
computer_programming_languages,software_engineering,do_not_pair,derived,4,java | python | ruby | swift,P0,общих играбельных слов 4; пулы 4 и 4
computer_programming_terms,programming_concept,do_not_pair,derived,4,array | function | loop | variable,P0,общих играбельных слов 4; пулы 4 и 4
computer_programming_terms,programming_words,do_not_pair,derived,4,array | function | loop | variable,P0,общих играбельных слов 4; пулы 4 и 18
condiments,things_you_spread,do_not_pair,derived,4,honey | jam | mayo | mustard,P1,общих играбельных слов 4; пулы 23 и 16
constellation_names,constellations,do_not_pair,derived,4,andromeda | cassiopeia | orion | perseus,P0,общих играбельных слов 4; пулы 4 и 23
constellations,sky_constellations,do_not_pair,derived,4,cassiopeia | orion | ursa major | ursa minor,P0,общих играбельных слов 4; пулы 23 и 4
construction_materials,materials,do_not_pair,derived,4,brick | glass | metal | stone,P1,общих играбельных слов 4; пулы 8 и 10
construction_materials,sculpture_materials,do_not_pair,derived,4,concrete | glass | metal | stone,P1,общих играбельных слов 4; пулы 8 и 18
continents_and_oceans,landmass,do_not_pair,derived,4,africa | americas | asia | europe,P0,общих играбельных слов 4; пулы 13 и 4
continents_and_oceans,ocean,do_not_pair,derived,4,arctic | atlantic | indian | pacific,P1,общих играбельных слов 4; пулы 13 и 25
continents_and_oceans,oceans,do_not_pair,derived,4,arctic | atlantic | indian | pacific,P0,общих играбельных слов 4; пулы 13 и 4
contract,insurance_and_legal,do_not_pair,derived,4,agreement | breach | clause | signature,P1,общих играбельных слов 4; пулы 7 и 14
cook,kitchen_jobs,do_not_pair,derived,4,chef | pastry chef | prep cook | sous chef,P1,общих играбельных слов 4; пулы 11 и 18
cookie_flavors,cookie_types,do_not_pair,derived,4,chocolate chip | gingerbread | oatmeal | snickerdoodle,P0,общих играбельных слов 4; пулы 4 и 17
cooking_ingredients,pantry_items,do_not_pair,derived,4,flour | spice | spices | sugar,P0,общих играбельных слов 4; пулы 6 и 5
cooking_methods,cooking_verbs,do_not_pair,derived,4,braise | poach | saute | simmer,P0,общих играбельных слов 4; пулы 18 и 5
cooking_oils,crops,do_not_pair,derived,4,canola | corn | peanut | sunflower,P1,общих играбельных слов 4; пулы 8 и 18
cooking_utensils,kitchen,do_not_pair,derived,4,ladle | spatula | tongs | whisk,P0,общих играбельных слов 4; пулы 4 и 26
cooking_utensils,kitchen_tools,do_not_pair,derived,4,ladle | spatula | tongs | whisk,P0,общих играбельных слов 4; пулы 4 и 30
cooking_utensils,kitchen_utensils,do_not_pair,derived,4,ladle | spatula | tongs | whisk,P0,общих играбельных слов 4; пулы 4 и 9
coral,types_of_coral,do_not_pair,derived,4,brain | elkhorn | staghorn | table,P0,общих играбельных слов 4; пулы 15 и 4
coral_reef,marine_life,do_not_pair,derived,4,anemone | coral | starfish | urchin,P1,общих играбельных слов 4; пулы 15 и 9
coral_reef,ocean_life,do_not_pair,derived,4,coral | jellyfish | starfish | turtle,P1,общих играбельных слов 4; пулы 15 и 16
coral_reef,reef_life,do_not_pair,derived,4,anemone | coral | starfish | urchin,P0,общих играбельных слов 4; пулы 15 и 4
coral_reef,sea_creatures,do_not_pair,derived,4,coral | jellyfish | seahorse | starfish,P1,общих играбельных слов 4; пулы 15 и 15
cosmic_objects,space_objects,do_not_pair,derived,4,comet | nebula | pulsar | quasar,P0,общих играбельных слов 4; пулы 4 и 20
cosmic_phenomena,space_phenomena,do_not_pair,derived,4,big bang | black hole | nebula | supernova,P0,общих играбельных слов 4; пулы 4 и 15
countries,countries_in_europe,do_not_pair,derived,4,austria | greece | italy | spain,P1,общих играбельных слов 4; пулы 18 и 8
countries_in_africa,north_african_countries,do_not_pair,derived,4,algeria | egypt | morocco | tunisia,P0,общих играбельных слов 4; пулы 7 и 6
countries_in_europe,eu_countries,do_not_pair,derived,4,austria | greece | italy | spain,P0,общих играбельных слов 4; пулы 8 и 6
countries_more,former_ussr,do_not_pair,derived,4,armenia | georgia | latvia | ukraine,P0,общих играбельных слов 4; пулы 20 и 4
courtroom_drama,courtroom_things,do_not_pair,derived,4,bailiff | gavel | jury | verdict,P0,общих играбельных слов 4; пулы 4 и 18
craft_skills,crafts,do_not_pair,derived,4,crochet | knitting | sewing | weaving,P0,общих играбельных слов 4; пулы 4 и 25
crafting_hobbies,crafts,do_not_pair,derived,4,origami | pottery | sewing | weaving,P0,общих играбельных слов 4; пулы 4 и 25
crafts,crafts_hobbies,do_not_pair,derived,4,knitting | pottery | scrapbooking | woodworking,P0,общих играбельных слов 4; пулы 25 и 4
crafts,handicrafts,do_not_pair,derived,4,knitting | origami | pottery | sewing,P0,общих играбельных слов 4; пулы 25 и 4
crafts,handywork,do_not_pair,derived,4,carpentry | knitting | sewing | weaving,P0,общих играбельных слов 4; пулы 25 и 4
crafts,studio_arts,do_not_pair,derived,4,ceramics | pottery | sculpture | weaving,P1,общих играбельных слов 4; пулы 25 и 8
crafts,textile_techniques,do_not_pair,derived,4,crochet | embroidery | knitting | weaving,P0,общих играбельных слов 4; пулы 25 и 4
creative_activities,hobbies,do_not_pair,derived,4,origami | painting | photography | sewing,P1,общих играбельных слов 4; пулы 7 и 21
creative_jobs,creative_professions,do_not_pair,derived,4,designer | painter | sculptor | writer,P0,общих играбельных слов 4; пулы 19 и 4
creative_jobs,performers,do_not_pair,derived,4,actor | artist | dancer | singer,P1,общих играбельных слов 4; пулы 19 и 8
crime_investigation,detective_words,do_not_pair,derived,4,evidence | forensics | interrogation | witness,P1,общих играбельных слов 4; пулы 8 и 16
crop,grasses,do_not_pair,derived,4,barley | corn | rice | wheat,P0,общих играбельных слов 4; пулы 6 и 14
crops,flour,do_not_pair,derived,4,barley | oat | rye | wheat,P0,общих играбельных слов 4; пулы 18 и 4
crops,soup_ingredients,do_not_pair,derived,4,barley | corn | potato | rice,P1,общих играбельных слов 4; пулы 18 и 25
crown,king,do_not_pair,derived,4,majesty | royal | scepter | throne,P1,общих играбельных слов 4; пулы 17 и 10
crown,monarch,do_not_pair,derived,4,czar | emperor | king | sultan,P0,общих играбельных слов 4; пулы 17 и 4
crustacean,crustaceans,do_not_pair,derived,4,crab | krill | lobster | shrimp,P0,общих играбельных слов 4; пулы 4 и 11
crustaceans,ocean_animals,do_not_pair,derived,4,barnacle | crab | lobster | shrimp,P1,общих играбельных слов 4; пулы 11 и 25
crypto,cryptocurrency,do_not_pair,derived,4,bitcoin | ethereum | hash | litecoin,P1,общих играбельных слов 4; пулы 7 и 15
crystalline_structures,minerals,do_not_pair,derived,4,calcite | fluorite | pyrite | quartz,P0,общих играбельных слов 4; пулы 4 и 19
crystals,gems,do_not_pair,derived,4,amethyst | emerald | ruby | sapphire,P1,общих играбельных слов 4; пулы 7 и 11
crystals,jewelry_stones,do_not_pair,derived,4,amethyst | emerald | ruby | sapphire,P1,общих играбельных слов 4; пулы 7 и 15
crystals_and_gems,gemstones,do_not_pair,derived,4,amethyst | pearl | quartz | topaz,P0,общих играбельных слов 4; пулы 4 и 21
cuisine,nationalities,do_not_pair,derived,4,chinese | indian | italian | mexican,P0,общих играбельных слов 4; пулы 4 и 20
cured_meats,meat,do_not_pair,derived,4,bacon | chorizo | ham | sausage,P1,общих играбельных слов 4; пулы 14 и 12
currency,money_words,do_not_pair,derived,4,coin | credit | dollar | euro,P1,общих играбельных слов 4; пулы 8 и 34
cushions_padding,padding,do_not_pair,derived,4,cushion | foam | mattress | pillow,P0,общих играбельных слов 4; пулы 4 и 4
cutting_tools,sharp_edge,do_not_pair,derived,4,blade | knife | razor | saw,P0,общих играбельных слов 4; пулы 16 и 4
daily_meals,meals_of_the_day,do_not_pair,derived,4,breakfast | brunch | dinner | lunch,P0,общих играбельных слов 4; пулы 4 и 7
daily_routines,day_cycle,do_not_pair,derived,4,evening | morning | night | noon,P0,общих играбельных слов 4; пулы 4 и 4
daily_routines,days_and_parts_of_day,do_not_pair,derived,4,evening | morning | night | noon,P0,общих играбельных слов 4; пулы 4 и 18
dairy,things_in_a_fridge,do_not_pair,derived,4,butter | cheese | milk | yogurt,P0,общих играбельных слов 4; пулы 5 и 11
dairy_products,dairy_words,do_not_pair,derived,4,cheese | cream | curd | milk,P1,общих играбельных слов 4; пулы 20 и 14
dairy_products,things_that_melt,do_not_pair,derived,4,butter | cheese | gelato | ice cream,P1,общих играбельных слов 4; пулы 20 и 18
dance,dance_styles,do_not_pair,derived,4,ballet | ballroom | flamenco | salsa,P1,общих играбельных слов 4; пулы 8 и 19
dance_styles,latin_dances,do_not_pair,derived,4,rumba | salsa | samba | tango,P0,общих играбельных слов 4; пулы 19 и 4
dance_styles,paired_dance,do_not_pair,derived,4,cha cha | foxtrot | rumba | tango,P0,общих играбельных слов 4; пулы 19 и 4
darts,darts_words,do_not_pair,derived,4,bullseye | flight | target | throw,P0,общих играбельных слов 4; пулы 6 и 6
date_night_look,date_outfit,do_not_pair,derived,4,dress | hairstyle | makeup | perfume,P0,общих играбельных слов 4; пулы 5 и 4
day_cycle,days_and_parts_of_day,do_not_pair,derived,4,evening | morning | night | noon,P0,общих играбельных слов 4; пулы 4 и 18
daylight_phases,days_and_parts_of_day,do_not_pair,derived,4,dusk | sunrise | sunset | twilight,P0,общих играбельных слов 4; пулы 4 и 18
days_and_parts_of_day,days_of_the_week,do_not_pair,derived,4,friday | monday | sunday | tuesday,P0,общих играбельных слов 4; пулы 18 и 4
days_and_parts_of_day,parts_of_the_day,do_not_pair,derived,4,dawn | dusk | night | noon,P0,общих играбельных слов 4; пулы 18 и 4
days_and_parts_of_day,time_of_day,do_not_pair,derived,4,dawn | dusk | midnight | noon,P0,общих играбельных слов 4; пулы 18 и 4
days_and_parts_of_day,weekdays,do_not_pair,derived,4,friday | monday | thursday | tuesday,P0,общих играбельных слов 4; пулы 18 и 4
decorative_things,living_room_things,do_not_pair,derived,4,curtain | painting | rug | vase,P1,общих играбельных слов 4; пулы 18 и 20
decorative_things,party_things,do_not_pair,derived,4,balloon | banner | candle | streamer,P1,общих играбельных слов 4; пулы 18 и 22
deep_fried,deep_fried_food,do_not_pair,derived,4,falafel | katsu | samosa | schnitzel,P0,общих играбельных слов 4; пулы 8 и 4
deep_space_objects,space_objects,do_not_pair,derived,4,black hole | nebula | pulsar | quasar,P0,общих играбельных слов 4; пулы 4 и 20
dental_words,dentist,do_not_pair,derived,4,cavity | filling | floss | root canal,P1,общих играбельных слов 4; пулы 18 и 11
desert_animal,desert_animals,do_not_pair,derived,4,camel | meerkat | scorpion | snake,P0,общих играбельных слов 4; пулы 4 и 6
desert_animals,desert_things,do_not_pair,derived,4,camel | lizard | scorpion | snake,P0,общих играбельных слов 4; пулы 6 и 18
dessert,sweet,do_not_pair,derived,4,cake | candy | donut | tiramisu,P1,общих играбельных слов 4; пулы 18 и 10
dessert,treats,do_not_pair,derived,4,brownie | cupcake | donut | fudge,P0,общих играбельных слов 4; пулы 18 и 4
dessert_ingredients,pie_ingredients,do_not_pair,derived,4,butter | flour | sugar | vanilla,P0,общих играбельных слов 4; пулы 4 и 25
dessert_toppings,sticky_things,do_not_pair,derived,4,caramel | frosting | marshmallow | syrup,P1,общих играбельных слов 4; пулы 14 и 22
dessert_toppings,toppings_and_garnish,do_not_pair,derived,4,cherry | powdered sugar | sprinkles | whipped cream,P1,общих играбельных слов 4; пулы 14 и 15
desserts,french_dishes,do_not_pair,derived,4,eclair | macaron | mousse | souffle,P1,общих играбельных слов 4; пулы 31 и 18
desserts,frozen_foods,do_not_pair,derived,4,berries | ice cream | popsicle | sorbet,P1,общих играбельных слов 4; пулы 31 и 18
desserts,things_that_melt,do_not_pair,derived,4,gelato | ice | ice cream | popsicle,P1,общих играбельных слов 4; пулы 31 и 18
desserts,treats,do_not_pair,derived,4,brownie | cupcake | donut | fudge,P0,общих играбельных слов 4; пулы 31 и 4
detective_procedures,forensic_evidence,do_not_pair,derived,4,ballistics | dna | fingerprint | toxicology,P0,общих играбельных слов 4; пулы 14 и 4
detective_procedures,forensics,do_not_pair,derived,4,autopsy | dna | fingerprint | lab,P0,общих играбельных слов 4; пулы 14 и 4
detective_words,detective_work,do_not_pair,derived,4,clue | evidence | suspect | witness,P1,общих играбельных слов 4; пулы 16 и 9
detective_words,interrogation,do_not_pair,derived,4,alibi | motive | suspect | witness,P0,общих играбельных слов 4; пулы 16 и 4
detective_work,investigation,do_not_pair,derived,4,clue | evidence | suspect | witness,P1,общих играбельных слов 4; пулы 9 и 10
development_methodology,project_methodologies,do_not_pair,derived,4,agile | kanban | scrum | waterfall,P0,общих играбельных слов 4; пулы 6 и 4
diamond,diamond_quality,do_not_pair,derived,4,carat | clarity | color | cut,P0,общих играбельных слов 4; пулы 13 и 4
diamond,diamond_quality_factors,do_not_pair,derived,4,carat | clarity | color | cut,P0,общих играбельных слов 4; пулы 13 и 4
diamond_quality,diamond_quality_factors,do_not_pair,derived,4,carat | clarity | color | cut,P0,общих играбельных слов 4; пулы 4 и 4
digestive_system,internal_organs,do_not_pair,derived,4,esophagus | intestine | liver | stomach,P0,общих играбельных слов 4; пулы 4 и 20
digital_file_types,digital_files,do_not_pair,derived,4,docx | jpeg | mp3 | pdf,P0,общих играбельных слов 4; пулы 4 и 4
dinner_courses,restaurant_courses,do_not_pair,derived,4,appetizer | dessert | entree | salad,P0,общих играбельных слов 4; пулы 4 и 6
dinosaur,dinosaurs,do_not_pair,derived,4,pterodactyl | stegosaurus | t rex | velociraptor,P0,общих играбельных слов 4; пулы 4 и 12
dinosaur_types,dinosaurs,do_not_pair,derived,4,stegosaurus | t rex | triceratops | velociraptor,P0,общих играбельных слов 4; пулы 4 и 12
direction,directions,do_not_pair,derived,4,back | east | left | north,P0,общих играбельных слов 4; пулы 4 и 21
directions,map_words,do_not_pair,derived,4,east | north | south | west,P1,общих играбельных слов 4; пулы 21 и 23
directions,opposites,do_not_pair,derived,4,down | far | near | up,P1,общих играбельных слов 4; пулы 21 и 26
disease,illnesses,do_not_pair,derived,4,asthma | diabetes | flu | measles,P1,общих играбельных слов 4; пулы 7 и 19
dishes_and_glassware,table_setting,do_not_pair,derived,4,bowl | cup | glass | plate,P1,общих играбельных слов 4; пулы 22 и 8
disney_characters,fairy_tales,do_not_pair,derived,4,cinderella | pinocchio | rapunzel | snow white,P1,общих играбельных слов 4; пулы 24 и 19
dissolved_minerals,vitamins_and_minerals,do_not_pair,derived,4,calcium | magnesium | potassium | sodium,P0,общих играбельных слов 4; пулы 4 и 15
distilled_spirits,spirits,do_not_pair,derived,4,gin | rum | vodka | whiskey,P0,общих играбельных слов 4; пулы 4 и 4
diving_gear,scuba_diving_equipment,do_not_pair,derived,4,fins | mask | regulator | wetsuit,P0,общих играбельных слов 4; пулы 15 и 4
doctor,kinds_of_doctors,do_not_pair,derived,4,allergist | dentist | dietitian | surgeon,P0,общих играбельных слов 4; пулы 14 и 6
dog,dog_types,do_not_pair,derived,4,beagle | husky | labrador | poodle,P1,общих играбельных слов 4; пулы 13 и 7
dog_breeds,dog_breeds_more,do_not_pair,derived,4,dalmatian | pointer | vizsla | weimaraner,P1,общих играбельных слов 4; пулы 24 и 20
door,locksmith_words,do_not_pair,derived,4,hinge | keyhole | latch | lock,P1,общих играбельных слов 4; пулы 9 и 15
draft_animals,farm_animals,do_not_pair,derived,4,donkey | horse | mule | ox,P0,общих играбельных слов 4; пулы 4 и 20
draft_animals,livestock,do_not_pair,derived,4,donkey | horse | mule | ox,P0,общих играбельных слов 4; пулы 4 и 17
draft_animals,pack_animals,do_not_pair,derived,4,donkey | horse | mule | ox,P0,общих играбельных слов 4; пулы 4 и 16
dressings,salad_dressing,do_not_pair,derived,4,balsamic | caesar | ranch | vinaigrette,P0,общих играбельных слов 4; пулы 5 и 4
drinks,vending_machine_items,do_not_pair,derived,4,coffee | juice | soda | water,P1,общих играбельных слов 4; пулы 9 и 13
driving,on_the_road,do_not_pair,derived,4,brake | car | road | traffic,P0,общих играбельных слов 4; пулы 6 и 8
drum,drums,do_not_pair,derived,4,beat | snare | timpani | tom,P1,общих играбельных слов 4; пулы 7 и 7
dye,types_of_natural_dye,do_not_pair,derived,4,henna | indigo | madder | woad,P0,общих играбельных слов 4; пулы 4 и 4
earth,geography,do_not_pair,derived,4,desert | forest | mountain | ocean,P1,общих играбельных слов 4; пулы 19 и 7
earth,landforms,do_not_pair,derived,4,desert | mountain | mountains | ocean,P1,общих играбельных слов 4; пулы 19 и 33
earth,nature,do_not_pair,derived,4,desert | forest | mountain | ocean,P1,общих играбельных слов 4; пулы 19 и 19
east_europe,european_countries,do_not_pair,derived,4,bulgaria | croatia | romania | serbia,P0,общих играбельных слов 4; пулы 4 и 25
economic_system_types,economic_systems,do_not_pair,derived,4,capitalism | communism | feudalism | socialism,P0,общих играбельных слов 4; пулы 4 и 5
education,in_the_classroom,do_not_pair,derived,4,exam | homework | lesson | student,P0,общих играбельных слов 4; пулы 12 и 6
egg,egg_styles,do_not_pair,derived,4,boiled | fried | poached | scrambled,P0,общих играбельных слов 4; пулы 12 и 4
egg_dishes,egg_style,do_not_pair,derived,4,fried | over easy | poached | scrambled,P0,общих играбельных слов 4; пулы 14 и 4
egg_dishes,egg_styles,do_not_pair,derived,4,boiled | fried | poached | scrambled,P0,общих играбельных слов 4; пулы 14 и 4
egypt_things,pharaoh,do_not_pair,derived,4,nile | obelisk | sphinx | tomb,P0,общих играбельных слов 4; пулы 15 и 4
egyptian_gods,egyptian_mythology,do_not_pair,derived,4,anubis | horus | osiris | ra,P0,общих играбельных слов 4; пулы 4 и 4
electric,electricity_words,do_not_pair,derived,4,outlet | shock | watt | wire,P1,общих играбельных слов 4; пулы 8 и 18
electricity,electricity_words,do_not_pair,derived,4,battery | voltage | watt | wire,P1,общих играбельных слов 4; пулы 9 и 18
electronic_devices,gadgets,do_not_pair,derived,4,headphones | laptop | smartphone | tablet,P0,общих играбельных слов 4; пулы 4 и 22
element,elemental_powers,do_not_pair,derived,4,air | earth | fire | water,P0,общих играбельных слов 4; пулы 7 и 4
element,elements_of_nature,do_not_pair,derived,4,air | earth | fire | water,P1,общих играбельных слов 4; пулы 7 и 8
elemental_powers,elements,do_not_pair,derived,4,air | earth | fire | water,P0,общих играбельных слов 4; пулы 4 и 24
