quartet_key,category_key,tier,review_state,solver_state,difficulty,words,note
kitchen_sounds__3,kitchen_sounds,normal,auto_validated,unique,0.411,whisk | hiss | sizzle | clatter,четвёрка однозначна: другой категории с этими четырьмя словами нет
kitchen_tools__1,kitchen_tools,normal,auto_validated,unique,0.128,plate#plate_dish | cutting board | knife | pot,четвёрка однозначна: другой категории с этими четырьмя словами нет
kitchen_tools__2,kitchen_tools,normal,auto_validated,unique,0.142,pan | rolling pin | fork | measuring cup,четвёрка однозначна: другой категории с этими четырьмя словами нет
kitchen_tools__3,kitchen_tools,normal,auto_validated,unique,0.159,opener | spoon | timer | mixer,четвёрка однозначна: другой категории с этими четырьмя словами нет
knights_and_armor__1,knights_and_armor,normal,auto_validated,unique,0.231,horse | sword | shield | banner,четвёрка однозначна: другой категории с этими четырьмя словами нет
knights_and_armor__2,knights_and_armor,normal,auto_validated,unique,0.25,helmet | armor | lance | saddle,четвёрка однозначна: другой категории с этими четырьмя словами нет
knights_and_armor__3,knights_and_armor,normal,auto_validated,unique,0.266,crest | spur | dagger | squire,четвёрка однозначна: другой категории с этими четырьмя словами нет
knitting_words__1,knitting_words,normal,auto_validated,unique,0.313,ball#ball_sphere | cast on | row | pattern,четвёрка однозначна: другой категории с этими четырьмя словами нет
knitting_words__2,knitting_words,normal,auto_validated,unique,0.34,loop | gauge | needle#needle_sewing | marker,четвёрка однозначна: другой категории с этими четырьмя словами нет
knitting_words__3,knitting_words,normal,auto_validated,unique,0.37,bind off | stitch | yarn | purl,четвёрка однозначна: другой категории с этими четырьмя словами нет
knots__1,knots,normal,auto_validated,unique,0.376,figure eight | sheet bend | square knot | slip knot,четвёрка однозначна: другой категории с этими четырьмя словами нет
knots__2,knots,normal,auto_validated,unique,0.403,half hitch | granny knot | timber hitch | fisherman knot,четвёрка однозначна: другой категории с этими четырьмя словами нет
lab_actions__1,lab_actions,normal,auto_validated,unique,0.262,record | test | heat | mix,четвёрка однозначна: другой категории с этими четырьмя словами нет
lab_actions__2,lab_actions,normal,auto_validated,unique,0.276,measure | sample | compare | filter,четвёрка однозначна: другой категории с этими четырьмя словами нет
lab_actions__3,lab_actions,normal,auto_validated,unique,0.293,freeze | predict | observe | weigh,четвёрка однозначна: другой категории с этими четырьмя словами нет
lab_equipment__1,lab_equipment,normal,auto_validated,unique,0.288,scale#scale_weigh | slide | test tube | rack,четвёрка однозначна: другой категории с этими четырьмя словами нет
lab_equipment__2,lab_equipment,normal,auto_validated,unique,0.32,magnet | burner | microscope | funnel,четвёрка однозначна: другой категории с этими четырьмя словами нет
lab_equipment__3,lab_equipment,normal,auto_validated,unique,0.33,clamp | goggles | flask | thermometer,четвёрка однозначна: другой категории с этими четырьмя словами нет
landforms__1,landforms,normal,auto_validated,unique,0.214,island | hill | mountain | valley,четвёрка однозначна: другой категории с этими четырьмя словами нет
landforms__2,landforms,normal,auto_validated,unique,0.236,plain | summit | cave | delta#delta_river,четвёрка однозначна: другой категории с этими четырьмя словами нет
landforms__3,landforms,normal,auto_validated,unique,0.243,ridge | basin | cliff | peninsula,четвёрка однозначна: другой категории с этими четырьмя словами нет
landscaping_words__1,landscaping_words,normal,auto_validated,unique,0.287,seed | stake | hedge | gravel,четвёрка однозначна: другой категории с этими четырьмя словами нет
landscaping_words__2,landscaping_words,normal,auto_validated,unique,0.317,fertilizer | blower | sod | mower,четвёрка однозначна: другой категории с этими четырьмя словами нет
landscaping_words__3,landscaping_words,normal,auto_validated,unique,0.328,planter | sprinkler | mulch | shears,четвёрка однозначна: другой категории с этими четырьмя словами нет
languages__1,languages,normal,auto_validated,unique,0.17,chinese | english | french | german,четвёрка однозначна: другой категории с этими четырьмя словами нет
languages__2,languages,normal,auto_validated,unique,0.177,russian | japanese | spanish | latin,четвёрка однозначна: другой категории с этими четырьмя словами нет
latin_american_countries__1,latin_american_countries,normal,auto_validated,unique,0.229,mexico | brazil | argentina | cuba,четвёрка однозначна: другой категории с этими четырьмя словами нет
latin_american_countries__2,latin_american_countries,normal,auto_validated,unique,0.248,chile | colombia | venezuela | peru,четвёрка однозначна: другой категории с этими четырьмя словами нет
latin_american_countries__3,latin_american_countries,normal,auto_validated,unique,0.259,panama | uruguay | ecuador | guatemala,четвёрка однозначна: другой категории с этими четырьмя словами нет
latin_phrases__1,latin_phrases,normal,auto_validated,unique,0.375,versus | agenda | per se | per capita,четвёрка однозначна: другой категории с этими четырьмя словами нет
latin_phrases__2,latin_phrases,normal,auto_validated,unique,0.397,status quo | alter ego | vice versa | ad hoc,четвёрка однозначна: другой категории с этими четырьмя словами нет
latin_phrases__3,latin_phrases,normal,auto_validated,unique,0.418,alma mater | quid pro quo | alibi | bona fide,четвёрка однозначна: другой категории с этими четырьмя словами нет
laundry_care__1,laundry_care,normal,auto_validated,unique,0.263,press#press_push | sort | dry | iron#iron_appliance,четвёрка однозначна: другой категории с этими четырьмя словами нет
laundry_care__2,laundry_care,normal,auto_validated,unique,0.274,hang | dry clean | steam | wash,четвёрка однозначна: другой категории с этими четырьмя словами нет
laundry_care__3,laundry_care,normal,auto_validated,unique,0.309,fold | soak | bleach | rinse,четвёрка однозначна: другой категории с этими четырьмя словами нет
laundry_things__1,laundry_things,normal,auto_validated,unique,0.208,iron#iron_appliance | basket | dryer | bleach,четвёрка однозначна: другой категории с этими четырьмя словами нет
laundry_things__2,laundry_things,normal,auto_validated,unique,0.233,dryer sheet | washer | starch | hamper,четвёрка однозначна: другой категории с этими четырьмя словами нет
laundry_things__3,laundry_things,normal,auto_validated,unique,0.242,hanger | detergent | ironing board | lint trap,четвёрка однозначна: другой категории с этими четырьмя словами нет
law_jobs__1,law_jobs,normal,auto_validated,unique,0.214,judge | attorney | lawyer | court reporter,четвёрка однозначна: другой категории с этими четырьмя словами нет
law_jobs__2,law_jobs,normal,auto_validated,unique,0.241,defender | clerk | prosecutor | marshal,четвёрка однозначна: другой категории с этими четырьмя словами нет
law_jobs__3,law_jobs,normal,auto_validated,unique,0.262,investigator | magistrate | mediator | notary,четвёрка однозначна: другой категории с этими четырьмя словами нет
leaf_shapes__1,leaf_shapes,normal,auto_validated,unique,0.376,stem | blade | bud | needle#needle_pine,четвёрка однозначна: другой категории с этими четырьмя словами нет
leaf_shapes__2,leaf_shapes,normal,auto_validated,unique,0.401,vein | canopy | stalk | evergreen,четвёрка однозначна: другой категории с этими четырьмя словами нет
leaf_shapes__3,leaf_shapes,normal,auto_validated,unique,0.414,foliage | lobe | sprout | deciduous,четвёрка однозначна: другой категории с этими четырьмя словами нет
leafy_greens__1,leafy_greens,normal,auto_validated,unique,0.284,cabbage | lettuce | spinach | parsley,четвёрка однозначна: другой категории с этими четырьмя словами нет
leafy_greens__2,leafy_greens,normal,auto_validated,unique,0.309,kale | chard | collard | romaine,четвёрка однозначна: другой категории с этими четырьмя словами нет
leafy_greens__3,leafy_greens,normal,auto_validated,unique,0.328,bok choy | watercress | arugula | endive,четвёрка однозначна: другой категории с этими четырьмя словами нет
learning_actions__1,learning_actions,normal,auto_validated,unique,0.21,listen | note#note_written | practice | question,четвёрка однозначна: другой категории с этими четырьмя словами нет
learning_actions__2,learning_actions,normal,auto_validated,unique,0.212,read | research | review | discuss,четвёрка однозначна: другой категории с этими четырьмя словами нет
learning_actions__3,learning_actions,normal,auto_validated,unique,0.233,write | solve | drill#drill_practice | outline,четвёрка однозначна: другой категории с этими четырьмя словами нет
legal_documents__1,legal_documents,normal,auto_validated,unique,0.254,contract | title | will | license,четвёрка однозначна: другой категории с этими четырьмя словами нет
legal_documents__2,legal_documents,normal,auto_validated,unique,0.276,certificate | petition | warrant | permit,четвёрка однозначна: другой категории с этими четырьмя словами нет
legal_documents__3,legal_documents,normal,auto_validated,unique,0.285,patent | lease | testament | deed,четвёрка однозначна: другой категории с этими четырьмя словами нет
legal_terms__1,legal_terms,normal,auto_validated,unique,0.349,hearing | appeal | motion | settlement,четвёрка однозначна: другой категории с этими четырьмя словами нет
legal_terms__2,legal_terms,normal,auto_validated,unique,0.377,testimony | verdict | plea | objection,четвёрка однозначна: другой категории с этими четырьмя словами нет
legal_terms__3,legal_terms,normal,auto_validated,unique,0.394,indictment | recess | deposition | injunction,четвёрка однозначна: другой категории с этими четырьмя словами нет
legendary_places__1,legendary_places,normal,auto_validated,unique,0.349,troy | eden | atlantis | olympus,четвёрка однозначна: другой категории с этими четырьмя словами нет
legendary_places__2,legendary_places,normal,auto_validated,unique,0.37,hades | avalon | el dorado | camelot,четвёрка однозначна: другой категории с этими четырьмя словами нет
legendary_places__3,legendary_places,normal,auto_validated,unique,0.383,valhalla | shangri-la | asgard | xanadu,четвёрка однозначна: другой категории с этими четырьмя словами нет
lettuce_and_greens__1,lettuce_and_greens,normal,auto_validated,unique,0.33,butter | red leaf | green leaf | spinach,четвёрка однозначна: другой категории с этими четырьмя словами нет
lettuce_and_greens__2,lettuce_and_greens,normal,auto_validated,unique,0.384,iceberg | romaine | watercress | arugula,четвёрка однозначна: другой категории с этими четырьмя словами нет
library_words__1,library_words,normal,auto_validated,unique,0.21,book | due date | fine | study room,четвёрка однозначна: другой категории с этими четырьмя словами нет
library_words__2,library_words,normal,auto_validated,unique,0.227,magazine | reference | silence | stack#stack_shelves,четвёрка однозначна: другой категории с этими четырьмя словами нет
library_words__3,library_words,normal,auto_validated,unique,0.249,shelf#shelf_furniture | archive | catalog | atlas#atlas_book,четвёрка однозначна: другой категории с этими четырьмя словами нет
life_stages__1,life_stages,normal,auto_validated,unique,0.17,baby | child | middle age | senior,четвёрка однозначна: другой категории с этими четырьмя словами нет
life_stages__2,life_stages,normal,auto_validated,unique,0.189,adult | youth | teenager | elder#elder_person,четвёрка однозначна: другой категории с этими четырьмя словами нет
life_stages__3,life_stages,normal,auto_validated,unique,0.215,infant | toddler | newborn | adolescent,четвёрка однозначна: другой категории с этими четырьмя словами нет
light_sources__1,light_sources,normal,auto_validated,unique,0.21,fire | match | star#star_space | sun,четвёрка однозначна: другой категории с этими четырьмя словами нет
light_sources__2,light_sources,normal,auto_validated,unique,0.227,screen#screen_display | moon | lightning | laser,четвёрка однозначна: другой категории с этими четырьмя словами нет
light_sources__3,light_sources,normal,auto_validated,unique,0.254,lamp | candle | torch | bulb,четвёрка однозначна: другой категории с этими четырьмя словами нет
light_things__1,light_things,normal,auto_validated,unique,0.281,hair | paper | thread | dust,четвёрка однозначна: другой категории с этими четырьмя словами нет
light_things__2,light_things,normal,auto_validated,unique,0.295,seed | cotton | tissue#tissue_paper | leaf,четвёрка однозначна: другой категории с этими четырьмя словами нет
lighting__1,lighting,normal,auto_validated,unique,0.202,track light | string lights | shade | ceiling fan,четвёрка однозначна: другой категории с этими четырьмя словами нет
lighting__2,lighting,normal,auto_validated,unique,0.221,lamp | spotlight | candle | fixture,четвёрка однозначна: другой категории с этими четырьмя словами нет
lighting__3,lighting,normal,auto_validated,unique,0.237,bulb | lantern | flashlight | chandelier,четвёрка однозначна: другой категории с этими четырьмя словами нет
liquids__1,liquids,normal,auto_validated,unique,0.172,oil#oil_cooking | water | coffee | tea,четвёрка однозначна: другой категории с этими четырьмя словами нет
liquids__2,liquids,normal,auto_validated,unique,0.185,milk | alcohol | paint | juice,четвёрка однозначна: другой категории с этими четырьмя словами нет
liquids__3,liquids,normal,auto_validated,unique,0.201,polish#polish_product | soap | ink | soda,четвёрка однозначна: другой категории с этими четырьмя словами нет
living_room_things__1,living_room_things,normal,auto_validated,unique,0.145,television | magazine | coffee table | painting,четвёрка однозначна: другой категории с этими четырьмя словами нет
living_room_things__2,living_room_things,normal,auto_validated,unique,0.158,speaker | clock | remote#remote_device | console,четвёрка однозначна: другой категории с этими четырьмя словами нет
living_room_things__3,living_room_things,normal,auto_validated,unique,0.175,blanket | lamp | curtain | sofa,четвёрка однозначна: другой категории с этими четырьмя словами нет
lizards__1,lizards,normal,auto_validated,unique,0.325,bearded dragon | chameleon | horned lizard | gecko,четвёрка однозначна: другой категории с этими четырьмя словами нет
lizards__2,lizards,normal,auto_validated,unique,0.338,gila monster | salamander | iguana | komodo dragon,четвёрка однозначна: другой категории с этими четырьмя словами нет
locksmith_words__1,locksmith_words,normal,auto_validated,unique,0.3,key#key_lock | safe | master key | chain,четвёрка однозначна: другой категории с этими четырьмя словами нет
locksmith_words__2,locksmith_words,normal,auto_validated,unique,0.321,combination | lock | bolt | cylinder,четвёрка однозначна: другой категории с этими четырьмя словами нет
locksmith_words__3,locksmith_words,normal,auto_validated,unique,0.37,latch | hinge | keypad | tumbler,четвёрка однозначна: другой категории с этими четырьмя словами нет
long_thin_things__1,long_thin_things,normal,auto_validated,unique,0.283,hair | wire | pole | snake,четвёрка однозначна: другой категории с этими четырьмя словами нет
long_thin_things__2,long_thin_things,normal,auto_validated,unique,0.3,arrow | rope | needle#needle_sewing | pencil,четвёрка однозначна: другой категории с этими четырьмя словами нет
long_thin_things__3,long_thin_things,normal,auto_validated,unique,0.31,ruler | ribbon | worm | cane,четвёрка однозначна: другой категории с этими четырьмя словами нет
loud_noises__1,loud_noises,normal,auto_validated,unique,0.271,crash | boom | bang | blast,четвёрка однозначна: другой категории с этими четырьмя словами нет
loud_noises__2,loud_noises,normal,auto_validated,unique,0.283,explosion | thunder | slam | clash,четвёрка однозначна: другой категории с этими четырьмя словами нет
loud_noises__3,loud_noises,normal,auto_validated,unique,0.315,roar | rumble | shatter | wail,четвёрка однозначна: другой категории с этими четырьмя словами нет
loud_things__1,loud_things,normal,auto_validated,unique,0.281,crowd | bell | speaker | alarm,четвёрка однозначна: другой категории с этими четырьмя словами нет
loud_things__2,loud_things,normal,auto_validated,unique,0.294,jet | explosion | horn#horn_sound | thunder,четвёрка однозначна: другой категории с этими четырьмя словами нет
loud_things__3,loud_things,normal,auto_validated,unique,0.306,drum | motorcycle | whistle | gunshot,четвёрка однозначна: другой категории с этими четырьмя словами нет
machine_sounds__1,machine_sounds,normal,auto_validated,unique,0.317,click | rev | buzz | grind,четвёрка однозначна: другой категории с этими четырьмя словами нет
machine_sounds__2,machine_sounds,normal,auto_validated,unique,0.343,roar | ding | hum | beep,четвёрка однозначна: другой категории с этими четырьмя словами нет
machine_sounds__3,machine_sounds,normal,auto_validated,unique,0.363,rattle#rattle_sound | whine | chug | screech,четвёрка однозначна: другой категории с этими четырьмя словами нет
magazines__1,magazines,normal,auto_validated,unique,0.25,business | news | science | sports,четвёрка однозначна: другой категории с этими четырьмя словами нет
magazines__2,magazines,normal,auto_validated,unique,0.255,trade | travel | fashion | cooking,четвёрка однозначна: другой категории с этими четырьмя словами нет
magazines__3,magazines,normal,auto_validated,unique,0.281,comic | teen | hobby | gossip,четвёрка однозначна: другой категории с этими четырьмя словами нет
magic_creatures__1,magic_creatures,normal,auto_validated,unique,0.213,witch | fairy | wizard | imp,четвёрка однозначна: другой категории с этими четырьмя словами нет
magic_creatures__2,magic_creatures,normal,auto_validated,unique,0.224,dwarf | troll | elf | brownie,четвёрка однозначна: другой категории с этими четырьмя словами нет
magic_creatures__3,magic_creatures,normal,auto_validated,unique,0.236,genie | goblin | gnome | sprite,четвёрка однозначна: другой категории с этими четырьмя словами нет
magic_objects__1,magic_objects,normal,auto_validated,unique,0.234,mirror | sword | crystal ball | charm,четвёрка однозначна: другой категории с этими четырьмя словами нет
magic_objects__2,magic_objects,normal,auto_validated,unique,0.255,magic carpet | lamp | cloak | wand,четвёрка однозначна: другой категории с этими четырьмя словами нет
magic_objects__3,magic_objects,normal,auto_validated,unique,0.281,potion | elixir | cauldron | talisman,четвёрка однозначна: другой категории с этими четырьмя словами нет
magic_tricks__1,magic_tricks,normal,auto_validated,unique,0.297,ball#ball_sphere | box | cup | ring#ring_circle,четвёрка однозначна: другой категории с этими четырьмя словами нет
magic_tricks__2,magic_tricks,normal,auto_validated,unique,0.322,hat | mirror | coin | thumb tip,четвёрка однозначна: другой категории с этими четырьмя словами нет
magic_words__1,magic_words,normal,auto_validated,unique,0.266,box | assistant | smoke | chain,четвёрка однозначна: другой категории с этими четырьмя словами нет
magic_words__2,magic_words,normal,auto_validated,unique,0.276,hat | mirror | top hat | trick,четвёрка однозначна: другой категории с этими четырьмя словами нет
magic_words__3,magic_words,normal,auto_validated,unique,0.286,deck | cape | coin | rope,четвёрка однозначна: другой категории с этими четырьмя словами нет
magnets_and_forces__1,magnets_and_forces,normal,auto_validated,unique,0.31,pressure | pull | push | lift,четвёрка однозначна: другой категории с этими четырьмя словами нет
magnets_and_forces__2,magnets_and_forces,normal,auto_validated,unique,0.336,drag | gravity | tension | thrust,четвёрка однозначна: другой категории с этими четырьмя словами нет
magnets_and_forces__3,magnets_and_forces,normal,auto_validated,unique,0.367,friction | torque | inertia | magnetism,четвёрка однозначна: другой категории с этими четырьмя словами нет
mail_words__1,mail_words,normal,auto_validated,unique,0.212,address | letter#letter_mail | post office | return address,четвёрка однозначна: другой категории с этими четырьмя словами нет
mail_words__2,mail_words,normal,auto_validated,unique,0.232,package | label | carrier | tracking,четвёрка однозначна: другой категории с этими четырьмя словами нет
mail_words__3,mail_words,normal,auto_validated,unique,0.252,stamp#stamp_postage | envelope | zip code | courier,четвёрка однозначна: другой категории с этими четырьмя словами нет
makeup__1,makeup,normal,auto_validated,unique,0.238,foundation#foundation_makeup | powder | setting spray | lipstick,четвёрка однозначна: другой категории с этими четырьмя словами нет
makeup__2,makeup,normal,auto_validated,unique,0.268,blush | primer | gloss | brow pencil,четвёрка однозначна: другой категории с этими четырьмя словами нет
makeup__3,makeup,normal,auto_validated,unique,0.282,mascara | eyeliner | eyeshadow | concealer,четвёрка однозначна: другой категории с этими четырьмя словами нет
manners__1,manners,normal,auto_validated,unique,0.25,may i | please | respect | sorry,четвёрка однозначна: другой категории с этими четырьмя словами нет
manners__2,manners,normal,auto_validated,unique,0.253,thank you | turn taking | waiting | listening,четвёрка однозначна: другой категории с этими четырьмя словами нет
manners__3,manners,normal,auto_validated,unique,0.271,sharing | excuse me | patience | apologize,четвёрка однозначна: другой категории с этими четырьмя словами нет
map_legend__1,map_legend,normal,auto_validated,unique,,symbol | scale#scale_ratio | contour | landforms,четвёрка однозначна: другой категории с этими четырьмя словами нет
map_words__1,map_words,normal,auto_validated,unique,0.21,east | key#key_legend | north | south,четвёрка однозначна: другой категории с этими четырьмя словами нет
map_words__2,map_words,normal,auto_validated,unique,0.215,west | scale#scale_ratio | border | route,четвёрка однозначна: другой категории с этими четырьмя словами нет
map_words__3,map_words,normal,auto_validated,unique,0.234,legend | symbol | globe | grid,четвёрка однозначна: другой категории с этими четырьмя словами нет
marsupials__1,marsupials,normal,auto_validated,unique,0.359,kangaroo | tasmanian devil | sugar glider | koala,четвёрка однозначна: другой категории с этими четырьмя словами нет
marsupials__2,marsupials,normal,auto_validated,unique,0.386,wallaby | wombat | bandicoot | opossum,четвёрка однозначна: другой категории с этими четырьмя словами нет
martial_arts__1,martial_arts,normal,auto_validated,unique,0.259,boxing | wrestling | fencing | karate,четвёрка однозначна: другой категории с этими четырьмя словами нет
martial_arts__2,martial_arts,normal,auto_validated,unique,0.287,kung fu | judo | sumo | kickboxing,четвёрка однозначна: другой категории с этими четырьмя словами нет
martial_arts__3,martial_arts,normal,auto_validated,unique,0.305,taekwondo | muay thai | aikido | kendo,четвёрка однозначна: другой категории с этими четырьмя словами нет
masonry_words__1,masonry_words,normal,auto_validated,unique,0.348,level | block#block_cube | stone | joint,четвёрка однозначна: другой категории с этими четырьмя словами нет
masonry_words__2,masonry_words,normal,auto_validated,unique,0.392,brick | cement | mortar | scaffold,четвёрка однозначна: другой категории с этими четырьмя словами нет
masonry_words__3,masonry_words,normal,auto_validated,unique,0.434,chisel | grout | wheelbarrow | trowel,четвёрка однозначна: другой категории с этими четырьмя словами нет
math_operations__1,math_operations,normal,auto_validated,unique,0.17,add | average | double | round#round_math,четвёрка однозначна: другой категории с этими четырьмя словами нет
math_operations__2,math_operations,normal,auto_validated,unique,0.179,count | square | factor | sum,четвёрка однозначна: другой категории с этими четырьмя словами нет
math_operations__3,math_operations,normal,auto_validated,unique,0.206,estimate | divide | calculate | cube,четвёрка однозначна: другой категории с этими четырьмя словами нет
math_words__1,math_words,normal,auto_validated,unique,0.21,area | average | percent | product,четвёрка однозначна: другой категории с этими четырьмя словами нет
math_words__2,math_words,normal,auto_validated,unique,0.223,prime | volume | angle | ratio,четвёрка однозначна: другой категории с этими четырьмя словами нет
math_words__3,math_words,normal,auto_validated,unique,0.238,sum | square root | variable | diameter,четвёрка однозначна: другой категории с этими четырьмя словами нет
measurement_devices__1,measurement_devices,normal,auto_validated,unique,0.293,scale#scale_weigh | meter | gauge | altimeter,четвёрка однозначна: другой категории с этими четырьмя словами нет
measurement_devices__2,measurement_devices,normal,auto_validated,unique,0.322,compass | thermometer | barometer | sundial,четвёрка однозначна: другой категории с этими четырьмя словами нет
measurement_devices__3,measurement_devices,normal,auto_validated,unique,0.349,speedometer | stopwatch | odometer | tachometer,четвёрка однозначна: другой категории с этими четырьмя словами нет
measuring_tools__1,measuring_tools,normal,auto_validated,unique,0.232,level | scale#scale_weigh | tape measure | meter,четвёрка однозначна: другой категории с этими четырьмя словами нет
measuring_tools__2,measuring_tools,normal,auto_validated,unique,0.256,measuring cup | gauge | ruler | compass,четвёрка однозначна: другой категории с этими четырьмя словами нет
measuring_tools__3,measuring_tools,normal,auto_validated,unique,0.296,thermometer | barometer | yardstick | caliper,четвёрка однозначна: другой категории с этими четырьмя словами нет
meats__1,meats,normal,auto_validated,unique,0.158,hot dog | chicken | turkey#turkey_meat | beef,четвёрка однозначна: другой категории с этими четырьмя словами нет
meats__2,meats,normal,auto_validated,unique,0.175,ground beef | liver | bacon | ham,четвёрка однозначна: другой категории с этими четырьмя словами нет
meats__3,meats,normal,auto_validated,unique,0.183,pork | lamb | steak | roast,четвёрка однозначна: другой категории с этими четырьмя словами нет
media_jobs__1,media_jobs,normal,auto_validated,unique,0.229,editor | producer | journalist | reporter,четвёрка однозначна: другой категории с этими четырьмя словами нет
media_jobs__2,media_jobs,normal,auto_validated,unique,0.243,photographer | publisher | anchor | critic,четвёрка однозначна: другой категории с этими четырьмя словами нет
media_jobs__3,media_jobs,normal,auto_validated,unique,0.258,blogger | correspondent | broadcaster | columnist,четвёрка однозначна: другой категории с этими четырьмя словами нет
medical_jobs__1,medical_jobs,normal,auto_validated,unique,0.158,doctor | nurse | surgeon | therapist,четвёрка однозначна: другой категории с этими четырьмя словами нет
medical_jobs__2,medical_jobs,normal,auto_validated,unique,0.184,vet | dentist | psychiatrist | orderly,четвёрка однозначна: другой категории с этими четырьмя словами нет
medical_jobs__3,medical_jobs,normal,auto_validated,unique,0.205,pharmacist | midwife | paramedic | pediatrician,четвёрка однозначна: другой категории с этими четырьмя словами нет
medical_procedures__1,medical_procedures,normal,auto_validated,unique,0.307,cast#cast_medical | surgery | x-ray | therapy,четвёрка однозначна: другой категории с этими четырьмя словами нет
medical_procedures__2,medical_procedures,normal,auto_validated,unique,0.333,screening | scan | injection | transplant,четвёрка однозначна: другой категории с этими четырьмя словами нет
medical_procedures__3,medical_procedures,normal,auto_validated,unique,0.352,vaccination | stitches | ultrasound | anesthesia,четвёрка однозначна: другой категории с этими четырьмя словами нет
medical_specialties__1,medical_specialties,normal,auto_validated,unique,0.341,surgery | pathology | psychiatry | anesthesia,четвёрка однозначна: другой категории с этими четырьмя словами нет
medical_specialties__2,medical_specialties,normal,auto_validated,unique,0.363,oncology | pediatrics | neurology | radiology,четвёрка однозначна: другой категории с этими четырьмя словами нет
medical_specialties__3,medical_specialties,normal,auto_validated,unique,0.372,immunology | cardiology | obstetrics | dermatology,четвёрка однозначна: другой категории с этими четырьмя словами нет
medical_tools__1,medical_tools,normal,auto_validated,unique,0.245,iv | monitor#monitor_medical | needle#needle_medical | clamp,четвёрка однозначна: другой категории с этими четырьмя словами нет
medical_tools__2,medical_tools,normal,auto_validated,unique,0.277,sling | syringe | catheter | thermometer,четвёрка однозначна: другой категории с этими четырьмя словами нет
medical_tools__3,medical_tools,normal,auto_validated,unique,0.29,gurney | ventilator | gauze | scalpel,четвёрка однозначна: другой категории с этими четырьмя словами нет
medicine_cabinet__1,medicine_cabinet,normal,auto_validated,unique,0.202,alcohol | ice pack | eye drops | vitamin,четвёрка однозначна: другой категории с этими четырьмя словами нет
medicine_cabinet__2,medicine_cabinet,normal,auto_validated,unique,0.242,cough syrup | aspirin | sunscreen | bandage,четвёрка однозначна: другой категории с этими четырьмя словами нет
medicine_cabinet__3,medicine_cabinet,normal,auto_validated,unique,0.258,thermometer | ointment | gauze | cotton swab,четвёрка однозначна: другой категории с этими четырьмя словами нет
medicine_forms__1,medicine_forms,normal,auto_validated,unique,0.267,drop | cream#cream_ointment | powder | patch,четвёрка однозначна: другой категории с этими четырьмя словами нет
medicine_forms__2,medicine_forms,normal,auto_validated,unique,0.284,spray | pill | tablet | injection,четвёрка однозначна: другой категории с этими четырьмя словами нет
medicine_forms__3,medicine_forms,normal,auto_validated,unique,0.304,gel | syrup | capsule | ointment,четвёрка однозначна: другой категории с этими четырьмя словами нет
melons_and_squash__1,melons_and_squash,normal,auto_validated,unique,0.306,pumpkin | spaghetti | watermelon | hubbard,четвёрка однозначна: другой категории с этими четырьмя словами нет
melons_and_squash__2,melons_and_squash,normal,auto_validated,unique,0.335,acorn | zucchini | butternut | cantaloupe,четвёрка однозначна: другой категории с этими четырьмя словами нет
metals__1,metals,normal,auto_validated,unique,0.173,gold | lead#lead_metal | silver | steel,четвёрка однозначна: другой категории с этими четырьмя словами нет
metals__2,metals,normal,auto_validated,unique,0.194,iron#iron_metal | copper | bronze | brass,четвёрка однозначна: другой категории с этими четырьмя словами нет
metals__3,metals,normal,auto_validated,unique,0.206,tin#tin_metal | aluminum | mercury#mercury_metal | platinum,четвёрка однозначна: другой категории с этими четырьмя словами нет
mexican_dishes__1,mexican_dishes,normal,auto_validated,unique,0.272,taco | salsa | burrito | nacho,четвёрка однозначна: другой категории с этими четырьмя словами нет
mexican_dishes__2,mexican_dishes,normal,auto_validated,unique,0.304,guacamole | queso | flan | tamale,четвёрка однозначна: другой категории с этими четырьмя словами нет
mexican_dishes__3,mexican_dishes,normal,auto_validated,unique,0.319,enchilada | quesadilla | churro | fajita,четвёрка однозначна: другой категории с этими четырьмя словами нет
microscope_things__1,microscope_things,normal,auto_validated,unique,0.313,cell#cell_body | dna | virus | bacteria,четвёрка однозначна: другой категории с этими четырьмя словами нет
microscope_things__2,microscope_things,normal,auto_validated,unique,0.342,particle | electron | atom | molecule,четвёрка однозначна: другой категории с этими четырьмя словами нет
microscope_things__3,microscope_things,normal,auto_validated,unique,0.365,pollen | germ | mite | dust mite,четвёрка однозначна: другой категории с этими четырьмя словами нет
middle_east_places__1,middle_east_places,normal,auto_validated,unique,0.303,israel | iran | jordan | iraq,четвёрка однозначна: другой категории с этими четырьмя словами нет
middle_east_places__2,middle_east_places,normal,auto_validated,unique,0.322,syria | jerusalem | lebanon | yemen,четвёрка однозначна: другой категории с этими четырьмя словами нет
middle_east_places__3,middle_east_places,normal,auto_validated,unique,0.34,qatar | baghdad | kuwait | tehran,четвёрка однозначна: другой категории с этими четырьмя словами нет
middle_eastern_dishes__1,middle_eastern_dishes,normal,auto_validated,unique,0.331,kebab | hummus | pita | falafel,четвёрка однозначна: другой категории с этими четырьмя словами нет
middle_eastern_dishes__2,middle_eastern_dishes,normal,auto_validated,unique,0.349,lentil soup | couscous | shawarma | tahini,четвёрка однозначна: другой категории с этими четырьмя словами нет
midwest_cities__1,midwest_cities,normal,auto_validated,unique,0.265,chicago | st louis | detroit | kansas city,четвёрка однозначна: другой категории с этими четырьмя словами нет
