priority,word,normalized,is_proper_noun,familiarity,category_count,theme_count,themes,categories,decision,note
P2,vest,vest,0,0.533,6,3,clothing | law | tools,clothing_items | police_things | safety_gear | things_with_pockets | things_you_button | work_uniforms,,
P2,whisper,whisper,0,0.534,6,3,actions | properties | sounds,nature_sounds | quiet_actions | quiet_sounds | quiet_things | scary_sounds | ways_of_speaking,,
P2,back,back,0,0.863,5,3,body | geography | language,body_parts | directions | words_after_horse | words_before_ground | words_before_light,,
P2,bean,bean,0,0.569,5,3,food | nature | plants,garden_plants | soup_ingredients | things_with_seeds | vegetables | vines,,
P2,blade,blade,0,0.599,5,3,plants | properties | tools,blades | cutting_tools | leaf_shapes | shiny_things | things_that_cut,,
P2,blueberry,blueberry,0,0.471,5,3,food | food_more | varieties,berries | berry_varieties | fruits | pie_ingredients | pie_types,,
P2,broth,broth,0,0.484,5,3,food | materials | world_food,hot_drinks | liquids | pantry_staples | soup_ingredients | soups,,
P2,cat,cat,0,0.683,5,3,animals | language | properties,farm_animals | pets | quiet_things | words_before_bird | words_before_fish,,
P2,clam,clam,0,0.46,5,3,animals | food | ocean,animals_with_shells | ocean_animals | seafood | shellfish | shells,,
P2,cuff,cuff,0,0.501,5,3,clothing | fashion | language,clothing_parts | sewing_patterns | sewing_words | things_you_button | words_after_hand,,
P2,curb,curb,0,0.541,5,3,geography | language | transport,city_words | parking_words | road_things | words_before_side | words_before_stone,,
P2,dog,dog,0,0.729,5,3,animals | animals_more | language,farm_animals | pack_animals | pets | words_before_fish | words_before_house,,
P2,drawer,drawer,0,0.54,5,3,fashion | home | tools,boxes_and_cases | storage_containers | things_that_open | things_with_handles | wardrobe_care,,
P2,ferry,ferry,0,0.574,5,3,history | transport | world_more,boats | things_that_carry_people | transportation_history | vehicles | world_transport,,
P2,frog,frog,0,0.556,5,3,animals | entertainment | properties,amphibians_and_bugs | green_things | jungle_animals | pond_animals | storybook_characters,,
P2,frost,frost,0,0.564,5,3,nature | nature_more | properties,cold_things | seasons_and_nature | seasons_winter | water_states | weather_words,,
P2,frosting,frosting,0,0.436,5,3,food | food_more | properties,baking_ingredients | dessert_toppings | sticky_things | things_that_melt | things_you_spread,,
P2,gravity,gravity,0,0.601,5,3,science | space | transport,magnets_and_forces | solar_system_words | space_measurements | space_travel | things_in_the_sky_science,,
P2,high,high,0,0.821,5,3,culture | jargon | language,opposites | weather_forecast_terms | words_before_ball | words_before_ground | words_before_light,,
P2,hiss,hiss,0,0.436,5,3,actions | animals | sounds,animal_sounds | kitchen_sounds | onomatopoeia | water_sounds | ways_of_speaking,,
P2,iguana,iguana,0,0.391,5,3,animals | animals_more | species,exotic_pets | jungle_animals | lizards | pets | reptiles,,
P2,jar,jar,0,0.561,5,3,home | materials | misc,dishes_and_glassware | storage_containers | things_made_of_glass | things_that_open | things_you_recycle,,
P2,kettle,kettle,0,0.506,5,3,home | materials | tools,kitchen_appliances | things_made_of_metal | things_that_hold_water | things_that_plug_in | things_with_handles,,
P2,lion,lion,0,0.607,5,3,animals | culture | language,african_animals | flags_and_symbols | wild_cats | words_before_fish | zoo_animals,,
P2,mark,mark,1,0.721,5,3,language | lists | names,bible_books | biblical_names | short_names | words_after_book | words_after_water,,
P2,oat,oat,0,0.414,5,3,food | language | plants,baking_ingredients | crops | grains_and_beans | grasses | words_before_cake,,
P2,parsley,parsley,0,0.467,5,3,food | food_more | plants,herbs | leafy_greens | soup_ingredients | spices_and_herbs | toppings_and_garnish,,
P2,pilot,pilot,0,0.646,5,3,entertainment | jobs | transport,airport_words | jobs_that_wear_uniforms | sea_jobs | transport_jobs | tv_words,,
P2,pita,pita,0,0.429,5,3,food | food_more | world_food,bread_types | greek_dishes | middle_eastern_dishes | sandwich_breads | world_breads,,
P2,rabbit,rabbit,0,0.579,5,3,animals | entertainment | farming,farm_animals | livestock | magic_words | pest_control | pets,,
P2,radish,radish,0,0.397,5,3,food | language | properties,red_things | root_vegetables | salad_ingredients | vegetables | words_after_horse,,
P2,road,road,0,0.749,5,3,language | places | properties,streets_and_roads | striped_things | words_before_house | words_before_side | words_before_work,,
P2,silk,silk,0,0.587,5,3,clothing | materials | properties,fabric_types | fabrics | precious_materials | quiet_things | soft_things,,
P2,spaghetti,spaghetti,0,0.521,5,3,food | properties | varieties,italian_dishes | long_thin_things | melons_and_squash | pantry_staples | pasta_shapes,,
P2,splash,splash,0,0.55,5,3,actions | language | sounds,nature_sounds | onomatopoeia | water_actions | water_sounds | words_after_back,,
P2,spoon,spoon,0,0.554,5,3,hobbies | home | materials,collecting_hobbies | kitchen_tools | silverware | things_made_of_metal | things_made_of_wood,,
P2,storm,storm,1,0.666,5,3,language | media | nature,superheroes | weather_words | words_after_fire | words_after_rain | words_after_snow,,
P2,strap,strap,0,0.541,5,3,clothing | hobbies | materials,clothing_parts | music_practice | photography_hobby | shoe_parts | things_made_of_leather,,
P2,swan,swan,0,0.549,5,3,animals | animals_more | properties,birds | flying_animals | pond_animals | waterfowl | white_things,,
P2,sweater,sweater,0,0.54,5,3,clothing | nature_more | properties,clothing_items | seasons_fall | things_that_shrink | things_you_button | winter_clothing,,
P2,tape measure,tape measure,0,0.604,5,3,misc | tools | trades,hand_tools | measuring_tools | sewing_supplies | tailor_words | things_in_a_toolbox,,
P2,tortoise,tortoise,0,0.466,5,3,animals | animals_more | properties,animals_with_shells | exotic_pets | reptiles | slow_things | turtles_and_tortoises,,
P2,tray,tray,0,0.536,5,3,home | tools | trades,baker_words | boxes_and_cases | dishes_and_glassware | painting_supplies | painting_trade,,
P2,wheat,wheat,0,0.573,5,3,food | food_more | plants,bread_types | crops | grains_and_beans | grasses | sandwich_breads,,
P2,window,window,0,0.686,5,3,home | materials | properties,parts_of_a_house | square_things | things_made_of_glass | things_that_open | transparent_things,,
P2,witness,witness,0,0.646,5,3,business | law | people,courtroom_things | crowd_words | detective_words | insurance_and_legal | people_in_a_story,,
P2,zebra,zebra,0,0.486,5,3,animals | animals_more | properties,african_animals | antelope_and_grazers | spotted_and_striped | striped_things | zoo_animals,,
P2,air,air,0,0.767,4,3,language | materials | properties,insulating_materials | transparent_things | words_before_bag | words_before_line,,
P2,aluminum,aluminum,0,0.573,4,3,lists | materials | science,building_materials | elements_more | metals | recycled_materials,,
P2,aphid,aphid,0,0.341,4,3,animals | farming | nature_species,garden_bugs | insects | pest_control | pests,,
P2,Aspen,aspen,1,0.49,4,3,cities | names | nature,nature_names | place_names_as_names | resort_towns | trees,,
P2,bagel,bagel,0,0.454,4,3,food | food_more | properties,bread_types | breakfast_foods | round_things | sandwich_breads,,
P2,baking soda,baking soda,0,0.524,4,3,food | materials | science,baking_ingredients | experiments | pantry_staples | powders,,
P2,barnacle,barnacle,0,0.364,4,3,animals | animals_more | ocean,animals_with_shells | crustaceans | ocean_animals | shellfish,,
P2,blossom,blossom,0,0.517,4,3,farming | nature | nature_more,flower_parts | orchard_words | seasons_and_nature | seasons_spring,,
P2,boulder,boulder,0,0.53,4,3,nature | nature_more | properties,heavy_things | mountain_things | rock_formations | rocks_and_minerals,,
P2,bowl,bowl,0,0.661,4,3,art | home | sports_world,dishes_and_glassware | pet_supplies | pottery_words | skateboarding,,
P2,brake,brake,0,0.564,4,3,actions | sports | transport,car_parts | cycling_words | driving_actions | parts_of_a_bike,,
P2,brisket,brisket,0,0.41,4,3,food | food_more | trades,bbq_foods | butcher_words | cuts_of_meat | meats,,
P2,bruise,bruise,0,0.454,4,3,body | medicine | sports_world,injuries | sports_injuries | symptoms | things_that_hurt,,
P2,buckle,buckle,0,0.5,4,3,actions | clothing | tools,clothing_parts | fasteners | joining_actions | shoe_parts,,
P2,buffer,buffer,0,0.54,4,3,fashion | tools | trades,beauty_tools | cleaning_trade | nail_words | power_tools,,
P2,bun,bun,0,0.509,4,3,body | fashion | food,bbq_foods | bread_types | hair_words | hairstyles,,
P2,campfire,campfire,0,0.443,4,3,geography | nature | properties,hot_places | hot_things | light_sources | national_parks,,
P2,canary,canary,0,0.491,4,3,animals | properties | species,birds | pets | songbirds | yellow_things,,
P2,canteen,canteen,0,0.453,4,3,hobbies | home | law,camping_gear | hiking_words | military_things | things_that_hold_water,,
P2,canyon,canyon,0,0.566,4,3,geography | nature | nature_more,desert_things | erosion_words | landforms | national_parks,,
P2,carton,carton,0,0.456,4,3,home | materials | misc,recycled_materials | storage_containers | things_made_of_paper | things_you_recycle,,
P2,cement,cement,0,0.563,4,3,materials | tools | trades,adhesives | building_materials | masonry_words | powders,,
P2,chapel,chapel,0,0.576,4,3,history | places | religion,castle_things | monastery_life | places_of_worship | rooms_in_public_buildings,,
P2,chips,chips,0,0.601,4,3,food | food_more | misc,bbq_foods | potato_dishes | snack_foods | vending_machine_items,,
P2,church,church,0,0.737,4,3,geography | places | religion,kinds_of_buildings | places_of_worship | quiet_places | town_places,,
P2,churro,churro,0,0.311,4,3,food | world_food | world_more,mexican_dishes | spanish_dishes | street_food | world_breakfasts,,
P2,clip,clip,0,0.609,4,3,actions | language | tools,fasteners | joining_actions | office_supplies | words_before_board,,
P2,cocoa,cocoa,0,0.52,4,3,food | materials | plants,baking_ingredients | hot_drinks | powders | tropical_plants,,
P2,coconut,coconut,0,0.554,4,3,food | food_more | plants,dessert_toppings | fruit_trees | pie_ingredients | tropical_fruits,,
P2,colony,colony,0,0.589,4,3,animals | history | space,animal_groups | colonial_america | exploration_words | science_fiction_space,,
P2,confetti,confetti,0,0.433,4,3,entertainment | properties | time,birthday_things | light_things | new_year_things | party_things,,
P2,cookie,cookie,0,0.581,4,3,food | properties | technology,desserts | internet_words | round_things | snack_foods,,
P2,counselor,counselor,0,0.541,4,3,education | jobs | medicine,people_who_help | school_jobs | school_people | therapy_words,,
P2,credit,credit,0,0.714,4,3,business | education | jargon,accounting_words | college_words | grades_and_marks | money_words,,
P2,crepe,crepe,0,0.41,4,3,food_more | language | world_food,egg_and_dairy_dishes | french_dishes | street_food | words_before_paper,,
P2,crowd,crowd,0,0.671,4,3,people | properties | world_more,crowd_words | groups_of_people | loud_things | world_markets,,
P2,Cuba,cuba,1,0.59,4,3,geography | places | world_more,caribbean_places | island_nations | islands | latin_american_countries,,
P2,cufflinks,cufflinks,0,0.379,4,3,clothing | fashion | misc,accessories | fashion_accessories | formal_wear | things_that_come_in_pairs,,
P2,Daisy,daisy,1,0.54,4,3,names | nature | plants,flowers | garden_flowers_summer | nature_names | pet_names,,
P2,dark,dark,0,0.72,4,3,culture | descriptive | language,brightness_words | opposites | words_before_room | words_before_side,,
P2,deposit,deposit,0,0.606,4,3,actions | business | nature_more,banking_words | erosion_words | money_actions | money_words,,
P2,director,director,0,0.736,4,3,entertainment | jobs | media,creative_jobs | famous_job_titles | movie_roles | movie_words,,
P2,doorbell,doorbell,0,0.436,4,3,home | misc | technology,gadgets | home_electronics | things_that_ring | things_with_buttons,,
P2,drain,drain,0,0.581,4,3,actions | lists | trades,body_of_water_types | cooking_actions | plumbing_words | water_actions,,
P2,drone,drone,0,0.571,4,3,farming | technology | transport,aircraft | beekeeping | gadgets | robot_words,,
P2,easel,easel,0,0.383,4,3,art | education | tools,art_class_things | art_tools | classroom_things | painting_supplies,,
P2,elf,elf,0,0.521,4,3,entertainment | mythology | time,christmas_things | fantasy_creatures | magic_creatures | storybook_characters,,
P2,falcon,falcon,0,0.534,4,3,animals | properties | species,birds | birds_of_prey | fast_things | flying_animals,,
P2,felt,felt,0,0.733,4,3,hobbies | materials | trades,crafting_materials | fabric_types | insulating_materials | roofing_words,,
P2,flamingo,flamingo,0,0.437,4,3,animals | animals_more | world_more,birds | tropical_birds | wading_birds | zoo_animals,,
P2,flood,flood,0,0.62,4,3,actions | nature | nature_more,erosion_words | natural_disasters | water_actions | weather_actions,,
P2,front,front,0,0.754,4,3,jargon | language | science,weather_forecast_terms | weather_science | words_after_water | words_before_line,,
P2,galaxy,galaxy,0,0.611,4,3,nature_more | science | space,night_sky_things | science_fiction_space | space_objects | things_in_the_sky_science,,
P2,gale,gale,0,0.517,4,3,nature | nature_more | ocean,sea_weather | storms | weather_words | wind_words,,
P2,gondola,gondola,0,0.416,4,3,sports_world | transport | world_more,boats | skiing_words | things_that_carry_people | world_transport,,
P2,hanger,hanger,0,0.463,4,3,fashion | home | materials,bedroom_things | laundry_things | things_made_of_plastic | wardrobe_care,,
P2,hard,hard,0,0.79,4,3,culture | descriptive | language,difficulty_words | opposites | temperature_feel | words_before_ball,,
P2,hay,hay,0,0.559,4,3,farming | geography | plants,barn_things | crops | farm_products | things_on_a_farm,,
P2,hen,hen,0,0.509,4,3,animals | animals_more | language,animal_names_male_female | farm_animals | farm_bird_words | words_before_house,,
P2,hospital,hospital,0,0.724,4,3,geography | law | places,emergency_services | kinds_of_buildings | quiet_places | town_places,,
P2,house,house,0,0.816,4,3,language | law | places,government_branches | kinds_of_buildings | words_after_fire | words_before_work,,
P2,howl,howl,0,0.454,4,3,actions | animals | sounds,animal_sounds | nature_sounds | scary_sounds | ways_of_laughing,,
P2,husky,husky,1,0.47,4,3,animals | animals_more | brands,arctic_animals | dog_breeds | pack_animals | tool_brands,,
P2,iris,iris,0,0.537,4,3,body | nature | plants,face_parts | flowers | garden_flowers_spring | parts_of_the_eye,,
P2,jelly,jelly,0,0.539,4,3,food | food_more | language,candy_shapes | sandwich_fillings | things_you_spread | words_before_fish,,
P2,jet,jet,0,0.613,4,3,law | properties | transport,aircraft | fast_things | loud_things | military_things,,
P2,John,john,1,0.769,4,3,lists | names | people,bible_books | biblical_names | boys_names | short_names,,
P2,kick,kick,0,0.674,4,3,actions | body | skills,body_movements | dance_moves | self_defense_moves | sports_actions,,
P2,lamb,lamb,0,0.574,4,3,animals | food | nature_more,animal_babies | farm_animals | meats | seasons_spring,,
P2,lemonade,lemonade,0,0.491,4,3,food | food_more | nature_more,bbq_foods | cold_drinks | drink_mixers | seasons_summer,,
P2,Life,life,1,0.841,4,3,brands | entertainment | language,board_games | cereal_brands | words_before_line | words_before_time,,
P2,log,log,0,0.624,4,3,language | nature | ocean,navigation_tools | things_in_the_forest | words_after_back | words_before_book,,
P2,Madison,madison,1,0.596,4,3,names | people | places,girls_names | place_names_as_names | state_capitals | us_presidents,,
P2,meter,meter,0,0.584,4,3,technology | tools | transport,measurement_devices | measuring_tools | parking_words | things_measured_in_inches,,
P2,mist,mist,0,0.524,4,3,fashion | nature | science,perfume_words | states_of_matter | water_states | weather_words,,
P2,museum,museum,0,0.673,4,3,education | geography | places,field_trip_places | kinds_of_buildings | quiet_places | town_places,,
P2,mussel,mussel,0,0.391,4,3,animals | food | ocean,animals_with_shells | seafood | shellfish | shells,,
P2,orbit,orbit,0,0.576,4,3,science | space | transport,solar_system_words | space_measurements | space_travel | things_in_the_sky_science,,
P2,orca,orca,0,0.419,4,3,animals | ocean | species,arctic_animals | ocean_animals | sea_mammals | whale_types,,
P2,orchid,orchid,0,0.471,4,3,nature | plants | world_more,flowers | houseplants | tropical_flowers | tropical_plants,,
P2,pelican,pelican,0,0.439,4,3,animals | animals_more | ocean,birds | flying_animals | seabirds | waterfowl,,
P2,period,period,0,0.744,4,3,language | sports | sports_world,hockey_words | punctuation | wrestling_words | writing_words,,
P2,pharmacy,pharmacy,0,0.553,4,3,business | geography | medicine,hospital_departments | places_you_wait | store_types | town_places,,
P2,pickle,pickle,0,0.484,4,3,food | properties | world_food,bbq_foods | fermented_foods | green_things | sandwich_fillings,,
P2,plaster,plaster,0,0.504,4,3,actions | art | materials,building_actions | building_materials | pottery_words | sculpture_materials,,
P2,plow,plow,0,0.459,4,3,farming | geography | language,farm_machines | soil_words | things_on_a_farm | words_after_snow,,
P2,plunger,plunger,0,0.417,4,3,home | tools | trades,bathroom_items | cleaning_tools | plumbing_words | sewing_and_repair,,
P2,potato salad,potato salad,0,0.547,4,3,food | food_more | world_food,bbq_foods | german_dishes | potato_dishes | salads,,
P2,puddle,puddle,0,0.466,4,3,nature | nature_more | properties,animal_tracks_and_signs | seasons_spring | things_that_shrink | water_states,,
P2,python,python,0,0.54,4,3,animals | animals_more | species,exotic_pets | jungle_animals | reptiles | snakes,,
P2,quill,quill,0,0.444,4,3,animals | education | history,animal_coverings | colonial_america | time_capsule_things | writing_tools,,
P2,ramen,ramen,0,0.479,4,3,food | world_food | world_more,asian_dishes | japanese_dishes | soups | world_soups,,
P2,reed,reed,0,0.581,4,3,hobbies | nature | plants,grasses | music_practice | water_plants | wild_plants,,
P2,rooster,rooster,0,0.473,4,3,animals | animals_more | farming,animal_names_male_female | country_life | farm_animals | farm_bird_words,,
P2,routine,routine,0,0.624,4,3,entertainment | hobbies | sports_world,comedy_words | dance_class | gymnastics_events | training_words,,
P2,sangria,sangria,0,0.359,4,3,skills | world_food | world_more,cocktails | spanish_dishes | wines_and_drinks | world_teas_and_drinks,,
P2,scallop,scallop,0,0.393,4,3,animals | food | ocean,animals_with_shells | seafood | shellfish | shells,,
P2,shepherd,shepherd,1,0.557,4,3,animals | jobs | names_world,dog_breeds | farm_jobs | jobs_with_animals | nature_surnames,,
P2,sleet,sleet,0,0.404,4,3,actions | nature | properties,cold_things | water_states | weather_actions | weather_words,,
P2,slide,slide,0,0.614,4,3,actions | science | skills,carrying_actions | dance_moves | lab_equipment | ways_of_moving,,
P2,smock,smock,0,0.367,4,3,clothing | education | tools,art_class_things | kids_clothing | painting_supplies | work_uniforms,,
P2,soda,soda,0,0.577,4,3,food | materials | misc,cold_drinks | fast_food_items | liquids | vending_machine_items,,
P2,soft,soft,0,0.669,4,3,culture | descriptive | language,noise_adjectives | opposites | temperature_feel | words_before_ball,,
P2,souffle,souffle,0,0.324,4,3,food | jargon | world_food,desserts | egg_dishes | french_cooking_terms | french_dishes,,
P2,sourdough,sourdough,0,0.397,4,3,food | food_more | world_food,bread_types | fermented_foods | sandwich_breads | world_breads,,
P2,splint,splint,0,0.38,4,3,clothing | medicine | skills,first_aid | first_aid_actions | medical_tools | things_worn_on_hands,,
P2,split,split,0,0.664,4,3,actions | skills | sports_world,bowling_words | dance_moves | destroying_actions | gymnastics_events,,
P2,steel,steel,0,0.673,4,3,materials | properties | science,building_materials | hard_things | metals | recycled_materials,,
P2,stencil,stencil,0,0.406,4,3,education | tools | trades,art_class_things | art_supplies | painting_supplies | printing_words,,
P2,streamer,streamer,0,0.434,4,3,art | entertainment | time,birthday_things | decorative_things | new_year_things | party_things,,
P2,swing,swing,0,0.62,4,3,actions | entertainment | home,baby_things | dance_styles | music_genres | sports_actions,,
P2,tablet,tablet,0,0.579,4,3,medicine | science | technology,experiments | gadgets | medicine_forms | screens,,
P2,taco,taco,0,0.527,4,3,food | language | world_food,fast_food_items | mexican_dishes | street_food | words_before_sauce,,
P2,textbook,textbook,0,0.539,4,3,education | entertainment | media,book_genres | classroom_things | reading_material | school_supplies,,
P2,tongs,tongs,0,0.4,4,3,home | science | trades,baker_words | kitchen_tools | lab_equipment | silverware,,
P2,trough,trough,0,0.49,4,3,farming | geography | home,barn_things | ranch_words | things_on_a_farm | things_that_hold_water,,
P2,truck,truck,0,0.663,4,3,language | properties | transport,heavy_things | things_with_wheels | vehicles | words_after_fire,,
P2,typewriter,typewriter,0,0.466,4,3,education | history | technology,office_machines | things_with_screens_history | time_capsule_things | writing_tools,,
P2,up,up,0,0.913,4,3,culture | geography | language,directions | opposites | words_after_back | words_before_side,,
P2,vulture,vulture,0,0.454,4,3,animals | nature | species,african_animals | birds_of_prey | desert_things | flying_animals,,
P2,walrus,walrus,0,0.426,4,3,animals | animals_more | ocean,arctic_animals | ocean_animals | sea_mammals | seals_and_walruses,,
P2,wand,wand,0,0.496,4,3,entertainment | hobbies | mythology,magic_objects | magic_tricks | magic_words | wizards_and_spells,,
P2,washer,washer,0,0.477,4,3,home | tools | trades,fasteners | laundry_things | plumbing_words | sewing_and_repair,,
P2,weed,weed,0,0.61,4,3,actions | nature | plants,garden_actions | gardening_words | things_that_grow | wild_plants,,
P2,well,well,0,0.861,4,3,farming | geography | lists,body_of_water_types | country_life | irrigation | things_on_a_farm,,
P2,witch,witch,0,0.587,4,3,entertainment | mythology | time,halloween_things | magic_creatures | monsters | storybook_characters,,
P2,Zoom,zoom,1,0.547,4,3,business | jargon | technology,computer_actions | photography_terms | photography_words | tech_companies,,
