word,normalized,familiarity,sense_key,sense_definition,category_key,relation_type,status,semantic_status,gameplay_difficulty,fit,obviousness,risk_flags,reason
wagon,wagon,0.557,,,wild_west,found_in,approved,unreviewed,0.211,0.97,0.85,,Wagon is associated with the American Old West
binoculars,binoculars,0.443,,,birdwatching,used_in,approved,unreviewed,0.369,0.97,0.68,,Binoculars is used by a birdwatcher
bird bath,bird bath,0.603,,,birdwatching,used_in,approved,unreviewed,0.324,0.97,0.68,"[""multiword""]",Bird bath is used by a birdwatcher
birdhouse,birdhouse,0.331,,,birdwatching,used_in,approved,unreviewed,0.401,0.97,0.68,"[""obscure""]",Birdhouse is used by a birdwatcher
blind,blind,0.646,,,birdwatching,used_in,approved,unreviewed,0.311,0.97,0.68,,Blind is used by a birdwatcher
camera,camera,0.696,,,birdwatching,used_in,approved,unreviewed,0.297,0.97,0.68,,Camera is used by a birdwatcher
checklist,checklist,0.493,,,birdwatching,used_in,approved,unreviewed,0.355,0.97,0.68,,Checklist is used by a birdwatcher
feeder,feeder,0.494,,,birdwatching,used_in,approved,unreviewed,0.355,0.97,0.68,,Feeder is used by a birdwatcher
field guide,field guide,0.661,,,birdwatching,used_in,approved,unreviewed,0.307,0.97,0.68,"[""multiword""]",Field guide is used by a birdwatcher
notebook,notebook,0.534,,,birdwatching,used_in,approved,unreviewed,0.343,0.97,0.68,,Notebook is used by a birdwatcher
scope,scope,0.609,,,birdwatching,used_in,approved,unreviewed,0.322,0.97,0.68,,Scope is used by a birdwatcher
seed,seed,0.624,,,birdwatching,used_in,approved,unreviewed,0.318,0.97,0.68,,Seed is used by a birdwatcher
whistle,whistle,0.554,,,birdwatching,used_in,approved,unreviewed,0.338,0.97,0.68,,Whistle is used by a birdwatcher
card,card,0.72,card_playing,One of the printed cards used in games,board_game_pieces,is_a,alternative,unreviewed,0.25,0.97,0.75,,Card is a piece or part used in board games
board,board,0.749,board_game,The flat surface a game is played on,board_game_pieces,is_a,approved,unreviewed,0.25,0.97,0.75,,Board is a piece or part used in board games
chip,chip,0.616,,,board_game_pieces,is_a,approved,unreviewed,0.274,0.97,0.75,,Chip is a piece or part used in board games
cup,cup,0.73,,,board_game_pieces,is_a,approved,unreviewed,0.25,0.97,0.75,,Cup is a piece or part used in board games
dice,dice,0.537,dice_game,The small numbered cubes thrown in games,board_game_pieces,is_a,approved,unreviewed,0.297,0.97,0.75,,Dice is a piece or part used in board games
marker,marker,0.553,,,board_game_pieces,is_a,approved,unreviewed,0.292,0.97,0.75,,Marker is a piece or part used in board games
pawn,pawn,0.504,,,board_game_pieces,is_a,approved,unreviewed,0.306,0.97,0.75,,Pawn is a piece or part used in board games
rulebook,rulebook,0.381,,,board_game_pieces,is_a,approved,unreviewed,0.341,0.97,0.75,,Rulebook is a piece or part used in board games
spinner,spinner,0.48,,,board_game_pieces,is_a,approved,unreviewed,0.313,0.97,0.75,,Spinner is a piece or part used in board games
tile,tile,0.531,,,board_game_pieces,is_a,approved,unreviewed,0.298,0.97,0.75,,Tile is a piece or part used in board games
timer,timer,0.526,,,board_game_pieces,is_a,approved,unreviewed,0.3,0.97,0.75,,Timer is a piece or part used in board games
token,token,0.546,,,board_game_pieces,is_a,approved,unreviewed,0.294,0.97,0.75,,Token is a piece or part used in board games
scorepad,scorepad,,,,board_game_pieces,is_a,candidate,unreviewed,,0.97,0.75,"[""no_familiarity""]",Scorepad is a piece or part used in board games
meeple,meeple,0.169,,,board_game_pieces,is_a,rejected,unreviewed,0.402,0.97,0.75,"[""obscure""]",Meeple is a piece or part used in board games
backpack,backpack,0.54,,,camping_gear,used_in,approved,unreviewed,0.216,0.97,0.85,,Backpack is packed for a camping trip
bug spray,bug spray,0.556,,,camping_gear,used_in,approved,unreviewed,0.211,0.97,0.85,"[""multiword""]",Bug spray is packed for a camping trip
camp chair,camp chair,0.634,,,camping_gear,used_in,approved,unreviewed,0.189,0.97,0.85,"[""multiword""]",Camp chair is packed for a camping trip
campfire,campfire,0.443,,,camping_gear,used_in,approved,unreviewed,0.275,0.95,0.7,,campfire fits the category rule: Gear packed for a camping trip
canteen,canteen,0.453,,,camping_gear,used_in,approved,unreviewed,0.241,0.97,0.85,,Canteen is packed for a camping trip
compass,compass,0.534,,,camping_gear,used_in,approved,unreviewed,0.217,0.97,0.85,,Compass is packed for a camping trip
cooler,cooler,0.566,,,camping_gear,used_in,approved,unreviewed,0.208,0.97,0.85,,Cooler is packed for a camping trip
firewood,firewood,0.451,,,camping_gear,used_in,approved,unreviewed,0.241,0.97,0.85,,Firewood is packed for a camping trip
first aid kit,first aid kit,0.607,,,camping_gear,used_in,approved,unreviewed,0.197,0.97,0.85,"[""multiword""]",First aid kit is packed for a camping trip
flashlight,flashlight,0.494,,,camping_gear,used_in,approved,unreviewed,0.229,0.97,0.85,,Flashlight is packed for a camping trip
hatchet,hatchet,0.44,,,camping_gear,used_in,approved,unreviewed,0.244,0.97,0.85,,Hatchet is packed for a camping trip
lantern,lantern,0.516,,,camping_gear,used_in,approved,unreviewed,0.223,0.97,0.85,,Lantern is packed for a camping trip
map,map,0.68,,,camping_gear,used_in,approved,unreviewed,0.176,0.97,0.85,,Map is packed for a camping trip
marshmallow,marshmallow,0.45,,,camping_gear,used_in,approved,unreviewed,0.275,0.95,0.7,,marshmallow fits the category rule: Gear packed for a camping trip
matches,matches,0.656,,,camping_gear,used_in,approved,unreviewed,0.183,0.97,0.85,,Matches is packed for a camping trip
mess kit,mess kit,0.599,,,camping_gear,used_in,approved,unreviewed,0.199,0.97,0.85,"[""multiword""]",Mess kit is packed for a camping trip
rope,rope,0.58,,,camping_gear,used_in,approved,unreviewed,0.204,0.97,0.85,,Rope is packed for a camping trip
sleeping bag,sleeping bag,0.623,,,camping_gear,used_in,approved,unreviewed,0.192,0.97,0.85,"[""multiword""]",Sleeping bag is packed for a camping trip
stove,stove,0.53,,,camping_gear,used_in,approved,unreviewed,0.219,0.97,0.85,,Stove is packed for a camping trip
tarp,tarp,0.426,,,camping_gear,used_in,approved,unreviewed,0.248,0.97,0.85,,Tarp is packed for a camping trip
tent,tent,0.579,,,camping_gear,used_in,approved,unreviewed,0.205,0.97,0.85,,Tent is packed for a camping trip
thermos,thermos,0.379,,,camping_gear,used_in,approved,unreviewed,0.262,0.97,0.85,,Thermos is packed for a camping trip
paraffin,paraffin,0.39,,,candle_making,associated_with,approved,unreviewed,0.55,0.9,0.5,,paraffin belongs to making candles
scented,scented,0.471,,,candle_making,associated_with,approved,unreviewed,0.475,0.9,0.65,,scented belongs to making candles
taper,taper,0.471,,,candle_making,associated_with,approved,unreviewed,0.475,0.9,0.65,,taper belongs to making candles
wick,wick,0.477,,,candle_making,associated_with,approved,unreviewed,0.475,0.9,0.65,,wick belongs to making candles
clubs,clubs,0.644,,,card_suits,member_of_set,approved,unreviewed,0.2,0.95,0.85,,clubs is one of the four suits in a deck of cards
diamonds,diamonds,0.574,,,card_suits,member_of_set,approved,unreviewed,0.225,0.95,0.8,,diamonds is one of the four suits in a deck of cards
hearts,hearts,0.634,,,card_suits,member_of_set,approved,unreviewed,0.225,0.95,0.8,,hearts is one of the four suits in a deck of cards
spades,spades,0.449,,,card_suits,member_of_set,approved,unreviewed,0.225,0.95,0.8,,spades is one of the four suits in a deck of cards
board,board,0.749,board_game,The flat surface a game is played on,chess_words,found_in,alternative,unreviewed,0.25,0.97,0.75,,Board is a piece or move in chess
check,check,0.759,check_chess,A move that threatens the king,chess_words,found_in,alternative,unreviewed,0.25,0.97,0.75,,Check is a piece or move in chess
en passant,en passant,0.294,,,chess_words,found_in,alternative,unreviewed,0.366,0.97,0.75,"[""multiword"", ""obscure""]",En passant is a piece or move in chess
queen,queen,0.694,queen_card,A face card and a chess piece,chess_words,found_in,alternative,unreviewed,0.252,0.97,0.75,,Queen is a piece or move in chess
bishop,bishop,0.626,,,chess_words,found_in,approved,unreviewed,0.271,0.97,0.75,,Bishop is a piece or move in chess
capture,capture,0.631,,,chess_words,found_in,approved,unreviewed,0.27,0.97,0.75,,Capture is a piece or move in chess
castle,castle,0.636,,,chess_words,found_in,approved,unreviewed,0.268,0.97,0.75,,Castle is a piece or move in chess
checkmate,checkmate,0.426,,,chess_words,found_in,approved,unreviewed,0.328,0.97,0.75,,Checkmate is a piece or move in chess
gambit,gambit,0.443,,,chess_words,found_in,approved,unreviewed,0.323,0.97,0.75,,Gambit is a piece or move in chess
king,king,0.739,,,chess_words,found_in,approved,unreviewed,0.25,0.97,0.75,,King is a piece or move in chess
knight,knight,0.611,,,chess_words,found_in,approved,unreviewed,0.275,0.97,0.75,,Knight is a piece or move in chess
opening,opening,0.706,,,chess_words,found_in,approved,unreviewed,0.25,0.97,0.75,,Opening is a piece or move in chess
pawn,pawn,0.504,,,chess_words,found_in,approved,unreviewed,0.306,0.97,0.75,,Pawn is a piece or move in chess
promotion,promotion,0.63,,,chess_words,found_in,approved,unreviewed,0.27,0.97,0.75,,Promotion is a piece or move in chess
rook,rook,0.443,,,chess_words,found_in,approved,unreviewed,0.323,0.97,0.75,,Rook is a piece or move in chess
stalemate,stalemate,0.434,,,chess_words,found_in,approved,unreviewed,0.326,0.97,0.75,,Stalemate is a piece or move in chess
button,button,0.651,button_clothing,A small disc that fastens clothing,collecting_hobbies,is_a,alternative,unreviewed,0.224,0.97,0.8,,Button is collected as a hobby
card,card,0.72,card_playing,One of the printed cards used in games,collecting_hobbies,is_a,alternative,unreviewed,0.21,0.97,0.8,,Card is collected as a hobby
marble,marble,0.566,marble_toy,A small glass ball children play with,collecting_hobbies,is_a,alternative,unreviewed,0.248,0.97,0.8,,Marble is collected as a hobby
matchbook,matchbook,0.287,,,collecting_hobbies,is_a,alternative,unreviewed,0.328,0.97,0.8,"[""obscure""]",Matchbook is collected as a hobby
rock,rock,0.719,rock_stone,A hard lump of stone,collecting_hobbies,is_a,alternative,unreviewed,0.21,0.97,0.8,,Rock is collected as a hobby
autograph,autograph,0.499,,,collecting_hobbies,is_a,approved,unreviewed,0.267,0.97,0.8,,Autograph is collected as a hobby
badge,badge,0.574,,,collecting_hobbies,is_a,approved,unreviewed,0.246,0.97,0.8,,Badge is collected as a hobby
bottle cap,bottle cap,0.606,,,collecting_hobbies,is_a,approved,unreviewed,0.237,0.97,0.8,"[""multiword""]",Bottle cap is collected as a hobby
coin,coin,0.599,,,collecting_hobbies,is_a,approved,unreviewed,0.239,0.97,0.8,,Coin is collected as a hobby
comic,comic,0.631,,,collecting_hobbies,is_a,approved,unreviewed,0.23,0.97,0.8,,Comic is collected as a hobby
doll,doll,0.58,,,collecting_hobbies,is_a,approved,unreviewed,0.244,0.97,0.8,,Doll is collected as a hobby
figurine,figurine,0.407,,,collecting_hobbies,is_a,approved,unreviewed,0.294,0.97,0.8,,Figurine is collected as a hobby
magnet,magnet,0.533,,,collecting_hobbies,is_a,approved,unreviewed,0.258,0.97,0.8,,Magnet is collected as a hobby
postcard,postcard,0.491,,,collecting_hobbies,is_a,approved,unreviewed,0.27,0.97,0.8,,Postcard is collected as a hobby
record,record,0.744,,,collecting_hobbies,is_a,approved,unreviewed,0.21,0.97,0.8,,Record is collected as a hobby
shell,shell,0.627,,,collecting_hobbies,is_a,approved,unreviewed,0.231,0.97,0.8,,Shell is collected as a hobby
spoon,spoon,0.554,,,collecting_hobbies,is_a,approved,unreviewed,0.252,0.97,0.8,,Spoon is collected as a hobby
stamp,stamp,0.587,stamp_postage,A small printed square stuck on mail to pay postage,collecting_hobbies,is_a,approved,unreviewed,0.242,0.97,0.8,,Stamp is collected as a hobby
thimble,thimble,0.361,,,collecting_hobbies,is_a,approved,unreviewed,0.307,0.97,0.8,,Thimble is collected as a hobby
key,key,0.731,key_lock,A small metal object that opens a lock,collecting_hobbies,is_a,hard_only,unreviewed,0.21,0.97,0.8,,Key is collected as a hobby
sheet,sheet,0.629,sheet_pan,A flat metal tray used for baking,cooking_hobby,used_in,alternative,unreviewed,0.23,0.97,0.8,,Sheet is used by a home baker
sifter,sifter,0.284,,,cooking_hobby,used_in,alternative,unreviewed,0.329,0.97,0.8,"[""obscure""]",Sifter is used by a home baker
apron,apron,0.48,apron_garment,A cloth worn over the front of clothes to keep them clean,cooking_hobby,used_in,approved,unreviewed,0.273,0.97,0.8,,Apron is used by a home baker
cooling rack,cooling rack,0.524,,,cooking_hobby,used_in,approved,unreviewed,0.26,0.97,0.8,"[""multiword""]",Cooling rack is used by a home baker
cutter,cutter,0.529,,,cooking_hobby,used_in,approved,unreviewed,0.259,0.97,0.8,,Cutter is used by a home baker
measuring cup,measuring cup,0.576,,,cooking_hobby,used_in,approved,unreviewed,0.245,0.97,0.8,"[""multiword""]",Measuring cup is used by a home baker
mitt,mitt,0.476,,,cooking_hobby,used_in,approved,unreviewed,0.274,0.97,0.8,,Mitt is used by a home baker
mixing bowl,mixing bowl,0.571,,,cooking_hobby,used_in,approved,unreviewed,0.247,0.97,0.8,"[""multiword""]",Mixing bowl is used by a home baker
oven,oven,0.579,,,cooking_hobby,used_in,approved,unreviewed,0.245,0.97,0.8,,Oven is used by a home baker
piping bag,piping bag,0.486,,,cooking_hobby,used_in,approved,unreviewed,0.271,0.97,0.8,"[""multiword""]",Piping bag is used by a home baker
rolling pin,rolling pin,0.58,,,cooking_hobby,used_in,approved,unreviewed,0.244,0.97,0.8,"[""multiword""]",Rolling pin is used by a home baker
spatula,spatula,0.409,,,cooking_hobby,used_in,approved,unreviewed,0.293,0.97,0.8,,Spatula is used by a home baker
timer,timer,0.526,,,cooking_hobby,used_in,approved,unreviewed,0.26,0.97,0.8,,Timer is used by a home baker
whisk,whisk,0.444,,,cooking_hobby,used_in,approved,unreviewed,0.283,0.97,0.8,,Whisk is used by a home baker
mold,mold,0.539,mold_form,A hollow form that shapes a material,cooking_hobby,used_in,hard_only,unreviewed,0.256,0.97,0.8,,Mold is used by a home baker
scale,scale,0.69,scale_weigh,A device used to weigh things,cooking_hobby,used_in,hard_only,unreviewed,0.213,0.97,0.8,,Scale is used by a home baker
button,button,0.651,button_clothing,A small disc that fastens clothing,crafting_materials,made_of,alternative,unreviewed,0.224,0.97,0.8,,Button is a material used in craft projects
bead,bead,0.491,,,crafting_materials,made_of,approved,unreviewed,0.27,0.97,0.8,,Bead is a material used in craft projects
cardboard,cardboard,0.523,,,crafting_materials,made_of,approved,unreviewed,0.261,0.97,0.8,,Cardboard is a material used in craft projects
clay,clay,0.613,,,crafting_materials,made_of,approved,unreviewed,0.235,0.97,0.8,,Clay is a material used in craft projects
fabric,fabric,0.583,,,crafting_materials,made_of,approved,unreviewed,0.243,0.97,0.8,,Fabric is a material used in craft projects
felt,felt,0.733,,,crafting_materials,made_of,approved,unreviewed,0.21,0.97,0.8,,Felt is a material used in craft projects
foam,foam,0.54,,,crafting_materials,made_of,approved,unreviewed,0.256,0.97,0.8,,Foam is a material used in craft projects
glitter,glitter,0.509,,,crafting_materials,made_of,approved,unreviewed,0.265,0.97,0.8,,Glitter is a material used in craft projects
glue,glue,0.543,,,crafting_materials,made_of,approved,unreviewed,0.255,0.97,0.8,,Glue is a material used in craft projects
paint,paint,0.646,,,crafting_materials,made_of,approved,unreviewed,0.225,0.97,0.8,,Paint is a material used in craft projects
paper,paper,0.724,,,crafting_materials,made_of,approved,unreviewed,0.21,0.97,0.8,,Paper is a material used in craft projects
pipe cleaner,pipe cleaner,0.534,,,crafting_materials,made_of,approved,unreviewed,0.257,0.97,0.8,"[""multiword""]",Pipe cleaner is a material used in craft projects
popsicle stick,popsicle stick,0.401,,,crafting_materials,made_of,approved,unreviewed,0.295,0.97,0.8,"[""multiword""]",Popsicle stick is a material used in craft projects
ribbon,ribbon,0.544,,,crafting_materials,made_of,approved,unreviewed,0.255,0.97,0.8,,Ribbon is a material used in craft projects
sequin,sequin,0.366,,,crafting_materials,made_of,approved,unreviewed,0.305,0.97,0.8,,Sequin is a material used in craft projects
string,string,0.629,,,crafting_materials,made_of,approved,unreviewed,0.23,0.97,0.8,,String is a material used in craft projects
wire,wire,0.633,,,crafting_materials,made_of,approved,unreviewed,0.229,0.97,0.8,,Wire is a material used in craft projects
yarn,yarn,0.514,,,crafting_materials,made_of,approved,unreviewed,0.263,0.97,0.8,,Yarn is a material used in craft projects
barre,barre,0.44,,,dance_class,found_in,approved,unreviewed,0.324,0.97,0.75,,Barre is found in a dance class
instructor,instructor,0.574,,,dance_class,found_in,approved,unreviewed,0.286,0.97,0.75,,Instructor is found in a dance class
leotard,leotard,0.363,,,dance_class,found_in,approved,unreviewed,0.346,0.97,0.75,,Leotard is found in a dance class
mat,mat,0.549,,,dance_class,found_in,approved,unreviewed,0.293,0.97,0.75,,Mat is found in a dance class
mirror,mirror,0.639,,,dance_class,found_in,approved,unreviewed,0.267,0.97,0.75,,Mirror is found in a dance class
music,music,0.789,,,dance_class,found_in,approved,unreviewed,0.25,0.97,0.75,,Music is found in a dance class
pointe shoe,pointe shoe,0.429,,,dance_class,found_in,approved,unreviewed,0.327,0.97,0.75,"[""multiword""]",Pointe shoe is found in a dance class
routine,routine,0.624,,,dance_class,found_in,approved,unreviewed,0.272,0.97,0.75,,Routine is found in a dance class
slippers,slippers,0.481,,,dance_class,found_in,approved,unreviewed,0.313,0.97,0.75,,Slippers is found in a dance class
spin,spin,0.626,,,dance_class,found_in,approved,unreviewed,0.271,0.97,0.75,,Spin is found in a dance class
stage,stage,0.729,,,dance_class,found_in,approved,unreviewed,0.25,0.97,0.75,,Stage is found in a dance class
stretch,stretch,0.621,,,dance_class,found_in,approved,unreviewed,0.273,0.97,0.75,,Stretch is found in a dance class
tights,tights,0.47,,,dance_class,found_in,approved,unreviewed,0.316,0.97,0.75,,Tights is found in a dance class
tutu,tutu,0.431,,,dance_class,found_in,approved,unreviewed,0.327,0.97,0.75,,Tutu is found in a dance class
waders,waders,0.35,,,fishing_hobby,used_in,alternative,unreviewed,0.31,0.97,0.8,"[""obscure""]",Waders is taken on a fishing trip
bait,bait,0.55,,,fishing_hobby,used_in,approved,unreviewed,0.253,0.97,0.8,,Bait is taken on a fishing trip
boat,boat,0.673,,,fishing_hobby,used_in,approved,unreviewed,0.218,0.97,0.8,,Boat is taken on a fishing trip
bucket,bucket,0.581,,,fishing_hobby,used_in,approved,unreviewed,0.244,0.97,0.8,,Bucket is taken on a fishing trip
cooler,cooler,0.566,,,fishing_hobby,used_in,approved,unreviewed,0.248,0.97,0.8,,Cooler is taken on a fishing trip
hat,hat,0.647,,,fishing_hobby,used_in,approved,unreviewed,0.225,0.97,0.8,,Hat is taken on a fishing trip
hook,hook,0.624,hook_fishing,The sharp bent metal that catches a fish,fishing_hobby,used_in,approved,unreviewed,0.232,0.97,0.8,,Hook is taken on a fishing trip
license,license,0.646,,,fishing_hobby,used_in,approved,unreviewed,0.225,0.97,0.8,,License is taken on a fishing trip
line,line,0.784,line_cord,A length of cord or rope,fishing_hobby,used_in,approved,unreviewed,0.21,0.97,0.8,,Line is taken on a fishing trip
lure,lure,0.524,,,fishing_hobby,used_in,approved,unreviewed,0.26,0.97,0.8,,Lure is taken on a fishing trip
net,net,0.68,,,fishing_hobby,used_in,approved,unreviewed,0.216,0.97,0.8,,Net is taken on a fishing trip
reel,reel,0.526,reel_fishing,The spool that winds fishing line,fishing_hobby,used_in,approved,unreviewed,0.26,0.97,0.8,,Reel is taken on a fishing trip
rod,rod,0.591,,,fishing_hobby,used_in,approved,unreviewed,0.241,0.97,0.8,,Rod is taken on a fishing trip
stringer,stringer,0.434,,,fishing_hobby,used_in,approved,unreviewed,0.286,0.97,0.8,,Stringer is taken on a fishing trip
sunscreen,sunscreen,0.47,,,fishing_hobby,used_in,approved,unreviewed,0.276,0.97,0.8,,Sunscreen is taken on a fishing trip
tackle box,tackle box,0.586,,,fishing_hobby,used_in,approved,unreviewed,0.243,0.97,0.8,"[""multiword""]",Tackle box is taken on a fishing trip
pruner,pruner,0.23,,,gardening_hobby,used_in,alternative,unreviewed,0.344,0.97,0.8,"[""obscure""]",Pruner is used by a hobby gardener
compost bin,compost bin,0.453,,,gardening_hobby,used_in,approved,unreviewed,0.281,0.97,0.8,"[""multiword""]",Compost bin is used by a hobby gardener
fertilizer,fertilizer,0.489,,,gardening_hobby,used_in,approved,unreviewed,0.27,0.97,0.8,,Fertilizer is used by a hobby gardener
gloves,gloves,0.577,,,gardening_hobby,used_in,approved,unreviewed,0.245,0.97,0.8,,Gloves is used by a hobby gardener
greenhouse,greenhouse,0.54,,,gardening_hobby,used_in,approved,unreviewed,0.256,0.97,0.8,,Greenhouse is used by a hobby gardener
hose,hose,0.533,,,gardening_hobby,used_in,approved,unreviewed,0.258,0.97,0.8,,Hose is used by a hobby gardener
planter,planter,0.443,,,gardening_hobby,used_in,approved,unreviewed,0.283,0.97,0.8,,Planter is used by a hobby gardener
pot,pot,0.629,,,gardening_hobby,used_in,approved,unreviewed,0.23,0.97,0.8,,Pot is used by a hobby gardener
seed packet,seed packet,0.524,,,gardening_hobby,used_in,approved,unreviewed,0.26,0.97,0.8,"[""multiword""]",Seed packet is used by a hobby gardener
soil,soil,0.631,,,gardening_hobby,used_in,approved,unreviewed,0.23,0.97,0.8,,Soil is used by a hobby gardener
stake,stake,0.593,,,gardening_hobby,used_in,approved,unreviewed,0.241,0.97,0.8,,Stake is used by a hobby gardener
trellis,trellis,0.37,,,gardening_hobby,used_in,approved,unreviewed,0.304,0.97,0.8,,Trellis is used by a hobby gardener
trowel,trowel,0.35,,,gardening_hobby,used_in,approved,unreviewed,0.31,0.97,0.8,"[""obscure""]",Trowel is used by a hobby gardener
twine,twine,0.419,,,gardening_hobby,used_in,approved,unreviewed,0.29,0.97,0.8,,Twine is used by a hobby gardener
watering can,watering can,0.51,,,gardening_hobby,used_in,approved,unreviewed,0.264,0.97,0.8,"[""multiword""]",Watering can is used by a hobby gardener
wheelbarrow,wheelbarrow,0.38,,,gardening_hobby,used_in,approved,unreviewed,0.301,0.97,0.8,,Wheelbarrow is used by a hobby gardener
trowel,trowel,0.35,,,gardening_work,used_in,alternative,unreviewed,0.45,0.95,0.45,,trowel belongs to working a garden
compost,compost,0.459,,,gardening_work,used_in,approved,unreviewed,0.325,0.95,0.7,,compost belongs to working a garden
pruning,pruning,0.436,,,gardening_work,used_in,approved,unreviewed,0.325,0.95,0.7,,pruning belongs to working a garden
seedlings,seedlings,0.446,,,gardening_work,used_in,approved,unreviewed,0.325,0.95,0.7,,seedlings belongs to working a garden
soil,soil,0.631,,,gardening_work,used_in,approved,unreviewed,0.325,0.95,0.7,,soil belongs to working a garden
watering,watering,0.51,,,gardening_work,used_in,approved,unreviewed,0.325,0.95,0.7,,watering belongs to working a garden
weeding,weeding,0.406,,,gardening_work,used_in,approved,unreviewed,0.4,0.95,0.55,,weeding belongs to working a garden
switchback,switchback,0.31,,,hiking_words,found_in,alternative,unreviewed,0.321,0.97,0.8,"[""obscure""]",Switchback is involved in hiking a trail
backpack,backpack,0.54,,,hiking_words,found_in,approved,unreviewed,0.256,0.97,0.8,,Backpack is involved in hiking a trail
blaze,blaze,0.527,,,hiking_words,found_in,approved,unreviewed,0.259,0.97,0.8,,Blaze is involved in hiking a trail
blister,blister,0.429,,,hiking_words,found_in,approved,unreviewed,0.287,0.97,0.8,,Blister is involved in hiking a trail
boots,boots,0.619,,,hiking_words,found_in,approved,unreviewed,0.233,0.97,0.8,,Boots is involved in hiking a trail
cairn,cairn,0.41,,,hiking_words,found_in,approved,unreviewed,0.293,0.97,0.8,,Cairn is involved in hiking a trail
campsite,campsite,0.441,,,hiking_words,found_in,approved,unreviewed,0.284,0.97,0.8,,Campsite is involved in hiking a trail
canteen,canteen,0.453,,,hiking_words,found_in,approved,unreviewed,0.281,0.97,0.8,,Canteen is involved in hiking a trail
elevation,elevation,0.557,,,hiking_words,found_in,approved,unreviewed,0.251,0.97,0.8,,Elevation is involved in hiking a trail
map,map,0.68,,,hiking_words,found_in,approved,unreviewed,0.216,0.97,0.8,,Map is involved in hiking a trail
poles,poles,0.554,,,hiking_words,found_in,approved,unreviewed,0.252,0.97,0.8,,Poles is involved in hiking a trail
ridge,ridge,0.589,,,hiking_words,found_in,approved,unreviewed,0.242,0.97,0.8,,Ridge is involved in hiking a trail
summit,summit,0.614,,,hiking_words,found_in,approved,unreviewed,0.235,0.97,0.8,,Summit is involved in hiking a trail
trail,trail,0.636,,,hiking_words,found_in,approved,unreviewed,0.228,0.97,0.8,,Trail is involved in hiking a trail
trailhead,trailhead,0.376,,,hiking_words,found_in,approved,unreviewed,0.303,0.97,0.8,,Trailhead is involved in hiking a trail
water bottle,water bottle,0.646,,,hiking_words,found_in,approved,unreviewed,0.225,0.97,0.8,"[""multiword""]",Water bottle is involved in hiking a trail
birdwatching,birdwatching,0.339,,,hobby_verbs,is_a,alternative,unreviewed,0.313,0.97,0.8,"[""obscure""]",Birdwatching is an activity people do as a hobby
baking,baking,0.56,,,hobby_verbs,is_a,approved,unreviewed,0.25,0.97,0.8,,Baking is an activity people do as a hobby
camping,camping,0.571,,,hobby_verbs,is_a,approved,unreviewed,0.247,0.97,0.8,,Camping is an activity people do as a hobby
chess,chess,0.563,,,hobby_verbs,is_a,approved,unreviewed,0.249,0.97,0.8,,Chess is an activity people do as a hobby
collecting,collecting,0.597,,,hobby_verbs,is_a,approved,unreviewed,0.239,0.97,0.8,,Collecting is an activity people do as a hobby
cycling,cycling,0.586,,,hobby_verbs,is_a,approved,unreviewed,0.243,0.97,0.8,,Cycling is an activity people do as a hobby
dancing,dancing,0.643,,,hobby_verbs,is_a,approved,unreviewed,0.226,0.97,0.8,,Dancing is an activity people do as a hobby
drawing,drawing,0.654,,,hobby_verbs,is_a,approved,unreviewed,0.223,0.97,0.8,,Drawing is an activity people do as a hobby
fishing,fishing,0.639,,,hobby_verbs,is_a,approved,unreviewed,0.227,0.97,0.8,,Fishing is an activity people do as a hobby
gardening,gardening,0.524,,,hobby_verbs,is_a,approved,unreviewed,0.26,0.97,0.8,,Gardening is an activity people do as a hobby
hiking,hiking,0.553,,,hobby_verbs,is_a,approved,unreviewed,0.252,0.97,0.8,,Hiking is an activity people do as a hobby
knitting,knitting,0.493,,,hobby_verbs,is_a,approved,unreviewed,0.269,0.97,0.8,,Knitting is an activity people do as a hobby
painting,painting,0.657,,,hobby_verbs,is_a,approved,unreviewed,0.222,0.97,0.8,,Painting is an activity people do as a hobby
photography,photography,0.636,,,hobby_verbs,is_a,approved,unreviewed,0.228,0.97,0.8,,Photography is an activity people do as a hobby
reading,reading,0.734,,,hobby_verbs,is_a,approved,unreviewed,0.21,0.97,0.8,,Reading is an activity people do as a hobby
running,running,0.747,,,hobby_verbs,is_a,approved,unreviewed,0.21,0.97,0.8,,Running is an activity people do as a hobby
sewing,sewing,0.527,,,hobby_verbs,is_a,approved,unreviewed,0.259,0.97,0.8,,Sewing is an activity people do as a hobby
singing,singing,0.656,,,hobby_verbs,is_a,approved,unreviewed,0.223,0.97,0.8,,Singing is an activity people do as a hobby
woodworking,woodworking,0.437,,,hobby_verbs,is_a,approved,unreviewed,0.285,0.97,0.8,,Woodworking is an activity people do as a hobby
writing,writing,0.724,,,hobby_verbs,is_a,approved,unreviewed,0.21,0.97,0.8,,Writing is an activity people do as a hobby
ball,ball,0.72,ball_sphere,A round object used in games,knitting_words,found_in,alternative,unreviewed,0.305,0.97,0.65,,Ball is used in knitting or crochet
bind off,bind off,0.536,,,knitting_words,found_in,alternative,unreviewed,0.352,0.97,0.65,"[""multiword""]",Bind off is used in knitting or crochet
cast on,cast on,0.684,,,knitting_words,found_in,alternative,unreviewed,0.31,0.97,0.65,"[""multiword""]",Cast on is used in knitting or crochet
gauge,gauge,0.574,,,knitting_words,found_in,alternative,unreviewed,0.341,0.97,0.65,,Gauge is used in knitting or crochet
